gene_product	gene_label	model_id	model_title	taxon	activity_id	molecular_function	mf_label	biological_process	bp_label	cellular_component	cc_label
UniProtKB:P21854	CD72 Hsap	68b0f0d000000486	Negative regulation of BCR signaling by CD72-CD5 interaction (Human)	NCBITaxon:9606	gomodel:68b0f0d000000486/68b0f0d000000487	GO:0048018	receptor ligand activity	GO:0050859	negative regulation of B cell receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:O00182	LGALS9 Hsap	68b0f0d000000625	Galectin-9-CD44 pair leading to NK cell activation (Human)	NCBITaxon:9606	gomodel:68b0f0d000000625/68b0f0d000001058	GO:0048018	receptor ligand activity	GO:0051132	NK T cell activation	GO:0005576	extracellular region
UniProtKB:P16070	CD44 Hsap	68b0f0d000000625	Galectin-9-CD44 pair leading to NK cell activation (Human)	NCBITaxon:9606	gomodel:68b0f0d000000625/68b0f0d000001051	GO:0038023	signaling receptor activity	GO:0051132	NK T cell activation	GO:0005886	plasma membrane
UniProtKB:P06239	LCK Hsap	68b0f0d000000625	Galectin-9-CD44 pair leading to NK cell activation (Human)	NCBITaxon:9606	gomodel:68b0f0d000000625/68b0f0d000000655	GO:0004715	non-membrane spanning protein tyrosine kinase activity	GO:0051132	NK T cell activation	GO:0005737	cytoplasm
FB:FBgn0289579	Dld Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000002213	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	GO:0019477	L-lysine catabolic process	GO:0005759	mitochondrial matrix
FB:FBgn0031824	CG9547 Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000002199	GO:0004361	glutaryl-CoA dehydrogenase activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0039827	Oadh Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000001198	GO:0160166	2-oxoadipate dehydrogenase activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0037891	Dlst Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000002206	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0036857	Aldh7A1 Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000001099	GO:0004043	L-aminoadipate-semialdehyde dehydrogenase [NAD(P)+] activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0286198	LKRSDH Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000001092	GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0286198	LKRSDH Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000001085	GO:0004754	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity	GO:0019477	L-lysine catabolic process	GO:0005739	mitochondrion
FB:FBgn0036117	CG6321 Dmel	68b0f0d000001084	L-lysine catabolic process (via L-saccharopine) (Dmel)	NCBITaxon:7227	gomodel:68b0f0d000001084/68b0f0d000001106	GO:0047536	L-2-aminoadipate:2-oxoglutarate transaminase activity	GO:0019477	L-lysine catabolic process	GO:0005759	mitochondrial matrix
UniProtKB:P43403	ZAP70 Hsap	68b0f0d000001117	CD31-CD38 activation of T cells  (Human)	NCBITaxon:9606	gomodel:68b0f0d000001117/68b0f0d000001169	GO:0004715	non-membrane spanning protein tyrosine kinase activity	GO:0042110	T cell activation	GO:0005737	cytoplasm
UniProtKB:O43561	LAT Hsap	68b0f0d000001117	CD31-CD38 activation of T cells  (Human)	NCBITaxon:9606	gomodel:68b0f0d000001117/68b0f0d000001181	GO:0035591	signaling adaptor activity	GO:0043410	positive regulation of MAPK cascade	GO:0005886	plasma membrane
UniProtKB:P06239	LCK Hsap	68b0f0d000001117	CD31-CD38 activation of T cells  (Human)	NCBITaxon:9606	gomodel:68b0f0d000001117/68b0f0d000001147	GO:0004715	non-membrane spanning protein tyrosine kinase activity	GO:0042110	T cell activation	GO:0005737	cytoplasm
UniProtKB:P16284	PECAM1 Hsap	68b0f0d000001117	CD31-CD38 activation of T cells  (Human)	NCBITaxon:9606	gomodel:68b0f0d000001117/68b0f0d000001484	GO:0048018	receptor ligand activity	GO:0042110	T cell activation	GO:0005886	plasma membrane
UniProtKB:P28907	CD38 Hsap	68b0f0d000001117	CD31-CD38 activation of T cells  (Human)	NCBITaxon:9606	gomodel:68b0f0d000001117/68b0f0d000001493	GO:0038023	signaling receptor activity	GO:0042110	T cell activation	GO:0005886	plasma membrane
UniProtKB:Q86VZ5	SGMS1 Hsap	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001276	GO:0033188	sphingomyelin synthase activity	GO:0006686	sphingomyelin biosynthetic process	GO:1990676	Golgi trans cisterna membrane
UniProtKB:Q9Y5P4	CERT1 Hsap	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001264	GO:0120017	ceramide transfer activity	GO:0006686	sphingomyelin biosynthetic process	GO:0160258	endoplasmic reticulum-trans-Golgi network membrane contact site
GO:0017059	serine palmitoyltransferase complex	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001212	GO:0004758	serine C-palmitoyltransferase activity	GO:0046513	ceramide biosynthetic process	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
UniProtKB:O15121	DEGS1 Hsap	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001253	GO:0042284	sphingolipid delta-4 desaturase activity	GO:0046513	ceramide biosynthetic process	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
UniProtKB:Q06136	KDSR Hsap	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001235	GO:0047560	3-dehydrosphinganine reductase activity	GO:0046513	ceramide biosynthetic process	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
UniProtKB:P27544	CERS1 Hsap	68b0f0d000001211	De novo sphingomyelin biosynthesis (CerS1)	NCBITaxon:9606	gomodel:68b0f0d000001211/68b0f0d000001242	GO:0050291	sphingosine N-acyltransferase activity	GO:0046513	ceramide biosynthetic process	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
UniProtKB:Q9NVF7	FBXO28 Hsap	68b0f0d000002100	RAB27A degradation in a FBXO28-dependent manner (Human)	NCBITaxon:9606	gomodel:68b0f0d000002100/68b0f0d000002134	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005737	cytoplasm
UniProtKB:Q13616	CUL1 Hsap	68b0f0d000002100	RAB27A degradation in a FBXO28-dependent manner (Human)	NCBITaxon:9606	gomodel:68b0f0d000002100/68b0f0d000002115	GO:0160072	ubiquitin ligase complex scaffold activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005737	cytoplasm
UniProtKB:P63208	SKP1 Hsap	68b0f0d000002100	RAB27A degradation in a FBXO28-dependent manner (Human)	NCBITaxon:9606	gomodel:68b0f0d000002100/68b0f0d000002108	GO:0160072	ubiquitin ligase complex scaffold activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005737	cytoplasm
UniProtKB:P51159	RAB27A Hsap	68b0f0d000002100	RAB27A degradation in a FBXO28-dependent manner (Human)	NCBITaxon:9606	gomodel:68b0f0d000002100/68b0f0d000002178	GO:0003924	GTPase activity	GO:0006887	exocytosis	GO:0070382	exocytic vesicle
UniProtKB:P62877	RBX1 Hsap	68b0f0d000002100	RAB27A degradation in a FBXO28-dependent manner (Human)	NCBITaxon:9606	gomodel:68b0f0d000002100/68b0f0d000002141	GO:0061630	ubiquitin protein ligase activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005737	cytoplasm
UniProtKB:Q01718	MC2R Hsap	68b0f0d000002640	Signaling by ACTH mediated by MC2R receptor via  G-alpha-s (activatory)_Glucocorticoid biosynthesis (Human)	NCBITaxon:9606	gomodel:68b0f0d000002640/68b0f0d000002646	GO:0004978	corticotropin receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P63092	GNAS Hsap	68b0f0d000002640	Signaling by ACTH mediated by MC2R receptor via  G-alpha-s (activatory)_Glucocorticoid biosynthesis (Human)	NCBITaxon:9606	gomodel:68b0f0d000002640/68b0f0d000002656	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002640	Signaling by ACTH mediated by MC2R receptor via  G-alpha-s (activatory)_Glucocorticoid biosynthesis (Human)	NCBITaxon:9606	gomodel:68b0f0d000002640/68b0f0d000002664	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:P01189-PRO_0000024969	POMC-Corticotropin Hsap	68b0f0d000002640	Signaling by ACTH mediated by MC2R receptor via  G-alpha-s (activatory)_Glucocorticoid biosynthesis (Human)	NCBITaxon:9606	gomodel:68b0f0d000002640/68b0f0d000002641	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P01189-PRO_0000024969	POMC-Corticotropin Hsap	68b0f0d000002686	Signaling by ACTH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002686/68b0f0d000002687	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63092	GNAS Hsap	68b0f0d000002686	Signaling by ACTH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002686/68b0f0d000002700	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002686	Signaling by ACTH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002686/68b0f0d000002708	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:P41968	MC3R Hsap	68b0f0d000002686	Signaling by ACTH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002686/68b0f0d000002692	GO:0004978	corticotropin receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P0DMS8	ADORA3 Hsap	68b0f0d000002755	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by adenosine  (Human).	NCBITaxon:9606	gomodel:68b0f0d000002755/68b0f0d000002756	GO:0001609	G protein-coupled adenosine receptor activity	GO:0008016	regulation of heart contraction	GO:0005886	plasma membrane
UniProtKB:P63096	GNAI1 Hsap	68b0f0d000002755	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by adenosine  (Human).	NCBITaxon:9606	gomodel:68b0f0d000002755/68b0f0d000002758	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002755	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by adenosine  (Human).	NCBITaxon:9606	gomodel:68b0f0d000002755/68b0f0d000002757	GO:0004016	adenylate cyclase activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway		
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002796	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by N(6)-methyladenosine (Human).	NCBITaxon:9606	gomodel:68b0f0d000002796/68b0f0d000002798	GO:0004016	adenylate cyclase activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway		
UniProtKB:Q86U44	METTL3 Hsap	68b0f0d000002796	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by N(6)-methyladenosine (Human).	NCBITaxon:9606	gomodel:68b0f0d000002796/68b0f0d000002838	GO:0001734	mRNA m(6)A methyltransferase activity	GO:0016556	mRNA modification		
UniProtKB:P0DMS8	ADORA3 Hsap	68b0f0d000002796	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by N(6)-methyladenosine (Human).	NCBITaxon:9606	gomodel:68b0f0d000002796/68b0f0d000002797	GO:0001609	G protein-coupled adenosine receptor activity	GO:0043306	positive regulation of mast cell degranulation	GO:0005886	plasma membrane
UniProtKB:P63096	GNAI1 Hsap	68b0f0d000002796	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by N(6)-methyladenosine (Human).	NCBITaxon:9606	gomodel:68b0f0d000002796/68b0f0d000002799	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:Q8IZH2	XRN1 Hsap	68b0f0d000002796	ADORA3-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase following activation by N(6)-methyladenosine (Human).	NCBITaxon:9606	gomodel:68b0f0d000002796/68b0f0d000002832	GO:0004534	5'-3' RNA exonuclease activity	GO:0006402	mRNA catabolic process		
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002848	Signaling by alpha-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002848/68b0f0d000002870	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:P01189-PRO_0000024970	POMC-Alpha-MSH Hsap	68b0f0d000002848	Signaling by alpha-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002848/68b0f0d000002849	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63092	GNAS Hsap	68b0f0d000002848	Signaling by alpha-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002848/68b0f0d000002862	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P41968	MC3R Hsap	68b0f0d000002848	Signaling by alpha-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002848/68b0f0d000002854	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P01189-PRO_0000024974	POMC-Beta-MSH Hsap	68b0f0d000002890	Signaling by beta-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002890/68b0f0d000002891	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63092	GNAS Hsap	68b0f0d000002890	Signaling by beta-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002890/68b0f0d000002904	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002890	Signaling by beta-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002890/68b0f0d000002912	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:P41968	MC3R Hsap	68b0f0d000002890	Signaling by beta-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002890/68b0f0d000002896	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P01189-PRO_0000024967	POMC-Melanotropin_gamma Hsap	68b0f0d000002932	Signaling by gamma-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002932/68b0f0d000002933	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63092	GNAS Hsap	68b0f0d000002932	Signaling by gamma-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002932/68b0f0d000002946	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P41968	MC3R Hsap	68b0f0d000002932	Signaling by gamma-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002932/68b0f0d000002938	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000002932	Signaling by gamma-MSH mediated by MC3R receptor via  G-alpha-s (activatory)_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000002932/68b0f0d000002954	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:O43306	ADCY6 Hsap	68b0f0d000003050	Negative regulation of MC3R receptor by AgoutiRP_Feeding bevaviour (Human)	NCBITaxon:9606	gomodel:68b0f0d000003050/68b0f0d000003072	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
