organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
rat	Gsta4	P14942	GO:0009635	response to herbicide	IEP	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	pathway context rather than the direct Gsta4 role in glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. Oxidative stress is implicated in Parkin	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0010043	response to zinc ion	IEP	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	pathway context rather than the direct Gsta4 role in glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. It derives from the same zinc/paraquat c	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0035094	response to nicotine	IEP	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	pathway context rather than the direct Gsta4 role in glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. We have investigated the in vivo effects	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0071285	cellular response to lithium ion	IEP	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	pathway context rather than the direct Gsta4 role in glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. Chronic treatment with the mood stabiliz	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0006749	glutathione metabolic process	ISO	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Gsta4's glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles supports retaining glutathione metabolic	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0006805	xenobiotic metabolic process	ISO	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Gsta4's glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles supports retaining xenobiotic metabolic p	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0042803	protein homodimerization activity	ISO	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	context for Gsta4, but the curated core function is glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. GO; GO:0042803; F:protein homodimerizati	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0004364	glutathione transferase activity	ISO	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Gsta4's glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles supports retaining glutathione transferas	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Hdc	P16453	GO:0001694	histamine biosynthetic process	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	eparations were studied. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0004398	histidine decarboxylase activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	eparations were studied. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0006548	L-histidine catabolic process	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	eparations were studied. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0016597	amino acid binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	decarboxylase activity. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0016597	amino acid binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	decarboxylase activity. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0016597	amino acid binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	decarboxylase activity. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0016597	amino acid binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	decarboxylase activity. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hdc	P16453	GO:0030170	pyridoxal phosphate binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	eparations were studied. The kinetic parameters were pH dependent: the apparent Km value varied inversely with pH; the maximum reaction velocity was reached at pH	genes/rat/Hdc/Hdc-ai-review.yaml
rat	Hmgcs2	P22791	GO:0051591	response to cAMP	IEP	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	9 shows mitochondrial HMG-CoA synthase protein rapidly increases in response to cyclic AMP. cAMP is a downstream mediator of glucagon signaling, so this is mechanisticall	genes/rat/Hmgcs2/Hmgcs2-ai-review.yaml
rat	Hmgcs2	P22791	GO:0042594	response to starvation	IEP	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	ount of mitochondrial HMG-CoA synthase protein rapidly increased in response to cyclic AMP, dexamethasone, starvation, fat feeding, and diabetes	genes/rat/Hmgcs2/Hmgcs2-ai-review.yaml
rat	Hmgcs2	P22791	GO:0045471	response to ethanol	IEP	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	4-HNE	PMID:17964421 shows chronic ethanol consumption increases 4-hydroxynonenal (4-HNE) adduct formation on Hmgcs2, with compensatory increase in protein levels. Vali	genes/rat/Hmgcs2/Hmgcs2-ai-review.yaml
rat	Hspa8	P63018	GO:0046777	protein autophosphorylation	IDA	False	REMOVE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	"TPase activity of rat hsc70"") studies the ATPase activity of HSC70, not protein autophosphorylation. The annotation appears to be a database error. Misannotation: PMID:8420978"	genes/rat/Hspa8/Hspa8-ai-review.yaml
rat	Hspa8	P63018	GO:0031686	A1 adenosine receptor binding	IPI	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	surface plasmon	s a direct, specific rat hsc73-A1 adenosine receptor interaction (Kd ~0.5 nM by surface plasmon resonance, plus affinity chromatography, co-immunoprecipitation and confocal co	genes/rat/Hspa8/Hspa8-ai-review.yaml
rat	Klk9	P07647	GO:0004252	serine-type endopeptidase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	irectly supported part of Klk9 core biochemistry or the closest GO process for that activity. GO; GO:0004252; F:serine-type endopeptidase activity; IBA:GO_Central. explicit	genes/rat/Klk9/Klk9-ai-review.yaml
rat	Klk9	P07647	GO:0004252	serine-type endopeptidase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	irectly supported part of Klk9 core biochemistry or the closest GO process for that activity. GO; GO:0004252; F:serine-type endopeptidase activity; IBA:GO_Central. any clai	genes/rat/Klk9/Klk9-ai-review.yaml
rat	Klk9	P07647	GO:0045907	positive regulation of vasoconstriction	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	irectly supported part of Klk9 core biochemistry or the closest GO process for that activity. GO; GO:0045907; P:positive regulation of vasoconstriction; IDA:RGD. Rat rKLK9	genes/rat/Klk9/Klk9-ai-review.yaml
rat	Ldhb	P42123	GO:0004457	lactate dehydrogenase activity	IDA	False	MODIFY	IN_VITRO_ENZYME	molecular	low	purified protein	raphy steps and that facilitate the isolation of milligram quantities of highly purified proteins within 2--3 days.	genes/rat/Ldhb/Ldhb-ai-review.yaml
rat	Ldhb	P42123	GO:0042802	identical protein binding	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	purified protein	raphy steps and that facilitate the isolation of milligram quantities of highly purified proteins within 2--3 days.	genes/rat/Ldhb/Ldhb-ai-review.yaml
rat	Mapk1	P63086	GO:0005524	ATP binding	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	in vitro kinase assay	tally demonstrated (PMID:15027896) and assay-confirmed in the deep research. an in vitro kinase assay with active TEY-phosphorylated ERK2 and an ATPγS analog	genes/rat/Mapk1/Mapk1-ai-review.yaml
rat	Mapk1	P63086	GO:0005524	ATP binding	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	in vitro kinase assay	se directly demonstrated. Core MF. The deep research independently describes an in vitro kinase assay using active TEY-phosphorylated ERK2 and an ATP-gamma-S analog. Core molecular	genes/rat/Mapk1/Mapk1-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0017188	L-aspartate N-acetyltransferase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	Nat8l is a N-acetylaspartate synthetase; the L-aspartate N-acetyltransferase activity annotation is supported by the fetched UniProt/GOA evidence (IBA, GO_REF:000003	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0008080	N-acetyltransferase activity	IEA	False	MODIFY	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	The N-acetyltransferase activity annotation is related to Nat8l function, but it is too generic compared with th	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	IEA	False	MODIFY	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	t it is too generic compared with the supported specific term(s): L-aspartate N-acetyltransferase activity. The annotation is directionally related to Nat8l but is too broad; the specifi	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0017188	L-aspartate N-acetyltransferase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	Nat8l is a N-acetylaspartate synthetase; the L-aspartate N-acetyltransferase activity annotation is supported by the fetched UniProt/GOA evidence (IEA, GO_REF:000012	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0006531	aspartate metabolic process	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Nat8l core biochemistry or the closest GO process for that activity. GO; GO:0006531; P:aspartate metabolic process; ISO:RGD. *Rattus norvegicus* **	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0017188	L-aspartate N-acetyltransferase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	Nat8l is a N-acetylaspartate synthetase; the L-aspartate N-acetyltransferase activity annotation is supported by the fetched UniProt/GOA evidence (ISO, GO_REF:000012	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Nat8l	D3ZVU9	GO:0017188	L-aspartate N-acetyltransferase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	Nat8l is a N-acetylaspartate synthetase; the L-aspartate N-acetyltransferase activity annotation is supported by the fetched UniProt/GOA evidence (IDA, PMID:18621030	genes/rat/Nat8l/Nat8l-ai-review.yaml
rat	Pfkfb4	P25114	GO:0043540	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	IPI	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	crystal structure	fb4, not the defining molecular function. RESULTS: We have determined the 2.0 A crystal structure of the rat testis isozyme of this bifunctional enzyme. PFKFB enzymes are **bifu	genes/rat/Pfkfb4/Pfkfb4-ai-review.yaml
rat	Pgam2	P16290	GO:0005654	nucleoplasm	IEA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	specific activity	al muscle. Activity measurements from nuclear extracts showed that 25% of total specific activity is found in the nuclei.	genes/rat/Pgam2/Pgam2-ai-review.yaml
rat	Pgam2	P16290	GO:0005654	nucleoplasm	ISO	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	specific activity	al muscle. Activity measurements from nuclear extracts showed that 25% of total specific activity is found in the nuclei.	genes/rat/Pgam2/Pgam2-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0043136	sn-glycerol 3-phosphatase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0043136; F:sn-glycerol 3-phosphatase activity; IMP:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0000121	sn-glycerol 1-phosphatase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0000121; F:sn-glycerol 1-phosphatase activity; IEA:RHEA.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0006114	glycerol biosynthetic process	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0006114; P:glycerol biosynthetic process; IDA:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0043136	sn-glycerol 3-phosphatase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0043136; F:sn-glycerol 3-phosphatase activity; IMP:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0008967	phosphoglycolate phosphatase activity	ISS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	Km	pite the historical name, cellular 2-phosphoglycolate sits far below the enzyme Km whereas Gro3P is near Km, so Gro3P (not 2-PG) is the dominant physiological sub	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0000121	sn-glycerol 1-phosphatase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0000121; F:sn-glycerol 1-phosphatase activity; IEA:RHEA.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0000121	sn-glycerol 1-phosphatase activity	EXP	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0000121; F:sn-glycerol 1-phosphatase activity; IEA:RHEA.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0045721	negative regulation of gluconeogenesis	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0045721; P:negative regulation of gluconeogenesis; IMP:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0045721	negative regulation of gluconeogenesis	IMP	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0045721; P:negative regulation of gluconeogenesis; IMP:UniProtKB. In pr	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0006114	glycerol biosynthetic process	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0006114; P:glycerol biosynthetic process; IDA:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0006114	glycerol biosynthetic process	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0006114; P:glycerol biosynthetic process; IDA:UniProtKB. catalyzing **g	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0043136	sn-glycerol 3-phosphatase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0043136; F:sn-glycerol 3-phosphatase activity; IMP:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Pgp	D3ZDK7	GO:0043136	sn-glycerol 3-phosphatase activity	IMP	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Pgp core biochemistry or the closest GO process for that activity. GO; GO:0043136; F:sn-glycerol 3-phosphatase activity; IMP:UniProtKB.	genes/rat/Pgp/Pgp-ai-review.yaml
rat	Prkaa2	Q09137	GO:0005524	ATP binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	ase function - ATP is the phosphate donor. IDA evidence exists (PMID:16648175). Crystal structures confirm ATP-binding pocket. The α subunit provides the **catalytic kinase acti	genes/rat/Prkaa2/Prkaa2-ai-review.yaml
rat	Qdpr	P11348	GO:0070404	NADH binding	IBA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	crystal structure	hydrobiopterin. Direct structural evidence shows **NADH bound** in the rat DHPR crystal structure and supports NADH as the physiologic electron donor.	genes/rat/Qdpr/Qdpr-ai-review.yaml
rat	Qdpr	P11348	GO:0071466	cellular response to xenobiotic stimulus	IEP	False	MARK_AS_OVER_ANNOTATED	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	tion during tetrahydrobiopterin recycling/biosynthesis. The addition of 8-bromo cyclic AMP, forskolin, theophylline, and 3-isobutyl-1-methylxanthine to the medium of PC 1	genes/rat/Qdpr/Qdpr-ai-review.yaml
rat	Rgn	Q03336	GO:1903052	obsolete positive regulation of proteolysis involved in protein catabolic process	IDA	False	MODIFY	PROTEASE_ACTIVITY	molecular	low	proteolytic activity	xperimental evidence (PMID:1513338) shows regucalcin increases Ca2+-independent proteolytic activity in rat liver cytosol and activates a neutral cysteinyl-proteinase, i.e. it posi	genes/rat/Rgn/Rgn-ai-review.yaml
rat	Rnase1	P00684	GO:0004540	RNA nuclease activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Rnase1 core biochemistry or the closest GO process for that activity. GO; GO:0004540; F:RNA nuclease activity; ISO:RGD. RNase 1 is widely described	genes/rat/Rnase1/Rnase1-ai-review.yaml
