gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
ATP6V0A4		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0B		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0007042 lysosomal lumen acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0B		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0C		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0007042 lysosomal lumen acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0C		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0D1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification;GO:0042592 homeostatic process	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0D1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0D2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0D2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0E1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0E1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0E2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0E2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1A		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0007042 lysosomal lumen acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1A		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033176	proton-transporting V-type ATPase complex	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2		already_in_goa_exact	GO:0033176 proton-transporting V-type ATPase complex	This PN subtype denotes the V1-sector component of the lysosomal V-ATPase. In the current GO cache, the broader V-type ATPase complex is the safest validated target for this component role.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1B1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0006885 regulation of pH;GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1B1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033176	proton-transporting V-type ATPase complex	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2		entailed_by_goa_closure	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0016471 vacuolar proton-transporting V-type ATPase complex;GO:0033180 proton-transporting V-type ATPase, V1 domain	This PN subtype denotes the V1-sector component of the lysosomal V-ATPase. In the current GO cache, the broader V-type ATPase complex is the safest validated target for this component role.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1B2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1B2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033176	proton-transporting V-type ATPase complex	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2		entailed_by_goa_closure	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0033180 proton-transporting V-type ATPase, V1 domain	This PN subtype denotes the V1-sector component of the lysosomal V-ATPase. In the current GO cache, the broader V-type ATPase complex is the safest validated target for this component role.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V1C1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V1 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		new_to_goa		This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
