organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	UMPS	P11172	PMID:15890648	Nuclear localization and mitogen-activated protein kinase phosphorylation of the multifunctional protein CAD.	MEDIUM	VERIFIED		Primarily about CAD, but the abstract explicitly reports UMP synthase in both the cytoplasm and nucleus; source of the cytoplasm/nucleus IDA localization annotations.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	PMID:18184586	Structures of the human orotidine-5'-monophosphate decarboxylase support a covalent mechanism and provide a framework for drug design.	HIGH	VERIFIED		Human OMP decarboxylase crystal structures, kinetics, and mutagenesis (D312N); directly establishes the ODC activity. PubMed-verified.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		BioPlex 2.0 proteome-scale AP-MS screen; source of a bare 'protein binding' IPI (partner EPHA4). Correctly cited but uninformative about UMPS function.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		BioPlex 3.0 proteome-scale AP-MS screen; source of a second bare 'protein binding' IPI (partner EPHA4). Correctly cited but uninformative about UMPS function.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	PMID:6893554	Isolation and initial characterization of the single polypeptide that synthesizes uridine 5'-monophosphate from orotate in Ehrlich ascites carcinoma. Purification by tandem affinity chromatography of uridine-5'-monophosphate synthase.	HIGH	VERIFIED		Classic purification showing a single polypeptide carries both OPRT and ODC active centers and catalyzes the last two steps of de novo UMP biosynthesis. PubMed-verified.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	PMID:9042911	Molecular cloning of the human UMP synthase gene and characterization of point mutations in two hereditary orotic aciduria families.	HIGH	VERIFIED		Human UMPS gene cloning, catalytic-activity characterization, and ORAC1 disease variants affecting OPRT/ODC activity. PubMed-verified; anchors the bifunctional-enzyme and disease framing.	genes/human/UMPS/UMPS-ai-review.yaml
human	UMPS	P11172	file:human/UMPS/UMPS-uniprot.txt	UniProtKB P11172 (UMPS_HUMAN) record	HIGH	VERIFIED		Curated UniProt record documenting the bifunctional OPRT (EC 2.4.2.10) and ODC (EC 4.1.1.23) activities, OPRTase/OMPdecase domains, homodimer requirement, cytosolic PATHWAY, and ORAC1 disease association.	genes/human/UMPS/UMPS-ai-review.yaml
human	UPB1	Q9UBR1	GO_REF:0000033	Annotation inferences using phylogenetic trees	HIGH	VERIFIED		PAN-GO/GO_Central IBA basis for the beta-ureidopropionase activity and beta-alanine biosynthetic process annotations; consistent with experimental evidence for this gene.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	GO_REF:0000044	Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt	MEDIUM	VERIFIED		Maps UniProt subcellular location (Cytoplasm) to GO:0005737; correct but more general than the cytosol location supported by Reactome.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	GO_REF:0000107	Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara	LOW	VERIFIED		Ensembl Compara orthology transfer from rat (Q03248) underlying the developmental-process annotations; mechanically valid but the transferred developmental roles are not established for the metabolic enzyme itself.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	GO_REF:0000120	Combined Automated Annotation using Multiple IEA Methods	HIGH	VERIFIED		ARBA/RHEA/EC-based IEA supporting the core enzyme activity and pathway; concordant with the experimental annotations.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:10415095	A radiochemical assay for beta-ureidopropionase using radiolabeled N-carbamyl-beta-alanine obtained via hydrolysis of [2-(14)C]5, 6-dihydrouracil.	HIGH	VERIFIED		Radiochemical assay of human beta-ureidopropionase; establishes catalytic activity and Km (15.5 uM) for N-carbamyl-beta-alanine.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:10542323	cDNA cloning, genomic structure and chromosomal localization of the human BUP-1 gene encoding beta-ureidopropionase.	HIGH	VERIFIED		Cloning of human UPB1/BUP-1; heterologous expression confirms beta-ureidopropionase activity and identity of the cDNA.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:11508704	Expression and properties of human liver beta-ureidopropionase.	HIGH	VERIFIED		Characterises recombinant human liver enzyme; reports positive cooperativity and 0.54 zinc atoms/subunit with a predicted zinc site (later shown by the crystal structure to be absent).	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	LOW	VERIFIED		Large-scale urinary-exosome proteomics; a real high-throughput detection of the protein in exosomes, not evidence for the site of catalytic function.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:22525402	ß-ureidopropionase deficiency: phenotype, genotype and protein structural consequences in 16 patients.	HIGH	VERIFIED		Defines the enzyme as the third step of pyrimidine degradation; functional analysis of disease mutations (all significantly decrease activity) and oligomer assembly; establishes involvement in pyrimidine catabolism.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:24526388	Clinical, biochemical and molecular analysis of 13 Japanese patients with β-ureidopropionase deficiency demonstrates high prevalence of the c.977G > A (p.R326Q) mutation [corrected].	HIGH	VERIFIED		Full-text available; details the third catabolic step reaction, nitrilase superfamily membership, and loss-of-function variants acting via impaired oligomer assembly.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	PMID:29976570	Crystal structure and pH-dependent allosteric regulation of human β-ureidopropionase, an enzyme involved in anticancer drug metabolism.	HIGH	VERIFIED		Crystal structure (T299C variant); catalytic tetrad and Cys233 nucleophile; pH/oligomerization-dependent allosteric regulation; shows the enzyme lacks bound zinc (basis for the NOT zinc ion binding annotation).	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	Reactome:R-HSA-73591	conversion of 3-ureidopropionate to beta-alanine	HIGH	VERIFIED		Reactome reaction for the cytosolic conversion of 3-ureidopropionate to beta-alanine + CO2 + NH3; supports cytosol localization.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	Reactome:R-HSA-73620	conversion of 3-Ureidoiosbutyrate to 3-Aminoisobutyrate	HIGH	VERIFIED		Reactome reaction for the cytosolic conversion of 3-ureidoisobutyrate to (R)-3-aminoisobutyrate + CO2 + NH3 (thymine branch); supports cytosol localization.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPB1	Q9UBR1	file:human/UPB1/UPB1-uniprot.txt	UniProtKB Q9UBR1 (BUP1_HUMAN) entry	HIGH	VERIFIED		UniProt curated record; source for the SUBUNIT (oligomerization) and CAUTION (lack of bound zinc) statements used as supporting text.	genes/human/UPB1/UPB1-ai-review.yaml
human	UPF1	Q92900	PMID:10999600	Characterization of the biochemical properties of the human Upf1 gene product that is involved in nonsense-mediated mRNA decay.	HIGH	VERIFIED		Cached PMID_10999600 title matches; biochemical characterization of human UPF1's RNA-dependent ATPase/helicase activity, supporting the GO:0003724 helicase core function (consistent with GOA helicase/NMD rows).	genes/human/UPF1/UPF1-ai-review.yaml
human	UPF1	Q92900	PMID:17469741	Results of the determination of serum markers in patients with malignant melanoma.	NONE	WRONG_IDENTIFIER		Cited as a UPF1 protein binding (IPI) source but the resolved title is a melanoma serum-marker study unrelated to UPF1; appears to be an incorrect identifier in the GOA/IntAct record.	genes/human/UPF1/UPF1-ai-review.yaml
human	UPF1	Q92900	PMID:21145460	Upf1 ATPase-dependent mRNP disassembly is required for completion of nonsense- mediated mRNA decay.	HIGH	VERIFIED		Cached PMID_21145460 title matches; demonstrates UPF1 ATPase-driven mRNP disassembly is required to complete NMD, directly supporting the helicase/ATPase effector core function.	genes/human/UPF1/UPF1-ai-review.yaml
human	UPF1	Q92900	PMID:26138914	Human Upf1 is a highly processive RNA helicase and translocase with RNP remodelling activities.	HIGH	VERIFIED		Cached PMID_26138914 title matches; characterizes human UPF1 as a processive RNA helicase/translocase with RNP-remodeling activity, supporting GO:0003724.	genes/human/UPF1/UPF1-ai-review.yaml
human	UPF2	Q9HAU5	PMID:11163187	Human Upf proteins target an mRNA for nonsense-mediated decay when bound downstream of a termination codon.	HIGH	VERIFIED		Cached PMID_11163187 title matches; foundational demonstration that human UPF proteins (including UPF2) target mRNAs for NMD when positioned downstream of a termination codon, supporting the NMD core role.	genes/human/UPF2/UPF2-ai-review.yaml
human	UPF2	Q9HAU5	PMID:17469741	Results of the determination of serum markers in patients with malignant melanoma.	NONE	WRONG_IDENTIFIER		Cited as a UPF2 protein binding (IPI) source but the resolved title is a melanoma serum-marker study unrelated to UPF2; appears to be an incorrect identifier in the GOA/IntAct record.	genes/human/UPF2/UPF2-ai-review.yaml
human	UPF2	Q9HAU5	PMID:18066079	NMD factors UPF2 and UPF3 bridge UPF1 to the exon junction complex and stimulate its RNA helicase activity.	HIGH	VERIFIED		Cached PMID_18066079 title matches; directly establishes both UPF2 core functions - bridging UPF1 to the EJC and stimulating UPF1's RNA helicase activity (supports GO:0000184 NMD role).	genes/human/UPF2/UPF2-ai-review.yaml
human	UPF2	Q9HAU5	PMID:19556969	Unusual bipartite mode of interaction between the nonsense-mediated decay factors, UPF1 and UPF2.	HIGH	VERIFIED		Cached PMID_19556969 title matches; characterizes the UPF1-UPF2 interaction mode underpinning UPF2's UPF1-activating/bridging function.	genes/human/UPF2/UPF2-ai-review.yaml
human	UPF3A	Q9H1J1	PMID:11163187	Human Upf proteins target an mRNA for nonsense-mediated decay when bound downstream of a termination codon.	HIGH	VERIFIED		Cached publication title matches the YAML title; the paper establishes UPF3A as an EJC-associated mRNA-binding NMD factor that bridges the EJC to the UPF1/UPF2 machinery. Anchored to UPF3A GOA IDA annotations for this PMID (GO:0003729 mRNA binding; GO:0005515 binding).	genes/human/UPF3A/UPF3A-ai-review.yaml
human	UPF3A	Q9H1J1	PMID:16601204	Functions of hUpf3a and hUpf3b in nonsense-mediated mRNA decay and translation.	HIGH	VERIFIED		Cached publication title matches the YAML title; directly characterizes UPF3A as an EJC component largely inactive in canonical NMD (vs UPF3B). Anchored to UPF3A GOA IDA annotations for this PMID (GO:0035145 exon-exon junction complex; GO:0000184 NMD).	genes/human/UPF3A/UPF3A-ai-review.yaml
human	UPF3A	Q9H1J1	PMID:27040500	The Antagonistic Gene Paralogs Upf3a and Upf3b Govern Nonsense-Mediated RNA Decay.	HIGH	VERIFIED		Publication not cached, but verified against the GOA evidence for this PMID on UPF3A — an IMP annotation to GO:0140311 (protein sequestering activity) plus IPI to GO:2000623 — which directly supports the UPF3A-as-NMD-antagonist/UPF2-sequestering core function. Title and GOA-backed function are consistent.	genes/human/UPF3A/UPF3A-ai-review.yaml
human	UPF3A	Q9H1J1	PMID:35640974	Structures of nonsense-mediated mRNA decay factors UPF3B and UPF3A in complex with UPF2 reveal molecular basis for competitive binding and for neurodevelopmental disorder-causing mutation.	HIGH	VERIFIED		Cached publication title matches the YAML title; provides the structural basis for competitive UPF3A/UPF3B binding to UPF2 (MIF4G-III), supporting the UPF2-competition/self-stabilization aspect of UPF3A function. Anchored to UPF3A GOA annotation for this PMID (GO:0170010 NMD complex).	genes/human/UPF3A/UPF3A-ai-review.yaml
human	UPF3B	Q9BZI7	PMID:11163187	Human Upf proteins target an mRNA for nonsense-mediated decay when bound downstream of a termination codon.	HIGH	VERIFIED		Founding study of human UPF3B in NMD.	genes/human/UPF3B/UPF3B-ai-review.yaml
human	UPF3B	Q9BZI7	PMID:16601204	Functions of hUpf3a and hUpf3b in nonsense-mediated mRNA decay and translation.	HIGH	VERIFIED		Establishes UPF3B NMD and translation activities.	genes/human/UPF3B/UPF3B-ai-review.yaml
human	UPF3B	Q9BZI7	PMID:18066079	NMD factors UPF2 and UPF3 bridge UPF1 to the exon junction complex and stimulate its RNA helicase activity.	HIGH	VERIFIED		Establishes the UPF3 adaptor/bridging role and UPF1 stimulation.	genes/human/UPF3B/UPF3B-ai-review.yaml
human	UPP1	Q16831	PMID:19291308	Implications of the structure of human uridine phosphorylase 1 on the development of novel inhibitors for improving the therapeutic window of fluoropyrimidine chemotherapy.	HIGH	VERIFIED		PMC full text available; directly establishes the homodimer (identical protein binding) and the enzyme's role in pyrimidine salvage and fluoropyrimidine activation.	genes/human/UPP1/UPP1-ai-review.yaml
human	UPP1	Q16831	PMID:20856879	Active site conformational dynamics in human uridine phosphorylase 1.	HIGH	VERIFIED		PMC full text available; independently supports the homodimer and details active-site conformational dynamics relevant to catalysis.	genes/human/UPP1/UPP1-ai-review.yaml
human	UPP1	Q16831	PMID:7488099	Cloning and expression of human uridine phosphorylase.	HIGH	VERIFIED		Abstract-only in cache (full_text_available: false); title/abstract match the gene and support the IDA catalytic-activity and uridine catabolic annotations curated by UniProt from the full text.	genes/human/UPP1/UPP1-ai-review.yaml
human	UPP2	O95045	PMID:11278417	Uridine phosphorylase association with vimentin. Intracellular distribution and localization.	LOW	MISCITED		Studies UPP1 (the first-identified human uridine phosphorylase) and its vimentin association; published in 2001, two years before UPP2 was cloned (Johansson 2003). GOA annotations attributing type III intermediate filament localization (and the NAS cytosol / uridine metabolic process terms) to UPP2 from this paper are very likely a paralog mis-attribution. The general cytosolic-pool statement is nonetheless consistent with UPP2.	genes/human/UPP2/UPP2-ai-review.yaml
human	UPP2	O95045	PMID:12849978	Identification of a novel human uridine phosphorylase.	HIGH	VERIFIED		Primary paper identifying and enzymatically characterizing human UPP2; source of the catalytic activity, broad substrate specificity, and kidney tissue specificity. Abstract-only in cache (full_text_available: false) but the abstract supports the core function annotations.	genes/human/UPP2/UPP2-ai-review.yaml
human	UPP2	O95045	PMID:21855639	A novel structural mechanism for redox regulation of uridine phosphorylase 2 activity.	HIGH	VERIFIED		Structural and enzymatic characterization of hUPP2; confirms uridine phosphorylase activity, the homodimer, and the UPP2-specific redox switch. Full text available.	genes/human/UPP2/UPP2-ai-review.yaml
human	UPP2	O95045	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		High-throughput interactome (HI-II-14 / IntAct) supporting the UPP2 IPI protein-binding annotations (SIAH1 partner and homodimer). UPP2 appears only in supplementary interaction data, not in the cached body text.	genes/human/UPP2/UPP2-ai-review.yaml
human	UPP2	O95045	PMID:29892012	An interactome perturbation framework prioritizes damaging missense mutations for developmental disorders.	LOW	VERIFIED		Interactome-perturbation dataset contributing an identical protein binding (homodimer) IPI for UPP2. UPP2 is in supplementary interaction data only.	genes/human/UPP2/UPP2-ai-review.yaml
human	UPP2	O95045	PMID:31515488	Extensive disruption of protein interactions by genetic variants across the allele frequency spectrum in human populations.	LOW	VERIFIED		Large-scale variant/interaction dataset contributing an identical protein binding (homodimer) IPI for UPP2. UPP2 is in supplementary interaction data only.	genes/human/UPP2/UPP2-ai-review.yaml
