rule_id,rule_type,go_id,go_label,condition_set_count
UR001455763,unirule,GO:0003941,L-serine ammonia-lyase activity,1
UR001455763,unirule,GO:0006094,gluconeogenesis,1
UR001455763,unirule,GO:0046872,metal ion binding,1
UR001455763,unirule,GO:0051539,"4 iron, 4 sulfur cluster binding",1
UR001455766,unirule,GO:0005525,GTP binding,1
UR001455778,unirule,GO:0005524,ATP binding,1
UR001455778,unirule,GO:0019781,NEDD8 activating enzyme activity,1
UR001455778,unirule,GO:0032446,protein modification by small protein conjugation,1
UR001455778,unirule,GO:0045116,protein neddylation,1
UR001455788,unirule,GO:0005509,calcium ion binding,2
UR001455788,unirule,GO:0030672,synaptic vesicle membrane,2
UR001455793,unirule,GO:0000938,GARP complex,1
UR001455793,unirule,GO:0006869,lipid transport,1
UR001455793,unirule,GO:0007030,Golgi organization,1
UR001455793,unirule,GO:0015031,protein transport,1
UR001455793,unirule,GO:0042147,"retrograde transport, endosome to Golgi",1
UR001455795,unirule,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",1
UR001455795,unirule,GO:0042773,ATP synthesis coupled electron transport,1
UR001455800,unirule,GO:0004129,cytochrome-c oxidase activity,1
UR001455800,unirule,GO:0019646,aerobic electron transport chain,1
UR001455800,unirule,GO:0042773,ATP synthesis coupled electron transport,1
UR001467037,unirule,GO:0015977,carbon fixation,1
UR001467037,unirule,GO:0031470,carboxysome,1
UR001467037,unirule,GO:0043886,structural constituent of carboxysome shell,1
UR001467038,unirule,GO:0005737,cytoplasm,1
UR001467038,unirule,GO:0015977,carbon fixation,1
UR001467038,unirule,GO:0031470,carboxysome,1
UR001467038,unirule,GO:0110102,ribulose bisphosphate carboxylase complex assembly,1
UR001467039,unirule,GO:0005737,cytoplasm,1
UR001467039,unirule,GO:0015977,carbon fixation,1
UR001467039,unirule,GO:0110102,ribulose bisphosphate carboxylase complex assembly,1
UR001472628,unirule,GO:0005737,cytoplasm,1
UR001477941,unirule,GO:0005634,nucleus,1
UR001477941,unirule,GO:0006357,regulation of transcription by RNA polymerase II,1
UR001477941,unirule,GO:0045893,positive regulation of DNA-templated transcription,1
UR001477944,unirule,GO:1990904,ribonucleoprotein complex,1
UR001478752,unirule,GO:0004129,cytochrome-c oxidase activity,1
UR001478752,unirule,GO:0005507,copper ion binding,1
UR001478752,unirule,GO:0005886,plasma membrane,1
UR001478752,unirule,GO:0009060,aerobic respiration,1
UR001478752,unirule,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",1
UR001478752,unirule,GO:0020037,heme binding,1
UR001478752,unirule,GO:0098803,respiratory chain complex,1
UR001478754,unirule,GO:0003676,nucleic acid binding,1
UR001478754,unirule,GO:0004483,methyltransferase cap1 activity,1
UR001478754,unirule,GO:0005634,nucleus,1
UR001478754,unirule,GO:0006370,7-methylguanosine mRNA capping,1
UR001478754,unirule,GO:0016556,mRNA modification,1
UR001478759,unirule,GO:0016117,carotenoid biosynthetic process,1
UR001478759,unirule,GO:0016166,phytoene dehydrogenase activity,1
UR001478763,unirule,GO:0001405,"PAM complex, Tim23 associated import motor",1
UR001478763,unirule,GO:0005743,mitochondrial inner membrane,1
UR001478763,unirule,GO:0030150,protein import into mitochondrial matrix,1
UR001478765,unirule,GO:0005634,nucleus,1
UR001478765,unirule,GO:0005737,cytoplasm,1
UR001478765,unirule,GO:0015031,protein transport,1
UR001478765,unirule,GO:0031144,proteasome localization,1
UR001478765,unirule,GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system,1
UR001478768,unirule,GO:0000398,"mRNA splicing, via spliceosome",1
UR001478768,unirule,GO:0003723,RNA binding,1
UR001478768,unirule,GO:0045292,"mRNA cis splicing, via spliceosome",1
UR001478771,unirule,GO:0015078,proton transmembrane transporter activity,1
UR001478771,unirule,GO:0015986,proton motive force-driven ATP synthesis,1
UR001478771,unirule,GO:0045263,"obsolete proton-transporting ATP synthase complex, coupling factor F(o)",1
UR001478774,unirule,GO:0004410,homocitrate synthase activity,1
UR001478774,unirule,GO:0009399,nitrogen fixation,1
UR001478774,unirule,GO:0019752,carboxylic acid metabolic process,1
UR001478776,unirule,GO:0005743,mitochondrial inner membrane,1
UR001478778,unirule,GO:0005743,mitochondrial inner membrane,1
UR001478778,unirule,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,1
UR001478778,unirule,GO:0030150,protein import into mitochondrial matrix,1
UR001478782,unirule,GO:0000398,"mRNA splicing, via spliceosome",1
UR001478782,unirule,GO:0005634,nucleus,1
UR001478782,unirule,GO:0006397,mRNA processing,1
UR001478782,unirule,GO:0008380,RNA splicing,1
UR001478783,unirule,GO:0000776,kinetochore,1
UR001478783,unirule,GO:0005634,nucleus,1
UR001478783,unirule,GO:0051301,cell division,1
UR001478784,unirule,GO:0005634,nucleus,1
UR001478784,unirule,GO:0007049,cell cycle,1
UR001478784,unirule,GO:0051301,cell division,1
UR001478785,unirule,GO:0005886,plasma membrane,1
UR001478785,unirule,GO:0015173,aromatic amino acid transmembrane transporter activity,1
UR001478787,unirule,GO:0000287,magnesium ion binding,1
UR001478787,unirule,GO:0005986,sucrose biosynthetic process,1
UR001478787,unirule,GO:0050307,sucrose-phosphate phosphatase activity,1
UR001478788,unirule,GO:0005986,sucrose biosynthetic process,1
UR001478788,unirule,GO:0046524,sucrose-phosphate synthase activity,1
UR001478793,unirule,GO:0005743,mitochondrial inner membrane,1
UR001478793,unirule,GO:0016020,membrane,1
UR001478795,unirule,GO:0030151,molybdenum ion binding,1
UR001478795,unirule,GO:0043546,molybdopterin cofactor binding,1
UR001478795,unirule,GO:0050626,trimethylamine-N-oxide reductase (cytochrome c) activity,1
UR001478797,unirule,GO:0005737,cytoplasm,1
UR001478797,unirule,GO:0016300,tRNA (uridine) methyltransferase activity,1
UR001478797,unirule,GO:0030488,tRNA methylation,1
UR001478798,unirule,GO:0005634,nucleus,1
UR001478798,unirule,GO:0006281,DNA repair,1
UR001478798,unirule,GO:0030915,Smc5-Smc6 complex,1
UR001478798,unirule,GO:0046872,metal ion binding,1
UR001478803,unirule,GO:0004865,protein serine/threonine phosphatase inhibitor activity,1
UR001478803,unirule,GO:0005634,nucleus,1
UR001478804,unirule,GO:0003723,RNA binding,1
UR001478804,unirule,GO:0005634,nucleus,1
UR001478810,unirule,GO:0000811,GINS complex,1
UR001478810,unirule,GO:0005634,nucleus,1
UR001478810,unirule,GO:0006260,DNA replication,1
UR001478813,unirule,GO:0003700,DNA-binding transcription factor activity,1
UR001478813,unirule,GO:0005634,nucleus,1
UR001478813,unirule,GO:0006355,regulation of DNA-templated transcription,1
UR001478814,unirule,GO:0005634,nucleus,1
UR001478814,unirule,GO:0005737,cytoplasm,1
UR001478814,unirule,GO:0006302,double-strand break repair,1
UR001478814,unirule,GO:0006325,chromatin organization,1
UR001478814,unirule,GO:0006915,apoptotic process,1
UR001478814,unirule,GO:0007049,cell cycle,1
UR001478814,unirule,GO:0007095,mitotic G2 DNA damage checkpoint signaling,1
UR001478814,unirule,GO:0010212,response to ionizing radiation,1
UR001478814,unirule,GO:0031593,polyubiquitin modification-dependent protein binding,1
UR001478814,unirule,GO:0045739,positive regulation of DNA repair,1
UR001478814,unirule,GO:0051301,cell division,1
UR001478814,unirule,GO:0070531,BRCA1-A complex,1
UR001478814,unirule,GO:0070552,BRISC complex,1
UR001478815,unirule,GO:0016410,N-acyltransferase activity,1
UR001478816,unirule,GO:0005576,extracellular region,1
UR001478816,unirule,GO:0045493,xylan catabolic process,1
UR001478818,unirule,GO:0004064,arylesterase activity,1
UR001480751,unirule,GO:0004672,protein kinase activity,1
UR001480751,unirule,GO:0005524,ATP binding,1
UR001480752,unirule,GO:0003723,RNA binding,1
UR001480752,unirule,GO:0004519,endonuclease activity,1
UR001480752,unirule,GO:0043571,maintenance of CRISPR repeat elements,1
UR001480752,unirule,GO:0051607,defense response to virus,1
UR001480757,unirule,GO:0005509,calcium ion binding,1
UR001480757,unirule,GO:0005615,extracellular space,1
UR001480757,unirule,GO:0007165,signal transduction,1
UR001480764,unirule,GO:0005345,purine nucleobase transmembrane transporter activity,1
UR001480764,unirule,GO:0006863,purine nucleobase transport,1
UR001480764,unirule,GO:0015211,purine nucleoside transmembrane transporter activity,1
UR001480764,unirule,GO:0016020,membrane,1
UR001492139,unirule,GO:0005886,plasma membrane,1
UR001492141,unirule,GO:0015977,carbon fixation,1
UR001492141,unirule,GO:0031470,carboxysome,1
UR001492141,unirule,GO:0043886,structural constituent of carboxysome shell,1
UR001500295,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001500295,unirule,GO:0140042,lipid droplet formation,1
UR001500302,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001500302,unirule,GO:0140042,lipid droplet formation,1
UR001500308,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001500308,unirule,GO:0140042,lipid droplet formation,1
UR001500312,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001500312,unirule,GO:0140042,lipid droplet formation,1
UR001503062,unirule,GO:0030274,LIM domain binding,1
UR001503341,unirule,GO:0000166,nucleotide binding,1
UR001503341,unirule,GO:0005524,ATP binding,1
UR001503762,unirule,GO:0005125,cytokine activity,1
UR001503762,unirule,GO:0005615,extracellular space,1
UR001503764,unirule,GO:0005524,ATP binding,1
UR001503764,unirule,GO:0005886,plasma membrane,1
UR001503764,unirule,GO:1905887,autoinducer AI-2 transmembrane transport,1
UR001503765,unirule,GO:0000444,MIS12/MIND type complex,1
UR001503765,unirule,GO:0007059,chromosome segregation,1
UR001503765,unirule,GO:0051301,cell division,1
UR001503766,unirule,GO:0005886,plasma membrane,1
UR001503775,unirule,GO:0015066,alpha-amylase inhibitor activity,1
UR001504777,unirule,GO:0006751,glutathione catabolic process,1
UR001504777,unirule,GO:0036374,glutathione hydrolase activity,1
UR001504781,unirule,GO:0003700,DNA-binding transcription factor activity,1
UR001504781,unirule,GO:0003707,nuclear steroid receptor activity,1
UR001504781,unirule,GO:0005496,steroid binding,1
UR001504781,unirule,GO:0005634,nucleus,1
UR001504781,unirule,GO:0005737,cytoplasm,1
UR001504781,unirule,GO:0008270,zinc ion binding,1
UR001504781,unirule,GO:0043565,sequence-specific DNA binding,1
UR001504782,unirule,GO:0001596,angiotensin type I receptor activity,1
UR001504782,unirule,GO:0004945,angiotensin type II receptor activity,1
UR001504782,unirule,GO:0005886,plasma membrane,1
UR001504782,unirule,GO:0019229,regulation of vasoconstriction,1
UR001504794,unirule,GO:0006751,glutathione catabolic process,1
UR001504794,unirule,GO:0036374,glutathione hydrolase activity,1
UR001516319,unirule,GO:0015977,carbon fixation,2
UR001516319,unirule,GO:0016984,ribulose-bisphosphate carboxylase activity,2
UR001516319,unirule,GO:0019253,reductive pentose-phosphate cycle,2
UR001516327,unirule,GO:0009507,chloroplast,1
UR001516327,unirule,GO:0015977,carbon fixation,1
UR001516327,unirule,GO:0016984,ribulose-bisphosphate carboxylase activity,1
UR001516327,unirule,GO:0019253,reductive pentose-phosphate cycle,1
UR001525149,unirule,GO:0003796,lysozyme activity,1
UR001525149,unirule,GO:0009253,peptidoglycan catabolic process,1
UR001525149,unirule,GO:0098003,viral tail assembly,1
UR001525149,unirule,GO:0098015,virus tail,1
UR001525149,unirule,GO:0098025,"virus tail, baseplate",1
UR001525149,unirule,GO:0098932,symbiont entry into host cell via disruption of host cell wall peptidoglycan,1
UR001525158,unirule,GO:0003697,single-stranded DNA binding,1
UR001525158,unirule,GO:0006281,DNA repair,1
UR001525158,unirule,GO:0006310,DNA recombination,1
UR001525158,unirule,GO:0039686,bidirectional double-stranded viral DNA replication,1
UR001525158,unirule,GO:0039693,viral DNA genome replication,1
UR001525166,unirule,GO:0003697,single-stranded DNA binding,1
UR001525166,unirule,GO:0006281,DNA repair,1
UR001525166,unirule,GO:0006310,DNA recombination,1
UR001525166,unirule,GO:0039693,viral DNA genome replication,1
UR001527284,unirule,GO:0000166,nucleotide binding,1
UR001527284,unirule,GO:0003723,RNA binding,1
UR001527284,unirule,GO:0039694,viral RNA genome replication,1
UR001527293,unirule,GO:0008168,methyltransferase activity,1
UR001527293,unirule,GO:0032259,methylation,1
UR001527751,unirule,GO:0004938,alpha2-adrenergic receptor activity,1
UR001527751,unirule,GO:0016020,membrane,1
UR001527753,unirule,GO:0004941,beta2-adrenergic receptor activity,1
UR001527753,unirule,GO:0005769,early endosome,1
UR001527753,unirule,GO:0005794,Golgi apparatus,1
UR001527753,unirule,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,1
UR001527753,unirule,GO:0016020,membrane,1
UR001527754,unirule,GO:0005730,nucleolus,1
UR001527754,unirule,GO:0006364,rRNA processing,1
UR001527761,unirule,GO:0005886,plasma membrane,1
UR001527761,unirule,GO:0015075,monoatomic ion transmembrane transporter activity,1
UR001527761,unirule,GO:0015297,antiporter activity,1
UR001527761,unirule,GO:0016020,membrane,1
UR001527763,unirule,GO:0004725,protein tyrosine phosphatase activity,1
UR001527763,unirule,GO:0051301,cell division,1
UR001527767,unirule,GO:0004993,G protein-coupled serotonin receptor activity,1
UR001527767,unirule,GO:0005886,plasma membrane,1
UR001527767,unirule,GO:0005901,caveola,1
UR001527767,unirule,GO:0030424,axon,1
UR001527767,unirule,GO:0030425,dendrite,1
UR001527767,unirule,GO:0031410,cytoplasmic vesicle,1
UR001527769,unirule,GO:0005220,"inositol 1,4,5-trisphosphate-gated calcium channel activity",1
UR001527769,unirule,GO:0005783,endoplasmic reticulum,1
UR001527769,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001527769,unirule,GO:0006816,calcium ion transport,1
UR001527769,unirule,GO:0016020,membrane,1
UR001527769,unirule,GO:0051209,release of sequestered calcium ion into cytosol,1
UR001527769,unirule,GO:0070679,"inositol 1,4,5 trisphosphate binding",1
UR001527774,unirule,GO:0000160,phosphorelay signal transduction system,1
UR001527774,unirule,GO:0003700,DNA-binding transcription factor activity,1
UR001527774,unirule,GO:0009399,nitrogen fixation,1
UR001527779,unirule,GO:0005886,plasma membrane,1
UR001527779,unirule,GO:0015627,type II protein secretion system complex,1
UR001527779,unirule,GO:0015628,protein secretion by the type II secretion system,1
UR001527780,unirule,GO:0005787,signal peptidase complex,1
UR001527780,unirule,GO:0006465,signal peptide processing,1
UR001527780,unirule,GO:0008233,peptidase activity,1
UR001527781,unirule,GO:0005576,extracellular region,1
UR001527781,unirule,GO:0007275,multicellular organism development,1
UR001527781,unirule,GO:0008083,growth factor activity,1
UR001527781,unirule,GO:0008283,cell population proliferation,1
UR001527781,unirule,GO:0030154,cell differentiation,1
UR001527782,unirule,GO:0000439,transcription factor TFIIH core complex,1
UR001527782,unirule,GO:0006367,transcription initiation at RNA polymerase II promoter,1
UR001527783,unirule,GO:0005886,plasma membrane,1
UR001527783,unirule,GO:0032217,riboflavin transmembrane transporter activity,1
UR001527783,unirule,GO:0032218,riboflavin transport,1
UR001527787,unirule,GO:0016020,membrane,1
UR001527787,unirule,GO:0045271,respiratory chain complex I,1
UR001527788,unirule,GO:0005743,mitochondrial inner membrane,1
UR001527788,unirule,GO:0015078,proton transmembrane transporter activity,1
UR001527788,unirule,GO:0015986,proton motive force-driven ATP synthesis,1
UR001527798,unirule,GO:0000266,mitochondrial fission,1
UR001527798,unirule,GO:0005777,peroxisome,1
UR001527798,unirule,GO:0090141,positive regulation of mitochondrial fission,1
UR001527798,unirule,GO:0090314,positive regulation of protein targeting to membrane,1
UR001527799,unirule,GO:0002028,regulation of sodium ion transport,1
UR001527799,unirule,GO:0005886,plasma membrane,1
UR001527799,unirule,GO:0016020,membrane,1
UR001527800,unirule,GO:0005759,mitochondrial matrix,1
UR001527800,unirule,GO:0034553,mitochondrial respiratory chain complex II assembly,1
UR001528758,unirule,GO:0004674,protein serine/threonine kinase activity,1
UR001528758,unirule,GO:0004707,MAP kinase activity,1
UR001528758,unirule,GO:0005524,ATP binding,1
UR001528758,unirule,GO:0106310,protein serine kinase activity,1
UR001528760,unirule,GO:0005509,calcium ion binding,1
UR001528761,unirule,GO:0005506,iron ion binding,1
UR001528761,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001528761,unirule,GO:0020037,heme binding,1
