suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_4821	false	Q88DK4	Q88DK4_PSEPK	PP_4821	PP_4821	PP_4821	Putative Fis-like DNA-binding protein	unreviewed	1.0	106		GO:0006355; GO:0043565	IPR005412;IPR009057;IPR002197;	PF27465;PF02954;	PTHR47918;PTHR47918:SF1;	ppu:PP_4821;	PPUT160488:G1G01-5158-MONOMER;		WP_003249693.1;	DNA-binding;Reference proteome	ppu:PP_4821	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4834	false	Q88DJ1	Q88DJ1_PSEPK	PP_4834	PP_4834	PP_4834	SPFH domain/Band 7 family protein	unreviewed	1.0	284		GO:0005886; GO:0098552	IPR050710;IPR001107;IPR036013;IPR001972;	PF01145;	PTHR43327;PTHR43327:SF10;	ppu:PP_4834;	PPUT160488:G1G01-5174-MONOMER;		WP_010955442.1;	Reference proteome	ppu:PP_4834	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4849	false	Q88DH6	Q88DH6_PSEPK	PP_4849	PP_4849	PP_4849	DnaK protein	unreviewed	1.0	423		GO:0005524; GO:0016887	IPR043129;IPR018181;IPR013126;IPR042054;	PF00012;	PTHR19375;	ppu:PP_4849;	PPUT160488:G1G01-5189-MONOMER;		WP_010955455.1;	ATP-binding;Nucleotide-binding;Reference proteome	ppu:PP_4849	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4851	false	Q88DH4	Q88DH4_PSEPK	PP_4851	PP_4851	PP_4851	Phosphate starvation-inducible protein, PSIF	unreviewed	1.0	106			IPR011690;	PF07769;		ppu:PP_4851;	PPUT160488:G1G01-5191-MONOMER;			Reference proteome;Signal	ppu:PP_4851	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4860	false	Q88DG5	Q88DG5_PSEPK	PP_4860	PP_4860	PP_4860	Mannose-6-phosphate isomerase	unreviewed	1.0	377		GO:0005975; GO:0016853	IPR008928;IPR012341;IPR010819;	PF07221;	PTHR15108;	ppu:PP_4860;	PPUT160488:G1G01-5200-MONOMER;			Isomerase;Reference proteome	ppu:PP_4860	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4871	false	Q88DF4	Q88DF4_PSEPK	PP_4871	PP_4871	PP_4871	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	unreviewed	2.0	195	3.2.2.n1	GO:0005829; GO:0008714; GO:0009691	IPR005269;IPR031100;	PF03641;	PTHR31223;PTHR31223:SF70;	ppu:PP_4871;	PPUT160488:G1G01-5211-MONOMER;		WP_010955470.1;	Cytokinin biosynthesis;Hydrolase;Reference proteome	ppu:PP_4871	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
hflX	false	Q88DD4	Q88DD4_PSEPK	hflX	PP_4893	hflX PP_4893	GTPase HflX (GTP-binding protein HflX)	unreviewed	3.0	433		GO:0003924; GO:0005525; GO:0005737; GO:0043022; GO:0046872; GO:0097216	IPR035647;IPR030394;IPR006073;IPR032305;IPR016496;IPR025121;IPR042108;IPR027417;	PF16360;PF13167;PF01926;	PTHR10229:SF0;PTHR10229;	ppu:PP_4893;	PPUT160488:G1G01-5235-MONOMER;		WP_003249534.1;	Coiled coil;Cytoplasm;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome	ppu:PP_4893	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
nnrD	false	Q88DC8	Q88DC8_PSEPK	nnrD	PP_4899	nnrD PP_4899	ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase)	unreviewed	3.0	286	4.2.1.136	GO:0005524; GO:0046496; GO:0052855; GO:0052856; GO:0110051	IPR017953;IPR000631;IPR029056;	PF01256;	PTHR12592:SF0;PTHR12592;	ppu:PP_4899;	PPUT160488:G1G01-5241-MONOMER;		WP_003249520.1;	ATP-binding;Lyase;NAD;NADP;Nucleotide-binding;Reference proteome	ppu:PP_4899	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4906	false	Q88DC1	Q88DC1_PSEPK	PP_4906	PP_4906	PP_4906	HDOD domain-containing protein	unreviewed	1.0	511			IPR013976;	PF08668;		ppu:PP_4906;	PPUT160488:G1G01-5248-MONOMER;		WP_010955488.1;	Reference proteome	ppu:PP_4906	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4914	false	Q88DB3	Q88DB3_PSEPK	PP_4914	PP_4914	PP_4914	Phytase-like protein (EC 3.1.3.8)	unreviewed	1.0	341	3.1.3.8	GO:0016158	IPR027372;	PF13449;		ppu:PP_4914;	PPUT160488:G1G01-5256-MONOMER;			Hydrolase;Reference proteome	ppu:PP_4914	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4916	false	Q88DB1	Q88DB1_PSEPK	PP_4916	PP_4916	PP_4916	Esterase	unreviewed	1.0	202			IPR029058;IPR008886;	PF05728;	PTHR35602:SF3;PTHR35602;	ppu:PP_4916;	PPUT160488:G1G01-5258-MONOMER;		WP_003249484.1;	Reference proteome	ppu:PP_4916	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4931	false	Q88D96	Q88D96_PSEPK	PP_4931	PP_4931	PP_4931	FAD dependent oxidoreductase domain-containing protein	unreviewed	1.0	391		GO:0005737; GO:0016491	IPR006076;IPR036188;	PF01266;	PTHR13847:SF289;PTHR13847;	ppu:PP_4931;	PPUT160488:G1G01-5274-MONOMER;		WP_010955510.1;	Oxidoreductase;Reference proteome	ppu:PP_4931	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4932	false	Q88D95	Q88D95_PSEPK	PP_4932	PP_4932	PP_4932	D-arabinose 1-dehydrogenase (EC 1.1.1.116)	unreviewed	1.0	270	1.1.1.116	GO:0047816	IPR053135;IPR036812;IPR023210;	PF00248;	PTHR43312;PTHR43312:SF1;	ppu:PP_4932;	PPUT160488:G1G01-5275-MONOMER;		WP_010955511.1;	Oxidoreductase;Reference proteome	ppu:PP_4932	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4937	false	Q88D90	Q88D90_PSEPK	PP_4937	PP_4937	PP_4937	Toluene tolerance protein	unreviewed	1.0	201			IPR011009;			ppu:PP_4937;	PPUT160488:G1G01-5280-MONOMER;		WP_003249444.1;	Reference proteome	ppu:PP_4937	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4938	false	Q88D89	Q88D89_PSEPK	PP_4938	PP_4938	PP_4938	Glycosyl transferase	unreviewed	1.0	379		GO:0016757; GO:1901135	IPR001296;	PF00534;	PTHR12526;PTHR12526:SF637;	ppu:PP_4938;	PPUT160488:G1G01-5281-MONOMER;			Reference proteome;Transferase	ppu:PP_4938	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4940	false	Q88D87	Q88D87_PSEPK	PP_4940	PP_4940	PP_4940	Glycosyltransferase	unreviewed	1.0	318			IPR055259;	PF13524;		ppu:PP_4940;	PPUT160488:G1G01-5283-MONOMER;		WP_003249439.1;	Reference proteome	ppu:PP_4940	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4942	false	Q88D85	Q88D85_PSEPK	PP_4942	PP_4942	PP_4942	GNAT family N-acetyltransferase	unreviewed	1.0	298			IPR016181;IPR009977;	PF07395;		ppu:PP_4942;	PPUT160488:G1G01-5285-MONOMER;		WP_010955519.1;	Reference proteome	ppu:PP_4942	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4943	false	Q88D84	Q88D84_PSEPK	PP_4943	PP_4943	PP_4943	Glycosyl transferase	unreviewed	1.0	376		GO:0016757; GO:1901135	IPR001296;IPR028098;	PF13439;PF00534;	PTHR12526;PTHR12526:SF637;	ppu:PP_4943;	PPUT160488:G1G01-5286-MONOMER;		WP_010955520.1;	Reference proteome;Transferase	ppu:PP_4943	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4944	false	Q88D83	Q88D83_PSEPK	PP_4944	PP_4944	PP_4944	Carbamoyltransferase	unreviewed	1.0	585		GO:0003824	IPR043129;IPR031730;IPR038152;IPR003696;IPR051338;	PF16861;PF02543;	PTHR34847;PTHR34847:SF1;	ppu:PP_4944;	PPUT160488:G1G01-5287-MONOMER;		WP_003249431.1;	Reference proteome	ppu:PP_4944	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4948	false	Q88D79	Q88D79_PSEPK	PP_4948	PP_4948	PP_4948	Acyl-CoA dehydrogenase family protein	unreviewed	1.0	600		GO:0016627; GO:0050660	IPR025878;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052166;	PF00441;PF12806;PF02770;PF02771;	PTHR42803;PTHR42803:SF3;	ppu:PP_4948;	PPUT160488:G1G01-5292-MONOMER;		WP_010955524.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_4948	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4950	false	Q88D77	Q88D77_PSEPK	PP_4950	PP_4950	PP_4950	Metalloprotease TldD/E C-terminal domain-containing protein	unreviewed	1.0	439		GO:0006508; GO:0008237	IPR045569;IPR036059;	PF19289;	PTHR43666:SF1;PTHR43666;	ppu:PP_4950;	PPUT160488:G1G01-5294-MONOMER;		WP_010955526.1;	Reference proteome	ppu:PP_4950	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
yhiN	false	Q88D74	Q88D74_PSEPK	yhiN	PP_4953	yhiN PP_4953	Oxidoreductase with FAD/NAD(P)-binding domain (EC 1.-.-.-)	unreviewed	1.0	393	1.-.-.-	GO:0016491	IPR004792;IPR023166;IPR036188;IPR055178;IPR057661;	PF03486;PF22780;	PTHR42887;PTHR42887:SF2;	ppu:PP_4953;	PPUT160488:G1G01-5297-MONOMER;		WP_010955528.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_4953	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4955	false	Q88D72	Q88D72_PSEPK	PP_4955	PP_4955	PP_4955	Solute-binding protein family 3/N-terminal domain-containing protein	unreviewed	1.0	245			IPR001638;	PF00497;	PTHR35936:SF25;PTHR35936;	ppu:PP_4955;	PPUT160488:G1G01-5299-MONOMER;		WP_010955530.1;	Reference proteome;Signal	ppu:PP_4955	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
elaA	false	Q88D71	Q88D71_PSEPK	elaA	PP_4956	elaA PP_4956	Acyltransferase	unreviewed	1.0	150		GO:0016747	IPR016181;IPR000182;	PF13673;		ppu:PP_4956;	PPUT160488:G1G01-5300-MONOMER;		WP_010955531.1;	Acyltransferase;Reference proteome;Transferase	ppu:PP_4956	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4957	false	Q88D70	Q88D70_PSEPK	PP_4957	PP_4957	PP_4957	Helix-turn-helix domain-containing protein	unreviewed	1.0	98			IPR017162;IPR036388;	PF09904;		ppu:PP_4957;	PPUT160488:G1G01-5301-MONOMER;		WP_010955532.1;	Reference proteome	ppu:PP_4957	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4959	false	Q88D68	Q88D68_PSEPK	PP_4959	PP_4959	PP_4959	Diguanylate cyclase	unreviewed	1.0	708		GO:0000160; GO:0003824; GO:0005886; GO:0006355	IPR052155;IPR011006;IPR001633;IPR035919;IPR000160;IPR029787;IPR000014;IPR035965;IPR013767;IPR043128;IPR001789;	PF00563;PF00990;PF00989;PF00072;	PTHR44757:SF2;PTHR44757;	ppu:PP_4959;	PPUT160488:G1G01-5303-MONOMER;		WP_010955534.1;	Phosphoprotein;Reference proteome	ppu:PP_4959	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4975	false	Q88D52	Q88D52_PSEPK	PP_4975	PP_4975	PP_4975	Long-chain acyl-CoA thioester hydrolase family protein	unreviewed	1.0	133		GO:0005829; GO:0006637; GO:0009062; GO:0052816	IPR040170;IPR033120;IPR029069;IPR006683;	PF03061;	PTHR11049;PTHR11049:SF31;	ppu:PP_4975;	PPUT160488:G1G01-5319-MONOMER;		WP_003249362.1;	Hydrolase;Reference proteome	ppu:PP_4975	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4979	false	Q88D49	Q88D49_PSEPK	PP_4979	PP_4979	PP_4979	Periplasmic binding protein	unreviewed	1.0	262			IPR001638;	PF00497;	PTHR35936:SF25;PTHR35936;	ppu:PP_4979;	PPUT160488:G1G01-5324-MONOMER;		WP_010955549.1;	Reference proteome;Signal	ppu:PP_4979	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5002	false	Q88D26	Q88D26_PSEPK	PP_5002	PP_5002	PP_5002	Gamma-butyrobetaine hydroxylase-like N-terminal domain-containing protein	unreviewed	1.0	125		GO:0046872	IPR010376;IPR038492;	PF06155;	PTHR35303;PTHR35303:SF5;	ppu:PP_5002;	PPUT160488:G1G01-5347-MONOMER;		WP_010955565.1;	Iron;Metal-binding;Reference proteome	ppu:PP_5002	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
phaB	false	Q88D24	Q88D24_PSEPK	phaB	PP_5004	phaB PP_5004	Poly(3-hydroxyalkanoate) depolymerase (EC 3.1.1.-)	unreviewed	1.0	283	3.1.1.-	GO:0004806; GO:0046503	IPR050471;IPR000073;IPR029058;IPR011942;	PF00561;	PTHR43433:SF5;PTHR43433;	ppu:PP_5004;	PPUT160488:G1G01-5349-MONOMER;		WP_010955567.1;	Hydrolase;Reference proteome	ppu:PP_5004	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_5007	false	Q88D21	Q88D21_PSEPK	PP_5007	PP_5007	PP_5007	Polyhydroxyalkanoate granule-associated protein GA2	unreviewed	1.0	261			IPR008769;	PF05597;	PTHR38664;PTHR38664:SF1;	ppu:PP_5007;	PPUT160488:G1G01-5352-MONOMER;		WP_010955570.1;	Reference proteome	ppu:PP_5007	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5008	false	Q88D20	Q88D20_PSEPK	PP_5008	PP_5008	PP_5008	Poly granule-associated protein	unreviewed	1.0	139			IPR008769;	PF05597;	PTHR38664;PTHR38664:SF1;	ppu:PP_5008;	PPUT160488:G1G01-5353-MONOMER;		WP_010955571.1;	Reference proteome	ppu:PP_5008	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5010	false	Q88D18	Q88D18_PSEPK	PP_5010	PP_5010	PP_5010	Polyhydroxyalkanoic acid system protein	unreviewed	1.0	111			IPR013433;	PF09650;		ppu:PP_5010;	PPUT160488:G1G01-5355-MONOMER;			Reference proteome	ppu:PP_5010	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
hutC	false	Q88CZ4	Q88CZ4_PSEPK	hutC	PP_5035	hutC PP_5035	Histidine utilization repressor	unreviewed	2.0	248		GO:0003677; GO:0003700; GO:0006351; GO:0006547; GO:0045892	IPR050679;IPR028978;IPR010248;IPR000524;IPR011663;IPR036388;IPR036390;	PF00392;PF07702;	PTHR44846;PTHR44846:SF16;	ppu:PP_5035;	PPUT160488:G1G01-5380-MONOMER;			DNA-binding;Histidine metabolism;Reference proteome;Repressor;Transcription;Transcription regulation	ppu:PP_5035	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5042	false	Q88CY7	Q88CY7_PSEPK	PP_5042	PP_5042	PP_5042	Fe-S-oxidoreductase	unreviewed	1.0	140			IPR005358;	PF03692;	PTHR35866;PTHR35866:SF1;	ppu:PP_5042;	PPUT160488:G1G01-5387-MONOMER;			Reference proteome	ppu:PP_5042	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5043	false	Q88CY6	Q88CY6_PSEPK	PP_5043	PP_5043	PP_5043	PhoPQ-activated pathogenicity-related protein	unreviewed	1.0	473			IPR029058;IPR009199;	PF10142;	PTHR31497;PTHR31497:SF0;	ppu:PP_5043;	PPUT160488:G1G01-5388-MONOMER;		WP_049587496.1;	Reference proteome;Signal	ppu:PP_5043	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5059	false	Q88CX1	Q88CX1_PSEPK	PP_5059	PP_5059	PP_5059	Divergent polysaccharide deacetylase family protein	unreviewed	1.0	255		GO:0005975	IPR006837;IPR011330;	PF04748;	PTHR30105:SF2;PTHR30105;	ppu:PP_5059;	PPUT160488:G1G01-5403-MONOMER;		WP_003249191.1;	Reference proteome;Signal	ppu:PP_5059	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5060	false	Q88CX0	Q88CX0_PSEPK	PP_5060	PP_5060	PP_5060	Dermonecrotic toxin N-terminal domain-containing protein	unreviewed	1.0	1571			IPR046673;	PF20178;		ppu:PP_5060;	PPUT160488:G1G01-5404-MONOMER;			Coiled coil;Reference proteome	ppu:PP_5060	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
ydiU	false	Q88CW2	SELO_PSEPK	ydiU	PP_5068	ydiU selO PP_5068	Protein nucleotidyltransferase YdiU (EC 2.7.7.-) (Protein adenylyltransferase YdiU) (EC 2.7.7.108) (Protein uridylyltransferase YdiU) (EC 2.7.7.-)	reviewed	4.0	486	2.7.7.-; 2.7.7.108	GO:0000287; GO:0005524; GO:0030145; GO:0070733	IPR003846;	PF02696;	PTHR32057;PTHR32057:SF14;	ppu:PP_5068;	PPUT160488:G1G01-5412-MONOMER;		WP_049588303.1;	ATP-binding;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	ppu:PP_5068	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_5077	false	Q88CV3	Q88CV3_PSEPK	PP_5077	PP_5077	PP_5077	SPOR domain-containing protein	unreviewed	1.0	529		GO:0016887; GO:0042834	IPR049945;IPR052026;IPR027417;IPR007730;IPR036680;	PF13401;PF05036;	PTHR35894;PTHR35894:SF7;	ppu:PP_5077;	PPUT160488:G1G01-5421-MONOMER;		WP_010955623.1;	Reference proteome	ppu:PP_5077	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
pilT	false	Q88CT7	Q88CT7_PSEPK	pilT	PP_5093	pilT PP_5093	Twitching motility protein	unreviewed	1.0	336		GO:0005524; GO:0016887	IPR003593;IPR027417;IPR006321;IPR001482;IPR050921;	PF00437;	PTHR30486;PTHR30486:SF6;	ppu:PP_5093;	PPUT160488:G1G01-5437-MONOMER;			Reference proteome	ppu:PP_5093	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_5094	false	Q88CT6	Q88CT6_PSEPK	PP_5094	PP_5094	PP_5094	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	unreviewed	1.0	228		GO:0030170	IPR001608;IPR029066;IPR011078;	PF01168;	PTHR10146;PTHR10146:SF14;	ppu:PP_5094;	PPUT160488:G1G01-5438-MONOMER;		WP_010955637.1;	Pyridoxal phosphate;Reference proteome	ppu:PP_5094	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
