suggested_review_name	ordered_locus	uniprot_accession	membership_source	pathway_id	pathway_name	pathway_scope	module_area	is_primary_partition
glnA	PP_5046	Q88CY3	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
glnA	PP_5046	Q88CY3	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
glnA	PP_5046	Q88CY3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glnA	PP_5046	Q88CY3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glnA	PP_5046	Q88CY3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
glnA	PP_5046	Q88CY3	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
glnL	PP_5047	Q88CY2	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
glnG	PP_5048	Q88CY1	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
secB	PP_5053	Q88CX7	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	false
secB	PP_5053	Q88CX7	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
secB	PP_5053	Q88CX7	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
gpmI	PP_5056	Q88CX4	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
gpmI	PP_5056	Q88CX4	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
gpmI	PP_5056	Q88CX4	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	true
gpmI	PP_5056	Q88CX4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gpmI	PP_5056	Q88CX4	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gpmI	PP_5056	Q88CX4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
gpmI	PP_5056	Q88CX4	KEGG	ppu01200	Carbon metabolism	overview	overview	false
gpmI	PP_5056	Q88CX4	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
gpmI	PP_5056	Q88CX4	UniPathway	UPA00109	UniPathway UPA00109	specific	unipathway	false
betB	PP_5063	Q88CW7	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
betB	PP_5063	Q88CW7	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	true
betB	PP_5063	Q88CW7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
betB	PP_5063	Q88CW7	UniPathway	UPA00529	UniPathway UPA00529	specific	unipathway	false
betA	PP_5064	Q88CW6	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
betA	PP_5064	Q88CW6	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	true
betA	PP_5064	Q88CW6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
betA	PP_5064	Q88CW6	UniPathway	UPA00529	UniPathway UPA00529	specific	unipathway	false
hemE	PP_5074	Q88CV6	KEGG	ppu00860	Porphyrin metabolism	specific	cofactors_vitamins_redox	true
hemE	PP_5074	Q88CV6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hemE	PP_5074	Q88CV6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hemE	PP_5074	Q88CV6	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
hemE	PP_5074	Q88CV6	UniPathway	UPA00251	UniPathway UPA00251	specific	unipathway	false
gltD	PP_5075	Q88CV5	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
gltD	PP_5075	Q88CV5	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
gltD	PP_5075	Q88CV5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gltD	PP_5075	Q88CV5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gltD	PP_5075	Q88CV5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
gltD	PP_5075	Q88CV5	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
gltB	PP_5076	Q88CV4	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
gltB	PP_5076	Q88CV4	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
gltB	PP_5076	Q88CV4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gltB	PP_5076	Q88CV4	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gltB	PP_5076	Q88CV4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
gltB	PP_5076	Q88CV4	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
aroB	PP_5078	Q88CV2	KEGG	ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	specific	amino_acid_metabolism	true
aroB	PP_5078	Q88CV2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aroB	PP_5078	Q88CV2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aroB	PP_5078	Q88CV2	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
aroB	PP_5078	Q88CV2	UniPathway	UPA00053	UniPathway UPA00053	specific	unipathway	false
aroK	PP_5079	Q88CV1	KEGG	ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	specific	amino_acid_metabolism	true
aroK	PP_5079	Q88CV1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aroK	PP_5079	Q88CV1	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aroK	PP_5079	Q88CV1	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
aroK	PP_5079	Q88CV1	UniPathway	UPA00053	UniPathway UPA00053	specific	unipathway	false
mrcA	PP_5084	Q88CU6	KEGG	ppu00550	Peptidoglycan biosynthesis	specific	lipid_cell_envelope_metabolism	false
mrcA	PP_5084	Q88CU6	KEGG	ppu01501	beta-Lactam resistance	specific	lipid_cell_envelope_metabolism	true
mrcA	PP_5084	Q88CU6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
mrcA	PP_5084	Q88CU6	UniPathway	UPA00219	UniPathway UPA00219	specific	unipathway	false
maeB	PP_5085	Q88CU5	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
maeB	PP_5085	Q88CU5	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
maeB	PP_5085	Q88CU5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
maeB	PP_5085	Q88CU5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
maeB	PP_5085	Q88CU5	KEGG	ppu01200	Carbon metabolism	overview	overview	false
rpmE	PP_5087	Q88CU3	KEGG	ppu03010	Ribosome	specific	other_kegg_pathway	true
priA	PP_5088	Q88CU2	KEGG	ppu03440	Homologous recombination	specific	other_kegg_pathway	true
argS	PP_5089	Q88CU1	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
proI	PP_5095	Q88CT5	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	true
proI	PP_5095	Q88CT5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
proI	PP_5095	Q88CT5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
proI	PP_5095	Q88CT5	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
proI	PP_5095	Q88CT5	UniPathway	UPA00098	UniPathway UPA00098	specific	unipathway	false
metXS	PP_5097	Q88CT3	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	true
metXS	PP_5097	Q88CT3	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
metXS	PP_5097	Q88CT3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
metXS	PP_5097	Q88CT3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
metXS	PP_5097	Q88CT3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
metXS	PP_5097	Q88CT3	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
metXS	PP_5097	Q88CT3	UniPathway	UPA00051	UniPathway UPA00051	specific	unipathway	false
PP_5100	PP_5100	Q88CT0	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	true
PP_5100	PP_5100	Q88CT0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_5100	PP_5100	Q88CT0	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
trmB	PP_5103	Q88CS7	UniPathway	UPA00989	UniPathway UPA00989	specific	unipathway	false
thiG	PP_5104	Q88CS6	KEGG	ppu00730	Thiamine metabolism	specific	cofactors_vitamins_redox	true
thiG	PP_5104	Q88CS6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
thiG	PP_5104	Q88CS6	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
thiG	PP_5104	Q88CS6	UniPathway	UPA00060	UniPathway UPA00060	specific	unipathway	false
PP_5105	PP_5105	Q88CS5	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
mtgA	PP_5107	Q88CS3	KEGG	ppu00550	Peptidoglycan biosynthesis	specific	lipid_cell_envelope_metabolism	true
mtgA	PP_5107	Q88CS3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
mtgA	PP_5107	Q88CS3	UniPathway	UPA00219	UniPathway UPA00219	specific	unipathway	false
ftsX	PP_5109	Q88CS1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
ftsE	PP_5110	Q88CS0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
ftsY	PP_5111	Q88CR9	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	false
ftsY	PP_5111	Q88CR9	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
ftsY	PP_5111	Q88CR9	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
sseA	PP_5118	Q88CR2	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
sseA	PP_5118	Q88CR2	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
sseA	PP_5118	Q88CR2	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
sseA	PP_5118	Q88CR2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
sseA	PP_5118	Q88CR2	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
coaD	PP_5123	Q88CQ7	KEGG	ppu00770	Pantothenate and CoA biosynthesis	specific	cofactors_vitamins_redox	true
coaD	PP_5123	Q88CQ7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
coaD	PP_5123	Q88CQ7	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
coaD	PP_5123	Q88CQ7	UniPathway	UPA00241	UniPathway UPA00241	specific	unipathway	false
mutM	PP_5125	Q88CQ5	KEGG	ppu03410	Base excision repair	specific	other_kegg_pathway	true
ilvD	PP_5128	Q88CQ2	KEGG	ppu00290	Valine, leucine and isoleucine biosynthesis	specific	amino_acid_metabolism	true
ilvD	PP_5128	Q88CQ2	KEGG	ppu00770	Pantothenate and CoA biosynthesis	specific	cofactors_vitamins_redox	false
ilvD	PP_5128	Q88CQ2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ilvD	PP_5128	Q88CQ2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ilvD	PP_5128	Q88CQ2	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
ilvD	PP_5128	Q88CQ2	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
ilvD	PP_5128	Q88CQ2	UniPathway	UPA00047	UniPathway UPA00047	specific	unipathway	false
ilvD	PP_5128	Q88CQ2	UniPathway	UPA00049	UniPathway UPA00049	specific	unipathway	false
pchP	PP_5130	Q88CQ0	KEGG	ppu00564	Glycerophospholipid metabolism	specific	lipid_cell_envelope_metabolism	true
pchP	PP_5130	Q88CQ0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
folA	PP_5132	Q88CP8	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
folA	PP_5132	Q88CP8	KEGG	ppu00790	Folate biosynthesis	specific	cofactors_vitamins_redox	false
folA	PP_5132	Q88CP8	KEGG	ppu04981	Folate transport and metabolism	specific	cofactors_vitamins_redox	true
folA	PP_5132	Q88CP8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
folA	PP_5132	Q88CP8	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
folA	PP_5132	Q88CP8	UniPathway	UPA00077	UniPathway UPA00077	specific	unipathway	false
PP_5135	PP_5135	Q88CP5	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_5136	PP_5136	Q88CP4	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
fbpC	PP_5137	Q88CP3	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
thyA	PP_5141	Q88CN9	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	false
thyA	PP_5141	Q88CN9	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
thyA	PP_5141	Q88CN9	KEGG	ppu04981	Folate transport and metabolism	specific	cofactors_vitamins_redox	true
thyA	PP_5141	Q88CN9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
thyA	PP_5141	Q88CN9	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
thyA	PP_5141	Q88CN9	UniPathway	UPA00575	UniPathway UPA00575	specific	unipathway	false
lgt	PP_5142	Q88CN8	UniPathway	UPA00664	UniPathway UPA00664	specific	unipathway	false
ptsP	PP_5145	Q88CN5	KEGG	ppu02060	Phosphotransferase system (PTS)	specific	transport_motility_signaling	true
rppH	PP_5146	Q88CN4	KEGG	ppu03018	RNA degradation	specific	other_kegg_pathway	true
PP_5147	PP_5147	Q88CN3	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
PP_5147	PP_5147	Q88CN3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_5147	PP_5147	Q88CN3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_5147	PP_5147	Q88CN3	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
ilvA-II	PP_5149	Q88CN1	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
ilvA-II	PP_5149	Q88CN1	KEGG	ppu00290	Valine, leucine and isoleucine biosynthesis	specific	amino_acid_metabolism	true
ilvA-II	PP_5149	Q88CN1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ilvA-II	PP_5149	Q88CN1	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ilvA-II	PP_5149	Q88CN1	KEGG	ppu01200	Carbon metabolism	overview	overview	false
ilvA-II	PP_5149	Q88CN1	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
ilvA-II	PP_5149	Q88CN1	UniPathway	UPA00047	UniPathway UPA00047	specific	unipathway	false
rpiA	PP_5150	Q88CN0	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	false
rpiA	PP_5150	Q88CN0	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
rpiA	PP_5150	Q88CN0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
rpiA	PP_5150	Q88CN0	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
rpiA	PP_5150	Q88CN0	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
rpiA	PP_5150	Q88CN0	KEGG	ppu01200	Carbon metabolism	overview	overview	false
rpiA	PP_5150	Q88CN0	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
rpiA	PP_5150	Q88CN0	UniPathway	UPA00115	UniPathway UPA00115	specific	unipathway	false
ycgM	PP_5153	Q88CM7	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	true
ycgM	PP_5153	Q88CM7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
serA	PP_5155	Q88CM5	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
serA	PP_5155	Q88CM5	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
serA	PP_5155	Q88CM5	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	true
serA	PP_5155	Q88CM5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
serA	PP_5155	Q88CM5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
serA	PP_5155	Q88CM5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
serA	PP_5155	Q88CM5	KEGG	ppu01200	Carbon metabolism	overview	overview	false
serA	PP_5155	Q88CM5	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
serA	PP_5155	Q88CM5	UniPathway	UPA00135	UniPathway UPA00135	specific	unipathway	false
PP_5157	PP_5157	Q88CM3	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
PP_5157	PP_5157	Q88CM3	KEGG	ppu02040	Flagellar assembly	specific	transport_motility_signaling	true
PP_5164	PP_5164	Q88CL6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
plpB	PP_5165	Q88CL5	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
cysA	PP_5168	Q88CL2	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
cysA	PP_5168	Q88CL2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
cysW	PP_5169	Q88CL1	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
cysW	PP_5169	Q88CL1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
cysU	PP_5170	Q88CL0	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
cysU	PP_5170	Q88CL0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
sbp-II	PP_5171	Q88CK9	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
sbp-II	PP_5171	Q88CK9	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
spuH	PP_5177	Q88CK3	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
spuG	PP_5178	Q88CK2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
spuF	PP_5179	Q88CK1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
spuE	PP_5180	Q88CK0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
spuD	PP_5181	Q88CJ9	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
spuC-II	PP_5182	Q88CJ8	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	true
spuC-II	PP_5182	Q88CJ8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
spuB	PP_5183	Q88CJ7	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	false
spuB	PP_5183	Q88CJ7	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
spuB	PP_5183	Q88CJ7	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
spuB	PP_5183	Q88CJ7	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
spuB	PP_5183	Q88CJ7	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
spuB	PP_5183	Q88CJ7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
spuB	PP_5183	Q88CJ7	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
spuB	PP_5183	Q88CJ7	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
spuB	PP_5183	Q88CJ7	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
spuI	PP_5184	Q88CJ6	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	false
spuI	PP_5184	Q88CJ6	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
spuI	PP_5184	Q88CJ6	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
spuI	PP_5184	Q88CJ6	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
spuI	PP_5184	Q88CJ6	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
spuI	PP_5184	Q88CJ6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
spuI	PP_5184	Q88CJ6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
spuI	PP_5184	Q88CJ6	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
spuI	PP_5184	Q88CJ6	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
argA	PP_5185	P0A0Z9	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	true
argA	PP_5185	P0A0Z9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
argA	PP_5185	P0A0Z9	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
argA	PP_5185	P0A0Z9	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
argA	PP_5185	P0A0Z9	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
argA	PP_5185	P0A0Z9	UniPathway	UPA00068	UniPathway UPA00068	specific	unipathway	false
argE	PP_5186	Q88CJ5	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	true
argE	PP_5186	Q88CJ5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
argE	PP_5186	Q88CJ5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
argE	PP_5186	Q88CJ5	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
argE	PP_5186	Q88CJ5	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
PP_5190	PP_5190	Q88CJ1	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	true
