suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
cobB__Q88BY5	true	Q88BY5	NPD_PSEPK	cobB	PP_5402	cobB PP_5402	NAD-dependent protein deacylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	reviewed	3.0	262	2.3.1.286	GO:0005737; GO:0008270; GO:0017136; GO:0036054; GO:0036055; GO:0070403	IPR029035;IPR050134;IPR003000;IPR026591;IPR027546;IPR026590;	PF02146;	PTHR11085;PTHR11085:SF10;	ppu:PP_5402;	PPUT160488:G1G01-5766-MONOMER;		WP_010955877.1;	Cytoplasm;Metal-binding;NAD;Reference proteome;Transferase;Zinc
PP_5403	false	Q88BY4	Q88BY4_PSEPK	PP_5403	PP_5403	PP_5403	Uncharacterized protein	unreviewed	1.0	103						ppu:PP_5403;	PPUT160488:G1G01-5769-MONOMER;			Reference proteome
PP_5404	false	Q88BY3	Q88BY3_PSEPK	PP_5404	PP_5404	PP_5404	Transposition protein, TnsC-related protein	unreviewed	1.0	448		GO:0016887	IPR003593;IPR049945;IPR027417;	PF13401;		ppu:PP_5404;	PPUT160488:G1G01-5770-MONOMER;		WP_010955879.1;	Reference proteome
PP_5405	false	Q88BY2	Q88BY2_PSEPK	PP_5405	PP_5405	PP_5405	Transposase	unreviewed	1.0	670						ppu:PP_5405;	PPUT160488:G1G01-5771-MONOMER;			Reference proteome
PP_5406	false	Q88BY1	Q88BY1_PSEPK	PP_5406	PP_5406	PP_5406	Transposase	unreviewed	1.0	320		GO:0003676	IPR011335;IPR011856;			ppu:PP_5406;	PPUT160488:G1G01-5772-MONOMER;		WP_010955881.1;	Reference proteome
PP_5407	false	Q88BY0	Q88BY0_PSEPK	PP_5407	PP_5407	PP_5407	Transposition protein, TnsD-related protein	unreviewed	1.0	532			IPR009492;IPR032750;	PF06527;PF15978;		ppu:PP_5407;	PPUT160488:G1G01-5773-MONOMER;		WP_010955882.1;	Reference proteome
PP_5408	false	Q88BX9	Q88BX9_PSEPK	PP_5408	PP_5408	PP_5408	TniQ protein	unreviewed	1.0	393						ppu:PP_5408;	PPUT160488:G1G01-5774-MONOMER;			Reference proteome
glmS	false	Q88BX8	GLMS_PSEPK	glmS	PP_5409	glmS PP_5409	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	reviewed	3.0	611	2.6.1.16	GO:0004360; GO:0005829; GO:0005975; GO:0006002; GO:0006047; GO:0006487; GO:0046349; GO:0097367	IPR017932;IPR005855;IPR047084;IPR035466;IPR035490;IPR029055;IPR001347;IPR046348;	PF13522;PF01380;	PTHR10937;PTHR10937:SF0;	ppu:PP_5409;	PPUT160488:G1G01-5775-MONOMER;		WP_010955884.1;	Aminotransferase;Cytoplasm;Glutamine amidotransferase;Reference proteome;Repeat;Transferase
PP_5410	false	Q88BX7	Q88BX7_PSEPK	PP_5410	PP_5410	PP_5410	Transcriptional regulator, DeoR family	unreviewed	1.0	258		GO:0003677; GO:0003700; GO:0006351	IPR050313;IPR014036;IPR001034;IPR037171;IPR018356;IPR036388;IPR036390;	PF00455;PF08220;	PTHR30363:SF44;PTHR30363;	ppu:PP_5410;	PPUT160488:G1G01-5776-MONOMER;		WP_003253204.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
glmU	false	Q88BX6	GLMU_PSEPK	glmU	PP_5411	glmU PP_5411	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	reviewed	4.0	455	2.3.1.157; 2.7.7.23	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0016020; GO:0019134; GO:0071555	IPR005882;IPR050065;IPR038009;IPR056729;IPR001451;IPR025877;IPR029044;IPR011004;	PF25087;PF14602;PF12804;	PTHR43584:SF3;PTHR43584;	ppu:PP_5411;	PPUT160488:G1G01-5777-MONOMER;	UPA00113;UPA00113;UPA00973;	WP_010955885.1;	Acyltransferase;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Peptidoglycan synthesis;Reference proteome;Repeat;Transferase
atpC	false	Q88BX5	ATPE_PSEPK	atpC	PP_5412	atpC PP_5412	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	reviewed	2.0	139		GO:0005524; GO:0005886; GO:0045259; GO:0046933	IPR036794;IPR001469;IPR020546;IPR020547;IPR036771;	PF00401;PF02823;	PTHR13822;PTHR13822:SF10;	ppu:PP_5412;	PPUT160488:G1G01-5778-MONOMER;		WP_010955886.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport
atpD	false	Q88BX4	ATPB_PSEPK	atpD	PP_5413	atpD PP_5413	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	reviewed	3.0	458	7.1.2.2	GO:0005524; GO:0005886; GO:0045259; GO:0046933	IPR003593;IPR055190;IPR005722;IPR020003;IPR050053;IPR004100;IPR036121;IPR000194;IPR024034;IPR027417;	PF00006;PF02874;PF22919;	PTHR15184;PTHR15184:SF71;	ppu:PP_5413;	PPUT160488:G1G01-5779-MONOMER;		WP_003253197.1;	ATP synthesis;ATP-binding;Cell inner membrane;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
atpG	false	Q88BX3	ATPG_PSEPK	atpG	PP_5414	atpG PP_5414	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	reviewed	2.0	286		GO:0005524; GO:0005886; GO:0042777; GO:0045259; GO:0046933	IPR035968;IPR000131;IPR023632;	PF00231;	PTHR11693;PTHR11693:SF22;	ppu:PP_5414;	PPUT160488:G1G01-5780-MONOMER;		WP_003253195.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport
atpA	false	Q88BX2	ATPA_PSEPK	atpA	PP_5415	atpA PP_5415	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	reviewed	3.0	514	7.1.2.2	GO:0005524; GO:0005886; GO:0043531; GO:0045259; GO:0046933	IPR023366;IPR000793;IPR038376;IPR033732;IPR005294;IPR020003;IPR004100;IPR036121;IPR000194;IPR027417;	PF00006;PF00306;PF02874;	PTHR48082;PTHR48082:SF2;	ppu:PP_5415;	PPUT160488:G1G01-5781-MONOMER;		WP_010955887.1;	ATP synthesis;ATP-binding;Cell inner membrane;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
atpH	false	Q88BX1	ATPD_PSEPK	atpH	PP_5416	atpH PP_5416 PP5416	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	reviewed	2.0	178		GO:0005886; GO:0045259; GO:0046933	IPR026015;IPR000711;	PF00213;	PTHR11910;	ppu:PP_5416;	PPUT160488:G1G01-5782-MONOMER;		WP_003253191.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport
atpF	false	Q88BX0	ATPF_PSEPK	atpF	PP_5417	atpF PP_5417	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	reviewed	3.0	156		GO:0005886; GO:0045259; GO:0046933; GO:0046961	IPR028987;IPR002146;IPR005864;IPR050059;	PF00430;	PTHR33445:SF1;PTHR33445;	ppu:PP_5417;	PPUT160488:G1G01-5783-MONOMER;		WP_010955888.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(0);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
atpE	false	Q88BW9	ATPL_PSEPK	atpE	PP_5418	atpE PP_5418 PP5418	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	reviewed	3.0	85		GO:0005886; GO:0008289; GO:0033177; GO:0045259; GO:0046933	IPR005953;IPR000454;IPR020537;IPR038662;IPR002379;IPR035921;	PF00137;		ppu:PP_5418;	PPUT160488:G1G01-5784-MONOMER;		WP_003097235.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(0);Hydrogen ion transport;Ion transport;Lipid-binding;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
atpB	false	Q88BW8	ATP6_PSEPK	atpB	PP_5419	atpB PP_5419	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	reviewed	2.0	289		GO:0005886; GO:0042777; GO:0045259; GO:0046933	IPR045082;IPR000568;IPR023011;IPR035908;	PF00119;	PTHR42823;PTHR42823:SF3;	ppu:PP_5419;	PPUT160488:G1G01-5785-MONOMER;		WP_010955889.1;	ATP synthesis;Cell inner membrane;Cell membrane;CF(0);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
atpI	false	P0A103	ATPZ_PSEPK	atpI	PP_5420	atpI uncI PP_5420	ATP synthase protein I	reviewed	2.0	135		GO:0005886; GO:0045259; GO:1902600	IPR005598;	PF03899;		ppu:PP_5420;	PPUT160488:G1G01-5786-MONOMER;		WP_010955890.1;	Cell inner membrane;Cell membrane;CF(0);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_5421	false	A0A140FVW5	A0A140FVW5_PSEPK	PP_5421	PP_5421	PP_5421	TnsA endonuclease N-terminal domain-containing protein	unreviewed	1.0	212			IPR014833;	PF08722;		ppu:PP_5421;	PPUT160488:G1G01-14-MONOMER;		WP_011953077.1;	Reference proteome
PP_5422	false	A0A140FVW6	A0A140FVW6_PSEPK	PP_5422	PP_5422	PP_5422	Uncharacterized protein	unreviewed	1.0	57						ppu:PP_5422;	PPUT160488:G1G01-30-MONOMER;			Reference proteome
PP_5423	false	A0A140FVW7	A0A140FVW7_PSEPK	PP_5423	PP_5423	PP_5423	Uncharacterized protein	unreviewed	1.0	175						ppu:PP_5423;	PPUT160488:G1G01-50-MONOMER;		WP_012269855.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5424	false	A0A140FVW8	A0A140FVW8_PSEPK	PP_5424	PP_5424	PP_5424	Uncharacterized protein	unreviewed	1.0	149						ppu:PP_5424;	PPUT160488:G1G01-52-MONOMER;			Reference proteome
PP_5425	false	A0A140FVW9	A0A140FVW9_PSEPK	PP_5425	PP_5425	PP_5425	Uncharacterized protein	unreviewed	1.0	66						ppu:PP_5425;	PPUT160488:G1G01-74-MONOMER;		WP_003253106.1;	Reference proteome
PP_5426	false	A0A140FVX0	A0A140FVX0_PSEPK	PP_5426	PP_5426	PP_5426	Uncharacterized protein	unreviewed	1.0	213						ppu:PP_5426;	PPUT160488:G1G01-106-MONOMER;		WP_014861534.1;	Reference proteome
PP_5427	false	A0A140FVX1	A0A140FVX1_PSEPK	PP_5427	PP_5427	PP_5427	Twin transmembrane helix small protein	unreviewed	1.0	67			IPR021313;	PF11137;		ppu:PP_5427;	PPUT160488:G1G01-111-MONOMER;		WP_003253030.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5428	false	A0A140FVX2	A0A140FVX2_PSEPK	PP_5428	PP_5428	PP_5428	Uncharacterized protein	unreviewed	1.0	96						ppu:PP_5428;	PPUT160488:G1G01-141-MONOMER;		WP_049588414.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5429	false	A0A140FVX5	A0A140FVX5_PSEPK	PP_5429	PP_5429	PP_5429	Uncharacterized protein	unreviewed	1.0	71						ppu:PP_5429;	PPUT160488:G1G01-183-MONOMER;			Reference proteome
PP_5430	false	A0A140FVX6	A0A140FVX6_PSEPK	PP_5430	PP_5430	PP_5430	Uncharacterized protein	unreviewed	1.0	67						ppu:PP_5430;	PPUT160488:G1G01-184-MONOMER;			Reference proteome
PP_5431	false	A0A140FVX7	A0A140FVX7_PSEPK	PP_5431	PP_5431	PP_5431	Tryptophan synthase subunit beta	unreviewed	1.0	119						ppu:PP_5431;	PPUT160488:G1G01-186-MONOMER;			Reference proteome
PP_5432	false	A0A140FVX8	A0A140FVX8_PSEPK	PP_5432	PP_5432	PP_5432	DUF2789 domain-containing protein	unreviewed	1.0	80			IPR021250;IPR038086;	PF10982;		ppu:PP_5432;	PPUT160488:G1G01-219-MONOMER;		WP_020190423.1;	Reference proteome
PP_5433	false	A0A140FVX9	A0A140FVX9_PSEPK	PP_5433	PP_5433	PP_5433	NADH:ubiquinone oxidoreductase subunit 2	unreviewed	1.0	212						ppu:PP_5433;	PPUT160488:G1G01-220-MONOMER;		WP_003255871.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5435	false	A0A140FVY0	A0A140FVY0_PSEPK	PP_5435	PP_5435	PP_5435	Type II toxin-antitoxin system HigB family toxin	unreviewed	1.0	117		GO:0003723; GO:0004519; GO:0110001	IPR018669;	PF09907;		ppu:PP_5435;	PPUT160488:G1G01-296-MONOMER;			Reference proteome
PP_5437	false	A0A140FVY1	A0A140FVY1_PSEPK	PP_5437	PP_5437	PP_5437	Uncharacterized protein	unreviewed	1.0	60						ppu:PP_5437;	PPUT160488:G1G01-303-MONOMER;			Reference proteome
PP_5438	false	A0A140FVY2	A0A140FVY2_PSEPK	PP_5438	PP_5438	PP_5438	Uncharacterized protein	unreviewed	1.0	58						ppu:PP_5438;	PPUT160488:G1G01-311-MONOMER;			Reference proteome
PP_5439	false	A0A140FVY3	A0A140FVY3_PSEPK	PP_5439	PP_5439	PP_5439	Uncharacterized protein	unreviewed	1.0	147						ppu:PP_5439;	PPUT160488:G1G01-313-MONOMER;		WP_014589364.1;	Reference proteome
PP_5440	false	A0A140FVY4	A0A140FVY4_PSEPK	PP_5440	PP_5440	PP_5440	Uncharacterized protein	unreviewed	1.0	75						ppu:PP_5440;	PPUT160488:G1G01-314-MONOMER;		WP_019439077.1;	Reference proteome
PP_5441	false	A0A140FVY5	A0A140FVY5_PSEPK	PP_5441	PP_5441	PP_5441	Uncharacterized protein	unreviewed	1.0	66						ppu:PP_5441;	PPUT160488:G1G01-329-MONOMER;			Reference proteome
PP_5442	false	A0A140FVY6	A0A140FVY6_PSEPK	PP_5442	PP_5442	PP_5442	Uncharacterized protein	unreviewed	1.0	205						ppu:PP_5442;	PPUT160488:G1G01-338-MONOMER;		WP_020193116.1;	Reference proteome
PP_5443	false	A0A140FVY7	A0A140FVY7_PSEPK	PP_5443	PP_5443	PP_5443	DUF4175 domain-containing protein	unreviewed	1.0	61						ppu:PP_5443;	PPUT160488:G1G01-382-MONOMER;		WP_019750253.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5444	false	A0A140FVY8	A0A140FVY8_PSEPK	PP_5444	PP_5444	PP_5444	Uncharacterized protein	unreviewed	1.0	308			IPR025975;	PF14099;		ppu:PP_5444;	PPUT160488:G1G01-409-MONOMER;		WP_061405558.1;	Reference proteome
PP_5445	false	A0A140FVY9	A0A140FVY9_PSEPK	PP_5445	PP_5445	PP_5445	Uncharacterized protein	unreviewed	1.0	56						ppu:PP_5445;	PPUT160488:G1G01-421-MONOMER;			Reference proteome
PP_5446	false	A0A140FVZ3	A0A140FVZ3_PSEPK	PP_5446	PP_5446	PP_5446	Uncharacterized protein	unreviewed	1.0	60						ppu:PP_5446;	PPUT160488:G1G01-640-MONOMER;			Reference proteome
PP_5447	false	A0A140FVZ7	A0A140FVZ7_PSEPK	PP_5447	PP_5447	PP_5447	Uncharacterized protein	unreviewed	1.0	143						ppu:PP_5447;	PPUT160488:G1G01-691-MONOMER;		WP_049588119.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5448	false	A0A140FVZ8	A0A140FVZ8_PSEPK	PP_5448	PP_5448	PP_5448	Uncharacterized protein	unreviewed	1.0	71						ppu:PP_5448;	PPUT160488:G1G01-703-MONOMER;			Reference proteome
PP_5449	false	A0A140FVZ9	A0A140FVZ9_PSEPK	PP_5449	PP_5449	PP_5449	Lipoprotein	unreviewed	1.0	272						ppu:PP_5449;	PPUT160488:G1G01-704-MONOMER;		WP_049586338.1;	Coiled coil;Reference proteome
PP_5450	false	A0A140FW00	A0A140FW00_PSEPK	PP_5450	PP_5450	PP_5450	Uncharacterized protein	unreviewed	1.0	199						ppu:PP_5450;	PPUT160488:G1G01-707-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5451	false	A0A140FW01	A0A140FW01_PSEPK	PP_5451	PP_5451	PP_5451	Uncharacterized protein	unreviewed	1.0	101						ppu:PP_5451;	PPUT160488:G1G01-708-MONOMER;			Reference proteome
PP_5452	false	A0A140FW02	A0A140FW02_PSEPK	PP_5452	PP_5452	PP_5452	Prevent-host-death family protein	unreviewed	1.0	60						ppu:PP_5452;	PPUT160488:G1G01-710-MONOMER;		WP_049586345.1;	Reference proteome
PP_5453	false	A0A140FW03	A0A140FW03_PSEPK	PP_5453	PP_5453	PP_5453	Uncharacterized protein	unreviewed	1.0	75						ppu:PP_5453;	PPUT160488:G1G01-722-MONOMER;		WP_014755271.1;	Reference proteome
PP_5454	false	A0A140FW04	A0A140FW04_PSEPK	PP_5454	PP_5454	PP_5454	Uncharacterized protein	unreviewed	1.0	119						ppu:PP_5454;	PPUT160488:G1G01-727-MONOMER;		WP_049586353.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5455	false	A0A140FW05	A0A140FW05_PSEPK	PP_5455	PP_5455	PP_5455	Peptidase M15A C-terminal domain-containing protein	unreviewed	1.0	191			IPR013230;IPR009045;	PF08291;		ppu:PP_5455;	PPUT160488:G1G01-770-MONOMER;		WP_049586371.1;	Reference proteome
PP_5456	false	A0A140FW06	A0A140FW06_PSEPK	PP_5456	PP_5456	PP_5456	Uncharacterized protein	unreviewed	1.0	77						ppu:PP_5456;	PPUT160488:G1G01-827-MONOMER;		WP_049586388.1;	Reference proteome
PP_5457	false	A0A140FW07	A0A140FW07_PSEPK	PP_5457	PP_5457	PP_5457	DUF2007 domain-containing protein	unreviewed	1.0	86			IPR018551;	PF09413;		ppu:PP_5457;	PPUT160488:G1G01-833-MONOMER;		WP_020192887.1;	Reference proteome
PP_5458	false	A0A140FW08	A0A140FW08_PSEPK	PP_5458	PP_5458	PP_5458	Secreted protein	unreviewed	1.0	74						ppu:PP_5458;	PPUT160488:G1G01-874-MONOMER;		WP_049586405.1;	Reference proteome;Signal
PP_5460	false	A0A140FW09	A0A140FW09_PSEPK	PP_5460	PP_5460	PP_5460	Uncharacterized protein	unreviewed	1.0	179						ppu:PP_5460;	PPUT160488:G1G01-894-MONOMER;		WP_014589735.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5461	false	A0A140FW10	A0A140FW10_PSEPK	PP_5461	PP_5461	PP_5461	Uncharacterized protein	unreviewed	1.0	159						ppu:PP_5461;	PPUT160488:G1G01-952-MONOMER;			Reference proteome
PP_5462	false	A0A140FW11	A0A140FW11_PSEPK	PP_5462	PP_5462	PP_5462	Uncharacterized protein	unreviewed	1.0	78						ppu:PP_5462;	PPUT160488:G1G01-1189-MONOMER;		WP_061405577.1;	Reference proteome
PP_5463	false	A0A140FW12	A0A140FW12_PSEPK	PP_5463	PP_5463	PP_5463	Uncharacterized protein	unreviewed	1.0	186						ppu:PP_5463;	PPUT160488:G1G01-1190-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5464	false	A0A140FW13	A0A140FW13_PSEPK	PP_5464	PP_5464	PP_5464	Uncharacterized protein	unreviewed	1.0	145						ppu:PP_5464;	PPUT160488:G1G01-1191-MONOMER;		WP_049588519.1;	Reference proteome
PP_5465	false	A0A140FW14	A0A140FW14_PSEPK	PP_5465	PP_5465	PP_5465	Uncharacterized protein	unreviewed	1.0	69						ppu:PP_5465;	PPUT160488:G1G01-1193-MONOMER;			Reference proteome
PP_5467	false	A0A140FW16	A0A140FW16_PSEPK	PP_5467	PP_5467	PP_5467	Uncharacterized protein	unreviewed	1.0	402						ppu:PP_5467;	PPUT160488:G1G01-1334-MONOMER;		WP_049587973.1;	Reference proteome
PP_5468	false	A0A140FW17	A0A140FW17_PSEPK	PP_5468	PP_5468	PP_5468	Uncharacterized protein	unreviewed	1.0	77						ppu:PP_5468;	PPUT160488:G1G01-1457-MONOMER;			Reference proteome
PP_5469	false	A0A140FW18	A0A140FW18_PSEPK	PP_5469	PP_5469	PP_5469	SAM-dependent methyltransferase	unreviewed	1.0	404		GO:0005737; GO:0008168; GO:0032259	IPR025714;IPR029063;	PF13679;	PTHR13369;PTHR13369:SF3;	ppu:PP_5469;	PPUT160488:G1G01-1495-MONOMER;		WP_014754346.1;	Methyltransferase;Reference proteome;Transferase
PP_5470	false	A0A140FW20	A0A140FW20_PSEPK	PP_5470	PP_5470	PP_5470	Lipoprotein	unreviewed	1.0	149						ppu:PP_5470;	PPUT160488:G1G01-1503-MONOMER;		WP_049587361.1;	Reference proteome;Signal
PP_5471	false	A0A140FW21	A0A140FW21_PSEPK	PP_5471	PP_5471	PP_5471	Response regulator receiver protein	unreviewed	1.0	139			IPR011006;			ppu:PP_5471;	PPUT160488:G1G01-1564-MONOMER;		WP_049587386.1;	Reference proteome
PP_5472	false	A0A140FW23	A0A140FW23_PSEPK	PP_5472	PP_5472	PP_5472	Uncharacterized protein	unreviewed	1.0	85						ppu:PP_5472;	PPUT160488:G1G01-1629-MONOMER;		WP_049587405.1;	Reference proteome;Signal
PP_5473	false	A0A140FW24	A0A140FW24_PSEPK	PP_5473	PP_5473	PP_5473	Transcriptional regulator, LuxR family	unreviewed	1.0	72						ppu:PP_5473;	PPUT160488:G1G01-1639-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5474	false	A0A140FW25	A0A140FW25_PSEPK	PP_5474	PP_5474	PP_5474	Uncharacterized protein	unreviewed	1.0	64						ppu:PP_5474;	PPUT160488:G1G01-1640-MONOMER;		WP_049587410.1;	Reference proteome
PP_5475	false	A0A140FW27	A0A140FW27_PSEPK	PP_5475	PP_5475	PP_5475	Nitrite transporter	unreviewed	1.0	126						ppu:PP_5475;	PPUT160488:G1G01-1673-MONOMER;		WP_049587423.1;	Reference proteome
PP_5476	false	A0A140FW28	A0A140FW28_PSEPK	PP_5476	PP_5476	PP_5476	Uncharacterized protein	unreviewed	1.0	100						ppu:PP_5476;	PPUT160488:G1G01-1680-MONOMER;		WP_049587425.1;	Reference proteome
PP_5477	false	A0A140FW30	A0A140FW30_PSEPK	PP_5477	PP_5477	PP_5477	Uncharacterized protein	unreviewed	1.0	129						ppu:PP_5477;	PPUT160488:G1G01-1912-MONOMER;			Reference proteome
PP_5478	false	A0A140FW31	A0A140FW31_PSEPK	PP_5478	PP_5478	PP_5478	DUF3077 domain-containing protein	unreviewed	1.0	91			IPR021427;	PF11275;		ppu:PP_5478;	PPUT160488:G1G01-1914-MONOMER;		WP_020193848.1;	Reference proteome
PP_5479	false	A0A140FW32	A0A140FW32_PSEPK	PP_5479	PP_5479	PP_5479	Transcriptional regulator HTH, LysR family	unreviewed	1.0	292		GO:0003677; GO:0003700; GO:0006351; GO:0032993	IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30346:SF30;PTHR30346;	ppu:PP_5479;	PPUT160488:G1G01-1956-MONOMER;		WP_049587296.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_5480	false	A0A140FW33	A0A140FW33_PSEPK	PP_5480	PP_5480	PP_5480	Lipoprotein	unreviewed	1.0	169						ppu:PP_5480;	PPUT160488:G1G01-1996-MONOMER;		WP_049586913.1;	Reference proteome;Signal
PP_5481	false	A0A140FW34	A0A140FW34_PSEPK	PP_5481	PP_5481	PP_5481	DUF2062 domain-containing protein	unreviewed	1.0	210			IPR018639;	PF09835;	PTHR40547;PTHR40547:SF1;	ppu:PP_5481;	PPUT160488:G1G01-2007-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5482	false	A0A140FW36	A0A140FW36_PSEPK	PP_5482	PP_5482	PP_5482	Uncharacterized protein	unreviewed	1.0	337						ppu:PP_5482;	PPUT160488:G1G01-2032-MONOMER;		WP_061405596.1;	Reference proteome
PP_5483	false	A0A140FW37	A0A140FW37_PSEPK	PP_5483	PP_5483	PP_5483	DUF4145 domain-containing protein	unreviewed	1.0	183			IPR025285;	PF13643;		ppu:PP_5483;	PPUT160488:G1G01-2034-MONOMER;		WP_049586846.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5484	false	A0A140FW38	A0A140FW38_PSEPK	PP_5484	PP_5484	PP_5484	DUF4238 domain-containing protein	unreviewed	1.0	268						ppu:PP_5484;	PPUT160488:G1G01-2038-MONOMER;		WP_049586840.1;	Reference proteome
PP_5485	false	A0A140FW39	A0A140FW39_PSEPK	PP_5485	PP_5485	PP_5485	N-acetyltransferase, GNAT domain	unreviewed	1.0	164		GO:0016747	IPR016181;IPR000182;	PF13508;		ppu:PP_5485;	PPUT160488:G1G01-2046-MONOMER;		WP_049586831.1;	Reference proteome
PP_5486	false	A0A140FW40	A0A140FW40_PSEPK	PP_5486	PP_5486	PP_5486	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	unreviewed	1.0	65			IPR037914;			ppu:PP_5486;	PPUT160488:G1G01-2048-MONOMER;			Reference proteome
PP_5487	false	A0A140FW41	A0A140FW41_PSEPK	PP_5487	PP_5487	PP_5487	Uncharacterized protein	unreviewed	1.0	130						ppu:PP_5487;	PPUT160488:G1G01-2052-MONOMER;		WP_049586826.1;	Reference proteome
PP_5488	false	A0A140FW42	A0A140FW42_PSEPK	PP_5488	PP_5488	PP_5488	Uncharacterized protein	unreviewed	1.0	219						ppu:PP_5488;	PPUT160488:G1G01-2053-MONOMER;		WP_049586824.1;	Reference proteome
PP_5489	false	A0A140FW43	A0A140FW43_PSEPK	PP_5489	PP_5489	PP_5489	Uncharacterized protein	unreviewed	1.0	165						ppu:PP_5489;	PPUT160488:G1G01-2054-MONOMER;		WP_049586822.1;	Reference proteome
PP_5490	false	A0A140FW44	A0A140FW44_PSEPK	PP_5490	PP_5490	PP_5490	Site-specific DNA recombinase	unreviewed	1.0	188		GO:0000150; GO:0003677; GO:0015074	IPR009057;IPR006118;IPR006119;IPR036162;IPR006120;IPR050639;	PF02796;PF00239;	PTHR30461;PTHR30461:SF2;	ppu:PP_5490;	PPUT160488:G1G01-2055-MONOMER;		WP_049586821.1;	DNA integration;DNA invertase;DNA recombination;DNA-binding;Reference proteome
PP_5491	false	A0A140FW45	A0A140FW45_PSEPK	PP_5491	PP_5491	PP_5491	Zinc chelation protein SecC	unreviewed	1.0	304			IPR004027;	PF02810;		ppu:PP_5491;	PPUT160488:G1G01-2057-MONOMER;		WP_049586819.1;	Reference proteome
PP_5492	false	A0A140FW46	A0A140FW46_PSEPK	PP_5492	PP_5492	PP_5492	Uncharacterized protein	unreviewed	1.0	183						ppu:PP_5492;	PPUT160488:G1G01-2058-MONOMER;			Reference proteome
