gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
Q90999	TGFBR2	9031	Gallus gallus	GO:0060317	cardiac epithelial to mesenchymal transition	developmental process	involved_in	PMID:8631497	AgBase	1	6
Q90XE6	klf1	7955	Danio rerio	GO:0060319	primitive erythrocyte differentiation	developmental process	acts_upstream_of_or_within	PMID:18941117	ZFIN	1	1
Q91018	PROX1	9031	Gallus gallus	GO:0001946	lymphangiogenesis	developmental process	involved_in	PMID:15232737	BHF-UCL	1	16
Q91018	PROX1	9031	Gallus gallus	GO:0021516	dorsal spinal cord development	developmental process	involved_in	PMID:11789987	BHF-UCL	1	16
Q91018	PROX1	9031	Gallus gallus	GO:0030910	olfactory placode formation	developmental process	involved_in	PMID:11789987	BHF-UCL	1	16
Q91018	PROX1	9031	Gallus gallus	GO:0055013	cardiac muscle cell development	developmental process	involved_in	PMID:15232737	BHF-UCL	1	16
Q91018	PROX1	9031	Gallus gallus	GO:0060042	retina morphogenesis in camera-type eye	developmental process	involved_in	PMID:11789987	BHF-UCL	1	16
Q91820	aurka-a	8355	Xenopus laevis	GO:0005813	centrosome	cellular component	located_in	PMID:39344321	Xenbase	1	1
Q91X17	Umod	10090	Mus musculus	GO:0072233	metanephric thick ascending limb development	developmental process	involved_in	PMID:18618131	UniProt	1	3
Q91YJ2	Snx4	10090	Mus musculus	GO:0098830	presynaptic endosome	cellular component	is_active_in	PMID:33106523	SynGO	1	1
Q925U2	Ltc4s	10116	Rattus norvegicus	GO:0071299	cellular response to vitamin A	response to stimulus	involved_in	PMID:12767051	RGD	1	5
Q92824	PCSK5	9606	Homo sapiens	GO:0002001	renin secretion into blood stream	biological regulation	involved_in	PMID:8901832	BHF-UCL	1	2
Q92949	FOXJ1	9606	Homo sapiens	GO:0072016	glomerular parietal epithelial cell development	developmental process	involved_in	PMID:9530170	BHF-UCL	1	3
Q93YU8	NRG2	3702	Arabidopsis thaliana	GO:0071705	nitrogen compound transport	localization	acts_upstream_of_or_within	PMID:26744214	TAIR	1	2
Q94527	Rel	7227	Drosophila melanogaster	GO:0006963	positive regulation of antibacterial peptide biosynthetic process	biological regulation	involved_in	PMID:8816802	UniProt	1	2
Q94AH1	CAND2	3702	Arabidopsis thaliana	GO:0019236	response to pheromone	response to stimulus	involved_in	PMID:29702752	UniProt	1	4
Q94B35	ISPH	3702	Arabidopsis thaliana	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	metabolic process	acts_upstream_of_or_within	PMID:15659625	TAIR	1	1
Q95RV2	cav	7227	Drosophila melanogaster	GO:0016233	telomere capping	metabolic process	involved_in	PMID:12510197	FlyBase	1	1
Q960V3	milt	7227	Drosophila melanogaster	GO:0019896	axonal transport of mitochondrion	localization	involved_in	PMID:12495622	FlyBase	1	1
Q96262	PCAP1	3702	Arabidopsis thaliana	GO:0071325	cellular response to mannitol stimulus	response to stimulus	involved_in	PMID:17264065	UniProt	1	12
Q96288	BBX24	3702	Arabidopsis thaliana	GO:1902448	positive regulation of shade avoidance	biological regulation	acts_upstream_of_or_within	PMID:25656233	TAIR	1	2
Q96327	EBP1	3702	Arabidopsis thaliana	GO:0044843	cell cycle G1/S phase transition	unclassified	involved_in	PMID:15689342	UniProt	1	1
Q96HU1	SGSM3	9606	Homo sapiens	GO:0032483	regulation of Rab protein signal transduction	biological regulation	involved_in	PMID:17509819	UniProt	1	2
Q96HU1	SGSM3	9606	Homo sapiens	GO:0032486	Rap protein signal transduction	response to stimulus	involved_in	PMID:17509819	UniProt	1	2
Q96L34	MARK4	9606	Homo sapiens	GO:0001578	microtubule bundle formation	unclassified	involved_in	PMID:14594945	UniProt	1	1
Q96Q42	ALS2	9606	Homo sapiens	GO:0051036	regulation of endosome size	biological regulation	involved_in	PMID:15247254	UniProt	1	1
Q96TA1	NIBAN2	9606	Homo sapiens	GO:0032274	gonadotropin secretion	biological regulation	involved_in	PMID:14602737	UniProt	1	1
Q98SN7	WNT2B	9031	Gallus gallus	GO:0060219	camera-type eye photoreceptor cell differentiation	developmental process	involved_in	PMID:16854977	AgBase	1	6
Q98SN7	WNT2B	9031	Gallus gallus	GO:0060900	embryonic camera-type eye formation	developmental process	involved_in	PMID:12921742	AgBase	1	6
Q99013	Q99013	8265	Pseudopleuronectes americanus	GO:0042309	homoiothermy	unclassified	involved_in	PMID:3769927	UniProt	1	2
Q99453	PHOX2B	9606	Homo sapiens	GO:0048484	enteric nervous system development	developmental process	involved_in	PMID:12640453	BHF-UCL	1	2
Q997F2	P/V/C	3052225	Henipavirus nipahense	GO:0052170	symbiont-mediated suppression of host innate immune response	unclassified	involved_in	PMID:29769705	DisProt	1	3
Q997F2	P/V/C	3052225	Henipavirus nipahense	GO:0075111	symbiont-mediated suppression of host receptor-mediated signal transduction	unclassified	involved_in	PMID:29769705	DisProt	1	3
Q99929	ASCL2	9606	Homo sapiens	GO:0060712	spongiotrophoblast layer development	developmental process	involved_in	PMID:12917334	UniProt	1	2
Q99MH3	Hamp	10116	Rattus norvegicus	GO:1903413	cellular response to bile acid	response to stimulus	involved_in	PMID:19652645	RGD	1	12
Q99N27	Snx1	10116	Rattus norvegicus	GO:0016197	endosomal transport	localization	involved_in	PMID:11110793	RGD	1	1
Q9ASX9	BHLH144	3702	Arabidopsis thaliana	GO:0010089	xylem development	developmental process	involved_in	PMID:37897601	TAIR	1	1
Q9C5Q2	DPBF4	3702	Arabidopsis thaliana	GO:0010115	regulation of abscisic acid biosynthetic process	biological regulation	acts_upstream_of_or_within	PMID:32690755	TAIR	1	1
Q9C9H1	GIS3	3702	Arabidopsis thaliana	GO:0009736	cytokinin-activated signaling pathway	response to stimulus	acts_upstream_of_or_within	PMID:25640859	TAIR	1	1
Q9CAT6	OCT1	3702	Arabidopsis thaliana	GO:0015839	cadaverine transport	localization	acts_upstream_of_or_within	PMID:26905725	TAIR	1	2
Q9CQ69	Uqcrq	10090	Mus musculus	GO:0021539	subthalamus development	developmental process	involved_in	PMID:16901643	UniProt	1	8
Q9CQ69	Uqcrq	10090	Mus musculus	GO:0021548	pons development	developmental process	involved_in	PMID:16901643	UniProt	1	8
Q9CZV8	Fbxl20	10090	Mus musculus	GO:0099575	regulation of protein catabolic process at presynapse, modulating synaptic transmission	biological regulation	involved_in	PMID:17803915	SynGO	1	3
Q9DBV4	Mxra8	10090	Mus musculus	GO:0060857	establishment of glial blood-brain barrier	developmental process	involved_in	PMID:14603461	UniProt	1	1
Q9EPJ1	Twist1	10116	Rattus norvegicus	GO:0060021	roof of mouth development	developmental process	involved_in	PMID:11330859	RGD	1	3
Q9ES72	Ccn1	10116	Rattus norvegicus	GO:2000774	positive regulation of cellular senescence	biological regulation	involved_in	PMID:30371213	RGD	1	5
Q9FEY5	chs_H1	3486	Humulus lupulus	GO:0070141	response to UV-A	response to stimulus	involved_in	PMID:17002429	UniProt	1	1
Q9FHK4	EDR4	3702	Arabidopsis thaliana	GO:1900150	regulation of defense response to fungus	biological regulation	involved_in	PMID:25747881	UniProt	1	2
Q9FJ47	SAG12	3702	Arabidopsis thaliana	GO:0010623	programmed cell death involved in cell development	developmental process	involved_in	PMID:10380810	UniProt	1	12
Q9FJG9	RUG3	3702	Arabidopsis thaliana	GO:0072702	response to methyl methanesulfonate	response to stimulus	involved_in	PMID:28262819	UniProt	1	1
Q9FN30	At5g53970	3702	Arabidopsis thaliana	GO:0010189	vitamin E biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:16008101	TAIR	1	1
Q9FNL7	NPF5.2	3702	Arabidopsis thaliana	GO:0080052	response to histidine	response to stimulus	acts_upstream_of_or_within	PMID:15889294	TAIR	1	7
Q9FNL7	NPF5.2	3702	Arabidopsis thaliana	GO:0080053	response to phenylalanine	response to stimulus	acts_upstream_of_or_within	PMID:15889294	TAIR	1	7
Q9FVI6	HDG6	3702	Arabidopsis thaliana	GO:0009909	regulation of flower development	biological regulation	NOT|involved_in	PMID:17189287	TAIR	1	1
Q9FYS5	HMGIY2	4577	Zea mays	GO:2000014	regulation of endosperm development	biological regulation	involved_in	PMID:10864924	UniProt	1	1
Q9GZC8	sid-1	6239	Caenorhabditis elegans	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	biological regulation	involved_in	PMID:11834782	UniProt	1	1
Q9H2A9	CHST8	9606	Homo sapiens	GO:0042446	hormone biosynthetic process	biological regulation	involved_in	PMID:10988300	UniProt	1	1
Q9H4L7	SMARCAD1	9606	Homo sapiens	GO:0000018	regulation of DNA recombination	biological regulation	involved_in	PMID:11031099	UniProt	1	1
Q9I194	pvdQ	208964	Pseudomonas aeruginosa PAO1	GO:0071978	bacterial-type flagellum-dependent swarming motility	unclassified	involved_in	PMID:18245294	PseudoCAP	1	1
Q9I1Y7	cupA1	208964	Pseudomonas aeruginosa PAO1	GO:0072707	cellular response to sodium dodecyl sulfate	response to stimulus	involved_in	PMID:19638175	PseudoCAP	1	3
Q9I7U4	sls	7227	Drosophila melanogaster	GO:0007522	visceral muscle development	developmental process	involved_in	PMID:9548712	BHF-UCL	1	3
Q9I7U4	sls	7227	Drosophila melanogaster	GO:0007525	somatic muscle development	developmental process	involved_in	PMID:9548712	BHF-UCL	1	3
Q9JHS1	Epas1	10116	Rattus norvegicus	GO:1904655	positive regulation of lung alveolus development	biological regulation	involved_in	PMID:23962064	RGD	1	6
Q9JHY7	Birc5	10116	Rattus norvegicus	GO:0036216	cellular response to stem cell factor stimulus	response to stimulus	involved_in	PMID:15130521	RGD	1	5
Q9JI85	Nucb2	10116	Rattus norvegicus	GO:1990680	response to melanocyte-stimulating hormone	response to stimulus	involved_in	PMID:17036007	RGD	1	4
Q9JJ54	Hnrnpd	10116	Rattus norvegicus	GO:1990828	hepatocyte dedifferentiation	developmental process	involved_in	PMID:20102719	RGD	1	9
Q9JJZ1	Slc2a8	10116	Rattus norvegicus	GO:0007141	male meiosis I	unclassified	involved_in	PMID:11751619	RGD	1	1
Q9JKR5	Zdhhc2	10116	Rattus norvegicus	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	biological regulation	involved_in	PMID:19596852	SynGO	1	3
Q9JM05	Pias4	10090	Mus musculus	GO:0060887	limb epidermis development	developmental process	acts_upstream_of_or_within	PMID:10854042	UniProt	1	3
Q9JMB8	Cntn6	10090	Mus musculus	GO:0098688	parallel fiber to Purkinje cell synapse	cellular component	is_active_in	PMID:19672956	SynGO	1	4
Q9L268	ssgB	100226	Streptomyces coelicolor A3(2)	GO:0043934	sporulation	developmental process	involved_in	PMID:26002075	UniProt	1	5
Q9L268	ssgB	100226	Streptomyces coelicolor A3(2)	GO:0043936	asexual sporulation resulting in formation of a cellular spore	developmental process	involved_in	PMID:12111561	UniProt	1	5
Q9L268	ssgB	100226	Streptomyces coelicolor A3(2)	GO:0070590	spore wall biogenesis	developmental process	involved_in	PMID:26002075	UniProt	1	5
Q9LIE5	FHY3	3702	Arabidopsis thaliana	GO:0042753	positive regulation of circadian rhythm	biological regulation	acts_upstream_of_or_within	PMID:32152179	TAIR	1	1
Q9LIP9	GFAT1	3702	Arabidopsis thaliana	GO:0072720	response to dithiothreitol	response to stimulus	involved_in	PMID:30775776	UniProt	1	2
Q9LJ86	LTPG5	3702	Arabidopsis thaliana	GO:0140426	pathogen-associated molecular pattern receptor signaling pathway	response to stimulus	involved_in	PMID:17194768	UniProt	1	3
Q9LJI2	CCX3	3702	Arabidopsis thaliana	GO:0043157	response to cation stress	response to stimulus	acts_upstream_of_or_within	PMID:18775974	TAIR	1	1
Q9LME4	At1g22280	3702	Arabidopsis thaliana	GO:0010161	red light signaling pathway	response to stimulus	acts_upstream_of_or_within	PMID:18564962	TAIR	1	1
Q9LQL2	NPF7.3	3702	Arabidopsis thaliana	GO:0055075	potassium ion homeostasis	unclassified	acts_upstream_of_or_within	PMID:26508776	TAIR	1	2
Q9LU44	SF1	3702	Arabidopsis thaliana	GO:0008380	RNA splicing	metabolic process	acts_upstream_of_or_within	PMID:24580679	TAIR	1	1
Q9LUJ2	PCMP-H56	3702	Arabidopsis thaliana	GO:0010380	regulation of chlorophyll biosynthetic process	biological regulation	acts_upstream_of_or_within	PMID:19054358	TAIR	1	1
Q9LZP8	BZIP53	3702	Arabidopsis thaliana	GO:0006971	hypotonic response	response to stimulus	involved_in	PMID:15047879	UniProt	1	2
Q9M0G0	GGT3	3702	Arabidopsis thaliana	GO:0006805	xenobiotic metabolic process	response to stimulus	acts_upstream_of_or_within	PMID:17316176	TAIR	1	1
Q9M0H6	MAN5	3702	Arabidopsis thaliana	GO:1903927	response to cyanide	response to stimulus	involved_in	PMID:37510266	TAIR	1	1
Q9MAL9	GIF2	3702	Arabidopsis thaliana	GO:0045787	positive regulation of cell cycle	biological regulation	acts_upstream_of_or_within	PMID:19648231	TAIR	1	1
Q9NKV0	Mlf	7227	Drosophila melanogaster	GO:2000495	regulation of cell proliferation involved in compound eye morphogenesis	biological regulation	involved_in	PMID:12408803	FlyBase	1	1
Q9NP55	BPIFA1	9606	Homo sapiens	GO:0002395	immune response in nasopharyngeal-associated lymphoid tissue	response to stimulus	involved_in	PMID:21805676	UniProt	1	3
Q9NP55	BPIFA1	9606	Homo sapiens	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	response to stimulus	involved_in	PMID:21805676	UniProt	1	3
Q9NP61	ARFGAP3	9606	Homo sapiens	GO:0009306	protein secretion	localization	involved_in	PMID:11172815	UniProt	1	1
Q9NS37	CREBZF	9606	Homo sapiens	GO:0045814	negative regulation of gene expression, epigenetic	biological regulation	involved_in	PMID:15705566	UniProt	1	1
Q9P6S3	uds1	284812	Schizosaccharomyces pombe 972h-	GO:0140278	mitotic division septum assembly	unclassified	involved_in	PMID:20460254	PomBase	1	1
Q9PT68	foxd5-b	8355	Xenopus laevis	GO:0001840	neural plate development	developmental process	involved_in	PMID:10781939	UniProt	1	1
Q9PTX1	Pax-2	9031	Gallus gallus	GO:0072178	nephric duct morphogenesis	developmental process	involved_in	PMID:16790474	AgBase	1	2
Q9PTX1	Pax-2	9031	Gallus gallus	GO:0072179	nephric duct formation	developmental process	involved_in	PMID:12490201	AgBase	1	2
Q9PTX2	cirbp	8400	Aquarana catesbeiana	GO:0042750	hibernation	developmental process	involved_in	PMID:10817911	UniProt	1	1
Q9PWE8	TBX5	9031	Gallus gallus	GO:0003218	cardiac left ventricle formation	developmental process	involved_in	PMID:19727199	BHF-UCL	1	2
Q9PWE8	TBX5	9031	Gallus gallus	GO:0003281	ventricular septum development	developmental process	involved_in	PMID:19727199	BHF-UCL	1	2
Q9QX05	Tlr4	10116	Rattus norvegicus	GO:0016064	immunoglobulin mediated immune response	response to stimulus	involved_in	PMID:19257980	RGD	1	18
Q9QXQ7	Wnt5a	10116	Rattus norvegicus	GO:0099150	regulation of postsynaptic specialization assembly	biological regulation	involved_in	PMID:19332546	SynGO	1	12
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:0000422	autophagy of mitochondrion	metabolic process	involved_in	PMID:19783904	RGD	1	50
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:0019395	fatty acid oxidation	metabolic process	involved_in	PMID:17869249	RGD	1	50
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:1990845	adaptive thermogenesis	unclassified	involved_in	PMID:20363363	RGD	1	50
Q9QZ76	Mb	10116	Rattus norvegicus	GO:0031444	slow-twitch skeletal muscle fiber contraction	unclassified	involved_in	PMID:15981298	RGD	1	7
Q9QZA1	Phlda1	10116	Rattus norvegicus	GO:0021879	forebrain neuron differentiation	developmental process	involved_in	PMID:10428057	RGD	1	2
Q9QZF2	Gpc1	10090	Mus musculus	GO:2001016	positive regulation of skeletal muscle cell differentiation	biological regulation	involved_in	PMID:20100867	UniProt	1	1
Q9R103	Il12a	10116	Rattus norvegicus	GO:1990638	response to granulocyte colony-stimulating factor	response to stimulus	involved_in	PMID:12668156	RGD	1	1
Q9R189	Unc13d	10116	Rattus norvegicus	GO:0046903	secretion	localization	involved_in	PMID:10861235	RGD	1	1
Q9R1E9	Ccn2	10116	Rattus norvegicus	GO:0035963	cellular response to interleukin-13	response to stimulus	involved_in	PMID:21804025	RGD	1	11
Q9R1N9	Col13a1	10090	Mus musculus	GO:0001763	morphogenesis of a branching structure	developmental process	involved_in	PMID:11470398	UniProt	1	2
Q9R1T5	Aspa	10116	Rattus norvegicus	GO:0022010	central nervous system myelination	developmental process	involved_in	PMID:12524181	RGD	1	1
Q9RQ30	farA	485	Neisseria gonorrhoeae	GO:0015909	long-chain fatty acid transport	localization	involved_in	PMID:10447892	UniProt	1	1
Q9SAY1	SULTR1;1	3702	Arabidopsis thaliana	GO:1902358	sulfate transmembrane transport	localization	acts_upstream_of_or_within	PMID:18400935	TAIR	1	1
Q9SCS6	HR4	3702	Arabidopsis thaliana	GO:0043207	response to external biotic stimulus	response to stimulus	involved_in	PMID:17142483	UniProt	1	8
Q9SF85	ADK1	3702	Arabidopsis thaliana	GO:0080094	response to trehalose-6-phosphate	response to stimulus	acts_upstream_of_or_within	PMID:19193861	TAIR	1	1
Q9SJC4	NUDT6	3702	Arabidopsis thaliana	GO:0080151	positive regulation of salicylic acid mediated signaling pathway	biological regulation	acts_upstream_of_or_within	PMID:20181750	TAIR	1	2
Q9SKT1	ERF053	3702	Arabidopsis thaliana	GO:2000070	regulation of response to water deprivation	biological regulation	acts_upstream_of_or_within	PMID:22095047	TAIR	1	2
Q9SL45	SAUR10	3702	Arabidopsis thaliana	GO:0010202	response to low fluence red light stimulus	response to stimulus	involved_in	PMID:28586421	UniProt	1	8
Q9SQR3	D14	3702	Arabidopsis thaliana	GO:1902348	cellular response to strigolactone	response to stimulus	acts_upstream_of_or_within	PMID:24610723	TAIR	1	1
Q9SSA8	RAP2-12	3702	Arabidopsis thaliana	GO:0070483	detection of hypoxia	response to stimulus	acts_upstream_of_or_within	PMID:22020282	TAIR	1	1
Q9SUR6	CORI3	3702	Arabidopsis thaliana	GO:0006520	amino acid metabolic process	metabolic process	acts_upstream_of_or_within	PMID:16008101	TAIR	1	8
Q9SXY0	FAS1	3702	Arabidopsis thaliana	GO:0006310	DNA recombination	metabolic process	acts_upstream_of_or_within	PMID:16980538	TAIR	1	1
Q9SZ06	ERF109	3702	Arabidopsis thaliana	GO:0010928	regulation of auxin mediated signaling pathway	biological regulation	acts_upstream_of_or_within	PMID:29686365	TAIR	1	4
Q9TEM3	mcsA	227321	Aspergillus nidulans FGSC A4	GO:0019543	propionate catabolic process	metabolic process	acts_upstream_of_or_within	PMID:15066039	AspGD	1	1
Q9U6L5	Ebp	7227	Drosophila melanogaster	GO:0042628	mating plug formation	unclassified	involved_in	PMID:11267893	UniProt	1	1
Q9UBP5	HEY2	9606	Homo sapiens	GO:0097084	vascular associated smooth muscle cell development	developmental process	involved_in	PMID:15821257	UniProt	1	1
