species	gene	citation	correctness	source	relevance	cited_title	review_notes
human	SLC25A22	Reactome:R-HSA-442660	MISCITED	GOA	LOW	SLC-mediated transport of neurotransmitters	Reactome node describes the SLC6 plasma-membrane neurotransmitter transporters, not SLC25A22's mitochondrial glutamate/H+ symport; used to support an over-annotated neurotransmitter-transport term (GO:0006836).
human	SLC25A26	Reactome:R-HSA-549127	MISCITED	GOA	LOW	SLC-mediated transport of organic cations	"This Reactome pathway groups SLC22/OCT organic-cation transporters; it is a mismatched basis for the ""amine transport"" annotation on SAMC. The correct Reactome event for SAMC is R-HSA-8855062."
human	SLC25A3	PMID:23209302	MISCITED	GOA	LOW	KIF14 negatively regulates Rap1a-Radil signaling during breast cancer progression.	Full text available and searched; the paper is about KIF14 and the Rap1a- Radil pathway and does not mention SLC25A3, the phosphate carrier, or Q00325. It does not support a protein-complex-binding function for SLC25A3 in the cached (human-titled) record; the GOA IDA was assigned by MGI and presumably derives from a mouse Slc25a3 context not represented here.
human	SLC25A5	GO_REF:0000108	MISCITED	GOA	LOW	Automatic assignment of GO terms using logical inference, based on on inter-ontology links	"Inter-ontology inference produced ""adenine transport"" from the incorrect ""adenine transmembrane transporter activity""; ANT transports adenine nucleotides, not free adenine, so the inferred term has the wrong substrate."
human	SLC25A5	PMID:19116139	MISCITED	GOA	LOW	Capsaicin binds to prohibitin 2 and displaces it from the mitochondria to the nucleus.	This capsaicin/prohibitin-2 paper is cited (IMP) for ANT2 nucleotide-transport activity and adenine nucleotide transport, but it does not measure ANT2 transport; it supports only a prohibitin-2 co-purification (protein binding).
human	SLC25A5	PMID:2168878	MISCITED	GOA	MEDIUM	The human fibroblast adenine nucleotide translocator gene. Molecular cloning and sequence.	"Genomic cloning/sequence of the fibroblast (ANT2) gene; no transport assay and no localization experiment, yet cited (TAS) for ""adenine transmembrane transporter activity"" (wrong substrate) and ""plasma membrane"" location."
human	SLC6A6	PMID:26590417	MISCITED	GOA	LOW	Establishment and Dysfunction of the Blood-Brain Barrier.	General BBB review; cached text does not specifically establish SLC6A6 as a blood-brain-barrier taurine transporter. Weak support for the NAS transport-across-BBB annotation.
human	SLC6A6	PMID:30280653	MISCITED	GOA	LOW	Blood-Brain Barrier: From Physiology to Disease and Back.	Comprehensive BBB physiology review; cached text does not specifically establish an SLC6A6 BBB transport role. Weak support for the NAS annotation.
human	SLC6A8	PMID:8661155	MISCITED	GOA	LOW	The genomic organization of a human creatine transporter (CRTR) gene located in Xq28.	PubMed-verified as a genomic-organization paper; cited as TAS for muscle contraction (GO:0006936), which it does not directly establish. The muscle-contraction link is an indirect physiological inference, kept as non-core.
human	SMPD4	GO_REF:0000002	MISCITED	GOA	LOW	Gene Ontology annotation through association of InterPro records with GO terms	InterPro (IPR024129) is mapped to GO:0050290 sphingomyelinase D activity, which is the wrong reaction for SMPD4 (a type-C sphingomyelinase, EC 3.1.4.12). The pipeline correctly identifies an SMPD4-family function, but the target GO term is incorrect.
human	SPHK1	PMID:23106337	MISCITED	GOA	MEDIUM	Sphingosine 1-phosphate induces filopodia formation through S1PR2 activation of ERM proteins.	"PubMed-verified paper, but it does NOT support assigning ""sphingosine-1-phosphate receptor activity"" (GO:0038036) to SPHK1: the receptor is S1PR2. The SPHK1 GO:0038036 IMP citing this paper is a mis-assignment of receptor activity to the kinase."
human	SPHK2	PMID:12391145	MISCITED	GOA	LOW	Sphingosine kinase mediates vascular endothelial growth factor-induced activation of ras and mitogen-activated protein kinases.	Basis of the NAS 'small GTPase binding' annotation to SPHK2, but the paper attributes the Ras/MAPK effect to SPHK1 (siRNA against SPK1, not SPK2, blocks it) and never assays SPHK2-GTPase binding. Does not support the SPHK2 annotation.
human	SPHK2	PMID:23106337	MISCITED	GOA	LOW	Sphingosine 1-phosphate induces filopodia formation through S1PR2 activation of ERM proteins.	Cited for SPHK2 'S1P receptor activity' and 'sphingosine biosynthetic process' IMP/IGI, but this is an S1P/S1PR2 signaling study attributing S1P generation mainly to SPHK1; SPHK2 is not a receptor and does not synthesize sphingosine. Does not support those SPHK2 annotations.
human	SPTLC1	PMID:30242129	MISCITED	GOA	LOW	Complex formation of sphingomyelin synthase 1 with glucosylceramide synthase increases sphingomyelin and decreases glucosylceramide levels.	Full text is about SMS1 (SGMS1) and GCS (UGCG); it does not mention SPTLC1 or serine palmitoyltransferase. Used to annotate SPTLC1 to sphingomyelin biosynthetic process, a downstream terminus not assayed here; the SPTLC1 annotation is over-annotated/miscited.
human	SPTSSA	PMID:30242129	MISCITED	GOA	LOW	Complex formation of sphingomyelin synthase 1 with glucosylceramide synthase increases sphingomyelin and decreases glucosylceramide levels.	Full text does not mention SPTSSA/ssSPTa; the paper concerns the SMS1-GCS Golgi complex. The GOA sphingomyelin biosynthetic process IDA citing this paper is an over-annotation for SPTSSA.
human	ST6GAL1	PMID:16237761	MISCITED	GOA	LOW	Screening of hepatocyte proteins binding to F protein of hepatitis C virus by yeast two-hybrid system.	"Verified against the cached full text: a yeast two-hybrid screen for hepatocyte proteins binding HCV F protein, in which ""1 colony was sialyltransferase"" among 36 colonies, with no ST6GAL1-specific validation. This is a generic, weakly supported protein-binding (IPI) annotation that does not inform ST6GAL1 function and is recommended for removal."
human	STAR	PMID:18403318	MISCITED	GOA	MEDIUM	Intracellular cholesterol transporter StarD4 binds free cholesterol and increases cholesteryl ester formation.	Primarily a StarD4 (paralog) paper. It names StarD1/STAR only as the reference cholesterol-binding START protein, which supports the STAR cholesterol-binding IDA. Its bile-acid biosynthesis phenotype is a StarD4 property and does not support the STAR bile-acid regulation annotation (flagged over-annotated).
human	SYPL2	PMID:22926577	MISCITED	GOA	LOW	Quantitative proteomic analysis of human substantia nigra in Alzheimer's disease, Huntington's disease and Multiple sclerosis.	The PMID and title are correct and the full dataset may contain SYPL2, but adult disease-tissue proteomics does not support the asserted role in substantia nigra development. Abstract-only in the cache, so SYPL2's presence in the protein table could not be independently checked.
human	TH	PMID:17520326	MISCITED	GOA	MEDIUM	Oxygen dependence of tyrosine hydroxylase.	"Solid in vitro enzymology of TH oxygen (O2) Km, but it does NOT demonstrate a cellular ""response to hypoxia"" biological process; the GO:0001666 annotation over-interprets the enzyme oxygen-kinetics data."
human	TTC8	PMID:22302990	MISCITED	GOA	LOW	Direct role of Bardet-Biedl syndrome proteins in transcriptional regulation.	Study is BBS7-centric; the transcription/RNF2 role is proposed to extend to other BBS proteins. The GO:0061629 label also mischaracterizes RNF2 (a PRC1 E3 ligase) as an RNA Pol II transcription factor. Treat as over-annotation for TTC8.
human	UFD1	PMID:9063746	MISCITED	GOA	MEDIUM	UFD1L, a developmentally expressed ubiquitination gene, is deleted in CATCH 22 syndrome.	Title from UniProt reference list; not cached. Correctly supports the ubiquitin-dependent catabolic-process and developmental/22q11 context, but it is mis-cited for the cysteine-type deubiquitinase activity annotation (UFD1 is not a DUB).
human	UPP2	PMID:11278417	MISCITED	GOA	LOW	Uridine phosphorylase association with vimentin. Intracellular distribution and localization.	Studies UPP1 (the first-identified human uridine phosphorylase) and its vimentin association; published in 2001, two years before UPP2 was cloned (Johansson 2003). GOA annotations attributing type III intermediate filament localization (and the NAS cytosol / uridine metabolic process terms) to UPP2 from this paper are very likely a paralog mis-attribution. The general cytosolic-pool statement is nonetheless consistent with UPP2.
rat	Arsb	PMID:1682910	MISCITED	GOA	LOW	Inability of thiol compounds to restore CNS arylsulfatases inhibited by methyl mercury.	PubMed-verified. Shows methylmercury inhibits rat CNS arylsulfatase activity; used to support GO:0051597 response to methylmercury but the evidence is a toxicology observation, not evidence of Arsb participating in a biological response process.
rat	Arsb	PMID:2290353	MISCITED	GOA	LOW	Characterization of liver lysosomal enzyme activity in hepatocytes, Kupffer and endothelial cells during aging: effect of dietary restriction.	PubMed-verified. Shows age- and diet-dependent changes in hepatic lysosomal enzyme activities (including Arsb) but does not demonstrate that Arsb is a component of a nutrient-response pathway.
rat	Arsb	PMID:6137211	MISCITED	GOA	LOW	The effect of pH on the kinetics of arylsulphatases A and B.	PubMed-verified. Enzyme-kinetics study of pH dependence of rat liver arylsulphatases; used incorrectly to support GO:0009268 response to pH.
rat	Arsb	PMID:8037	MISCITED	GOA	MEDIUM	Autophagy-related changes of arylsulphatases A and B in rat liver lysosomes.	PubMed-verified. Sanghavi & Koenig 1976 describes arylsulphatase A/B activity ratio changes during hepatic autophagocytosis, with A converted to B by other lysosomal hydrolases active in autophagic vacuoles. The paper shows Arsb is a target/substrate of autophagic processing, not evidence that Arsb has a role in autophagy. Flagged for community adjudication under geneontology/go-annotation issue 6467.
yeast	CAF120	GO_REF:0000033	MISCITED	GOA	MEDIUM	Annotation inferences using phylogenetic trees	The IBA pipeline (PANTHER family PTN001969686) propagated protein kinase activity and signal transduction onto CAF120 from Arabidopsis MAP3K reference members that carry a kinase domain CAF120 lacks; the inference is not applicable to this gene.
yeast	NIT1	file:yeast/NIT1/NIT1-deep-research-falcon.md	MISCITED	review-only	LOW	Falcon deep research report for NIT1 (YIL164C)	Genuine late falcon artifact, retained for provenance. Its central functional claim for YIL164C is a paralog mis-attribution (it copies the NIT2/YJL126W dGSH-amidase characterization onto YIL164C); NOT used to support any functional annotation here. Flagged as a cautionary example of nitrilase-family over-annotation via name confusion.
yeast	YDJ1	PMID:10811660	MISCITED	GOA	NONE	Crystal structure and activity of human p23, a heat shock protein 90 co-chaperone.	The cached abstract is exclusively about human p23 and its Hsp90/progesterone-receptor chaperoning assays; it contains no YDJ1 experiment and does not support direct IDA provenance for the YDJ1 annotation. The reference is retained because the existing GOA annotation cites it.
DICDI	gbpC	PMID:18673369	WRONG_IDENTIFIER	GOA	NONE	The Legionella pneumophila phosphatidylinositol-4 phosphate-binding type IV substrate SidC recruits endoplasmic reticulum vesicles to a replication-permissive vacuole.	This PMID is a Legionella pneumophila SidC effector study with no relation to GbpC or cGMP binding. It is cited in GOA as the reference for GbpC cGMP binding (IDA) and regulation of chemotaxis (IMP); those functions are genuine but the identifier is mis-attributed. The correct GbpC references are PMID:12011437, PMID:18703517 and PMID:15827084.
DROME	insc	PMID:10973066	WRONG_IDENTIFIER	GOA	NONE	Genetics of heart development.	Cited (TAS) for insc sensory organ development, but this is a review of cardiac/heart development in zebrafish and Drosophila; the abstract does not mention inscuteable or sensory organs. Appears to be a wrong/mis-applied citation for this annotation; the sensory-organ-development role itself is real but should be sourced to a primary pI/SOP study (e.g. PMID:12526793).
SCHPO	sel0	PMID:9700395	WRONG_IDENTIFIER	GOA	NONE	Education and research: where are we going?	"This PMID resolves to a 1998 Australian Veterinary Journal editorial (""Education and research: where are we going?"", Niethe G) that has no connection to SelO, AMPylation, mitochondria or S. pombe. It appears in GOA as the reference for one ISO AMPylase-activity annotation (WITH/FROM UniProtKB:P31040, human SDHA). It is a spurious/erroneous identifier in the GOA source and cannot support any annotation. Per project policy the GOA id is not rewritten here; the AMPylase-activity annotation itself remains supportable from the other evidence lines (IBA/ISS/Rhea and PMID:30270044)."
