# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
A0A0R7I4J5	ARO:3000448;	GO:0005886; GO:0022857
A0A0S1NF91	ARO:3003637;	GO:0008658
A0A0S1RXN4	ARO:3001612;	GO:0008658
A0A0S1TQK5	ARO:3005335;	GO:0008658
A0A0S1Z236	ARO:3005343;	GO:0008658
A0A0S2QD65	ARO:3005731;	GO:0008658
A0A0S2QDB0	ARO:3005733;	GO:0008658
A0A0U1RKG0	ARO:3003961;	GO:0005886; GO:0015721; GO:0046677; GO:1990961
A0A0X1KWT7	ARO:3004364;	GO:0005886; GO:0009247; GO:0016746
A0A0X1KWU4	ARO:3007431;	
A0A0X1KX01	ARO:3004289;	GO:0008800
A0A0X1L243	ARO:3002681;	GO:0008811; GO:0046677
A0A0Y0NCS1	ARO:3005738;	GO:0008658
A0A0Z8ILU3	ARO:3003069;	GO:0006508; GO:0009002
A0A109ZYA7	ARO:3005737;	GO:0008658
A0A120MIJ6	ARO:3005739;	GO:0008658
A0A140HSF2	ARO:3005746;	GO:0008658
A0A142BVK9	ARO:3004442;	GO:0003924; GO:0005525; GO:0006412; GO:0032790; GO:0046677
A0A142CQG6	ARO:3004111;	
A0A142K3H0	ARO:3005748;	GO:0008658
A0A143J473	ARO:3001705;	GO:0008658
A0A1B0UTX3	ARO:3005741;	GO:0008658
A0A1B1FBI5	ARO:3005751;	GO:0008658
A0A1B1M202	ARO:3002881;	GO:0005524; GO:0016887
A0A1B1W3A5	ARO:3005761;	GO:0008658
A0A1B1W3A9	ARO:3005760;	GO:0008658
A0A1B1W3B0	ARO:3005754;	GO:0008658
A0A1B1W3B1	ARO:3005753;	GO:0008658
A0A1B1W3B5	ARO:3005759;	GO:0008658
A0A1B1W3B7	ARO:3005756;	GO:0008658
A0A1B1W3C0	ARO:3005757;	GO:0008658
A0A1B1W3C1	ARO:3005752;	GO:0008658
A0A1B1W3C3	ARO:3005755;	GO:0008658
A0A1B1W3C5	ARO:3005758;	GO:0008658
A0A1B1WXK8	ARO:3005762;	GO:0008658
A0A1B2JLG7	ARO:3003908;	GO:0000179; GO:0003723; GO:0005829
A0A1C2NDU2	ARO:3005763;	GO:0008658
A0A1C9UQT2	ARO:3005765;	GO:0008658
A0A1C9V0L9	ARO:3005766;	GO:0008658
A0A1D0AST6	ARO:3003918;	GO:0016740; GO:0046872
A0A1H7UEH6	ARO:3003742;	GO:0016740
A0A1L2CN48	ARO:3005018;	GO:0008800
A0A1L5BQA7	ARO:3007846;	GO:0008800; GO:0046872
A0A1L5IUP7	ARO:3004685;	GO:0005886; GO:0009244; GO:0016776
A0A1L5J0P0	ARO:3004515;	GO:0005886; GO:0009244; GO:0016776
A0A1M7HJQ7	ARO:3003206;	GO:0005524; GO:0016887
A0A1M7HJT6	ARO:3002626;	GO:0016779
A0A1P8ALJ1	ARO:3004514;	GO:0005886; GO:0009244; GO:0016776
A0A1Q0Y7N1	ARO:3004513;	GO:0005886; GO:0009244; GO:0016776
A0A1S5WIF6	ARO:3004686;	GO:0005886; GO:0009244; GO:0016776
A0A1S6PXP1	ARO:3005769;	GO:0008658
A0A1S7BGS4	ARO:3004185;	GO:0005886; GO:0008658; GO:0046677; GO:0071555; GO:0071972
A0A1T0CMP3	ARO:3004502;	GO:0005886; GO:0009244; GO:0016776
A0A1U7Q156	ARO:3004683;	GO:0016779
A0A1U9WYR3	ARO:3004687;	GO:0005886; GO:0009244; GO:0016776
A0A1U9ZNZ5	ARO:3005779;	GO:0008658
A0A1U9ZNZ8	ARO:3006048;	GO:0008658
A0A1U9ZP02	ARO:3005783;	GO:0008658
A0A1U9ZP05	ARO:3005782;	GO:0008658
A0A1U9ZP07	ARO:3005781;	GO:0008658
A0A1U9ZP10	ARO:3005778;	GO:0008658
A0A1U9ZP12	ARO:3005784;	GO:0008658
A0A1U9ZP15	ARO:3005785;	GO:0008658
A0A1U9ZP20	ARO:3005780;	GO:0008658
A0A1U9ZP30	ARO:3005786;	GO:0008658
A0A1V0FXG7	ARO:3005788;	GO:0008658
A0A1V0FXJ2	ARO:3005787;	GO:0008658
A0A1V3TWQ6	ARO:3008195;	GO:0016787; GO:0046872
A0A1V3U318	ARO:3005525;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A218N6R2	ARO:3004139;	GO:0005886; GO:0009244; GO:0016776
A0A220QJ88	ARO:3004194;	GO:0005886; GO:0009244; GO:0016776
A0A220SXE7	ARO:3004507;	GO:0005886; GO:0009244; GO:0016776
A0A220T316	ARO:3004506;	GO:0005886; GO:0009244; GO:0016776
A0A220T317	ARO:3004501;	GO:0005886; GO:0009244; GO:0016776
A0A222YQC1	ARO:3004325;	GO:0005886; GO:0009244; GO:0016776
A0A223HCK8	ARO:3004508;	GO:0005886; GO:0009244; GO:0016776
A0A223HCL6	ARO:3004509;	GO:0005886; GO:0009244; GO:0016776
A0A223HCL9	ARO:3004510;	GO:0005886; GO:0009244; GO:0016776
A0A223LLJ7	ARO:3004505;	GO:0005886; GO:0009244; GO:0016776
A0A223LYM0	ARO:3004662;	GO:0005886; GO:0009244; GO:0016776
A0A239SR06	ARO:3001459;	GO:0008658; GO:0008800
A0A242U8E0	ARO:3006017;	GO:0008658
A0A264VM54	ARO:3000175;	GO:0005886; GO:0012505; GO:0022857
A0A269PA32	ARO:3002703;	GO:0005886; GO:0022857
A0A291R8R8	ARO:3004544;	GO:0016740
A0A2C9PIR5	ARO:3004688;	GO:0005886; GO:0009244; GO:0016776
A0A2D0WKG7	ARO:3007246;	GO:0005886; GO:0009244; GO:0016776
A0A2D2CLF7	ARO:3004504;	GO:0005886; GO:0009244; GO:0016776
A0A2I1IE31	ARO:3000478;	GO:0005886; GO:0022857
A0A2I7QFI7	ARO:3004517;	GO:0005886; GO:0009244; GO:0016776
A0A2L1KH00	ARO:3000858;	GO:0008168; GO:0032259
A0A2N9DMG9	ARO:3004730;	GO:0005524; GO:0016887
A0A2P1E8M5	ARO:3004697;	GO:0005886; GO:0009244; GO:0016776
A0A2P1E8M6	ARO:3004696;	GO:0005886; GO:0009244; GO:0016776
A0A2P1E8M8	ARO:3004694;	GO:0005886; GO:0009244; GO:0016776
A0A2P1GIS1	ARO:3004698;	GO:0005886; GO:0009244; GO:0016776
A0A2P1GIX7	ARO:3004690;	GO:0005886; GO:0009244; GO:0016776
A0A2R3ILD5	ARO:3008700;	GO:0008658
A0A2R4BSJ9	ARO:3002826;	GO:0046677
A0A2R4PDX6	ARO:3002712;	
A0A2R4SEK3	ARO:3004693;	GO:0005886; GO:0009244; GO:0016776
A0A2S0RIP3	ARO:3005340;	GO:0008658
A0A2S1CWQ4	ARO:3005852;	GO:0008658; GO:0008800
A0A2S1CWQ8	ARO:3005849;	GO:0008658; GO:0008800
A0A2S1CWR0	ARO:3005848;	GO:0008658; GO:0008800
A0A2S1CWR2	ARO:3005847;	GO:0008658; GO:0008800
A0A2S1CWR3	ARO:3005846;	GO:0008658; GO:0008800
A0A2S1CWR4	ARO:3005850;	GO:0008658; GO:0008800
A0A2S1CWR8	ARO:3005855;	GO:0008658; GO:0008800
A0A2S1CWR9	ARO:3005853;	GO:0008658; GO:0008800
A0A2S1CWV8	ARO:3005845;	GO:0008658; GO:0008800
A0A2S1CWW6	ARO:3005837;	GO:0008658; GO:0008800
A0A2S1CWX1	ARO:3005843;	GO:0008658; GO:0008800
A0A2S1PIQ0	ARO:3004511;	GO:0005886; GO:0009244; GO:0016776
A0A2T2XVU1	ARO:3007137;	GO:0005886; GO:0009244; GO:0016776
A0A2U2RQW4	ARO:3004626;	GO:0000179; GO:0003723
A0A2U3QMI1	ARO:3007235;	GO:0005886; GO:0009244; GO:0016776
A0A2U7N1R5	ARO:3007289;	GO:0005886; GO:0009244; GO:0016776
A0A2U8JD02	ARO:3005869;	GO:0008658
A0A2U8QNQ8	ARO:3007269;	GO:0005886; GO:0009244; GO:0016776
A0A2U8QNR0	ARO:3007249;	GO:0005886; GO:0009244; GO:0016776
A0A2U8QNR1	ARO:3007252;	GO:0005886; GO:0009244; GO:0016776
A0A2U8QNR4	ARO:3007263;	GO:0005886; GO:0009244; GO:0016776
A0A2U8QNR5	ARO:3007278;	GO:0005886; GO:0009244; GO:0016776
A0A2U8QP17	ARO:3007260;	GO:0005886; GO:0009244; GO:0016776
A0A2Z4C173	ARO:3004500;	GO:0005886; GO:0009244; GO:0016776
A0A2Z4XG32	ARO:3007113;	
A0A2Z5FPP9	ARO:3005877;	GO:0008658; GO:0008800
A0A2Z5V8V3	ARO:3004689;	GO:0005886; GO:0009244; GO:0016776
A0A345AH93	ARO:3005121;	GO:0005524; GO:0016887
A0A345DIU0	ARO:3007282;	GO:0005886; GO:0009244; GO:0016776
A0A345N8B6	ARO:3005984;	GO:0008658
A0A345N8B7	ARO:3005985;	GO:0008658
A0A345T8M0	ARO:3007231;	GO:0005886; GO:0009244; GO:0016776
A0A346AHP4	ARO:3007279;	GO:0005886; GO:0009244; GO:0016776
A0A346D4M6	ARO:3007229;	GO:0005886; GO:0009244; GO:0016776
A0A346FWD3	ARO:3003209;	GO:0016740
A0A346ML61	ARO:3005938;	GO:0008658
A0A346MLI2	ARO:3005939;	GO:0008658
A0A346MLI3	ARO:3005940;	GO:0008658
A0A346MLI9	ARO:3005886;	GO:0008658
A0A346NSW7	ARO:3007228;	GO:0005886; GO:0009244; GO:0016776
A0A367XSY6	ARO:3000183;	GO:0005886; GO:0022857
A0A380FZY8	ARO:3003552;	
A0A380U900	ARO:3001736;	GO:0008658; GO:0008800
A0A385I6J0	ARO:3005888;	GO:0008658
A0A3A6V655	ARO:3004100;	GO:0005886; GO:0042910
A0A3B7M633	ARO:3005932;	GO:0008658
A0A3G1SVT6	ARO:3005887;	GO:0008658; GO:0008800
A0A3G2LIY6	ARO:3005982;	GO:0008658
A0A3G2SXX6	ARO:3005342;	GO:0008658
A0A3G3C2T4	ARO:3005943;	GO:0008658
A0A3G3C2T8	ARO:3005950;	GO:0008658
A0A3G3C2U8	ARO:3005927;	GO:0008658
A0A3G3C2V2	ARO:3005946;	GO:0008658
A0A3G3C2V3	ARO:3005942;	GO:0008658
A0A3G3C2V4	ARO:3005969;	GO:0008658
A0A3G3C2V7	ARO:3005961;	GO:0008658
A0A3G3C2V8	ARO:3005894;	GO:0008658
A0A3G3C2V9	ARO:3005944;	GO:0008658
A0A3G3C2W0	ARO:3005954;	GO:0008658
A0A3G3C2W1	ARO:3005945;	GO:0008658
A0A3G3C2W4	ARO:3005971;	GO:0008658
A0A3G3C2W6	ARO:3005958;	GO:0008658
A0A3G3C2W8	ARO:3005952;	GO:0008658
A0A3G3C2W9	ARO:3005951;	GO:0008658
A0A3G3C2X0	ARO:3005964;	GO:0008658
A0A3G3C2X2	ARO:3005953;	GO:0008658
A0A3G3C2X3	ARO:3005979;	GO:0008658
A0A3G3C2X4	ARO:3005968;	GO:0008658
A0A3G3C2X5	ARO:3005960;	GO:0008658
A0A3G3C2X6	ARO:3005962;	GO:0008658
A0A3G3C2X8	ARO:3005974;	GO:0008658
A0A3G3C2Y1	ARO:3005963;	GO:0008658
A0A3G3C2Y4	ARO:3005972;	GO:0008658
A0A3G3C2Y5	ARO:3005970;	GO:0008658
A0A3G3C2Z0	ARO:3005978;	GO:0008658
A0A3G3C2Z1	ARO:3005973;	GO:0008658
A0A3G3C2Z9	ARO:3005980;	GO:0008658
A0A3G3C310	ARO:3005947;	GO:0008658
A0A3G3C313	ARO:3005955;	GO:0008658
A0A3G3C324	ARO:3005965;	GO:0008658
A0A3G3C333	ARO:3005975;	GO:0008658
A0A3G3C364	ARO:3005948;	GO:0008658
A0A3G3C376	ARO:3005956;	GO:0008658
A0A3G3C384	ARO:3005966;	GO:0008658
A0A3G3C391	ARO:3005976;	GO:0008658
A0A3G3C3F4	ARO:3005949;	GO:0008658
A0A3G3C3F9	ARO:3005957;	GO:0008658
A0A3G3C3G9	ARO:3005967;	GO:0008658
A0A3G3C3H5	ARO:3005977;	GO:0008658
A0A3G5R306	ARO:3005986;	GO:0008658
A0A3G5R349	ARO:3005988;	GO:0008658
A0A3G6YJS4	ARO:3005981;	GO:0008658
A0A3N5CCY8	ARO:3002634;	GO:0016740
A0A3Q9D3I0	ARO:3004627;	
A0A3R7IWB8	ARO:3000592;	GO:0000179; GO:0003723; GO:0005829
A0A3R8UYC7	ARO:3002799;	
A0A3S4MI35	ARO:3000803;	GO:0005886; GO:0022857; GO:0046677; GO:0051301
A0A3S4MW49	ARO:3000806;	GO:0016020
A0A3S4N2H9	ARO:3000809;	GO:0009279; GO:0015562
A0A3S4PV57	ARO:3003698;	GO:0005886; GO:0022857; GO:0046677; GO:0051301
A0A3S5E4R3	ARO:3004074;	GO:0005886; GO:0042910; GO:0051301
A0A3S5E5B5	ARO:3003680;	GO:0015562; GO:0030313; GO:1990281
A0A3T0VFV8	ARO:3004516;	GO:0005886; GO:0009244; GO:0016776
A0A3Z2FBL0	ARO:3000826;	GO:0003677; GO:0006351; GO:0045893
A0A411JIA0	ARO:3007240;	GO:0005886; GO:0009244; GO:0016776
A0A411KB65	ARO:3007272;	GO:0005886; GO:0009244; GO:0016776
A0A411PZG7	ARO:3007244;	GO:0005886; GO:0009244; GO:0016776
A0A411PZG9	ARO:3007238;	GO:0005886; GO:0009244; GO:0016776
A0A412CHK0	ARO:3004191;	GO:0016740
A0A418JI65	ARO:3004085;	GO:0016740
A0A426FGS5	ARO:3003106;	GO:0000179; GO:0003723
A0A443VXL6	ARO:3002790;	
A0A446ZKA9	ARO:3006020;	GO:0008658; GO:0008800
A0A448BG55	ARO:3005040;	GO:0005886; GO:0015031
A0A448BGH9	ARO:3003693;	GO:0005886; GO:0042910; GO:0051301
A0A448BTW6	ARO:3003682;	GO:0009279; GO:0015288; GO:0015562; GO:1990281
A0A448BXR1	ARO:3000807;	GO:0015562; GO:0051301; GO:1990281
A0A482KCY4	ARO:3006002;	GO:0008658
A0A482KCY6	ARO:3006005;	GO:0008658
A0A482KDT9	ARO:3005998;	GO:0008658
A0A482KF23	ARO:3006003;	GO:0008658
A0A482KF59	ARO:3006000;	GO:0008658
A0A482KFX8	ARO:3005999;	GO:0008658
A0A482KIG4	ARO:3006004;	GO:0008658
A0A482KJ07	ARO:3005997;	GO:0008658
A0A482KK61	ARO:3006001;	GO:0008658
A0A482KK77	ARO:3006019;	GO:0008658
A0A494J410	ARO:3004811;	GO:0016787; GO:0046872
A0A499PUN5	ARO:3005863;	GO:0008658
A0A499Q015	ARO:3005864;	GO:0008658
A0A499Q779	ARO:3005339;	GO:0008658
A0A4D6NYC2	ARO:3006023;	GO:0008658
A0A4D6NZ54	ARO:3005344;	GO:0008658
A0A4D6P0I4	ARO:3006975;	GO:0008800
A0A4P7XPD4	ARO:3000789;	GO:0005886; GO:0022857; GO:0046677
A0A4P8PDG7	ARO:3006025;	GO:0008658
A0A4P8PDX1	ARO:3006028;	GO:0008658
A0A4P8PHH8	ARO:3006026;	GO:0008658
A0A4P9D735	ARO:3007281;	GO:0005886; GO:0009244; GO:0016776
A0A4P9I9F5	ARO:3007237;	GO:0005886; GO:0009244; GO:0016776
A0A4Q7BT30	ARO:3001608;	GO:0008658
A0A4Q8P8C1	ARO:3003210;	GO:0016740; GO:0046872
A0A4V0NNF9	ARO:3005866;	GO:0008658
A0A4V1HCP8	ARO:3006029;	GO:0008658
A0A4Y1NLF0	ARO:3007261;	GO:0005886; GO:0009244; GO:0016776
A0A4Y1NLV5	ARO:3007262;	GO:0005886; GO:0009244; GO:0016776
A0A515HHK0	ARO:3003741;	GO:0016740
A0A515HHK5	ARO:3003109;	GO:0005524; GO:0016887
A0A516EYX3	ARO:3007239;	GO:0005886; GO:0009244; GO:0016776
A0A5B9DV56	ARO:3005060;	GO:0008658; GO:0008800
A0A5C0PB15	ARO:3006036;	GO:0008658
A0A5C0PBH6	ARO:3006035;	GO:0008658
A0A5C0PCS9	ARO:3006038;	GO:0008658
A0A5C0PD85	ARO:3006034;	GO:0008658
A0A5C0PDI2	ARO:3006037;	GO:0008658
A0A5C0PW25	ARO:3006042;	GO:0008658
A0A5C0PWT7	ARO:3005138;	GO:0008658
A0A5E4USJ8	ARO:3008567;	GO:0008658; GO:0008800
A0A5E5P3G6	ARO:3008674;	GO:0008658
A0A5J6WXP6	ARO:3002801;	
A0A5K1KBV9	ARO:3006027;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A5K6TI91	ARO:3007227;	GO:0005886; GO:0009244; GO:0016776
A0A5K7U7Z4	ARO:3007032;	GO:0000179; GO:0003723; GO:0005829
A0A5K7YC16	ARO:3002573;	GO:0016747
A0A5P1MSY4	ARO:3002848;	
A0A5P2YAB1	ARO:3006045;	GO:0008658
A0A5P2YAB2	ARO:3006044;	GO:0008658
A0A5P2YAC2	ARO:3006049;	GO:0008658
A0A5P2YAC4	ARO:3006054;	GO:0008658
A0A5P2YAC6	ARO:3006055;	GO:0008658
A0A5P2YAD4	ARO:3006064;	GO:0008658
A0A5P2YAD7	ARO:3006059;	GO:0008658
A0A5P2YAE0	ARO:3006053;	GO:0008658
A0A5P2YAE5	ARO:3006074;	GO:0008658
A0A5P2YAE6	ARO:3006073;	GO:0008658
A0A5P2YAE9	ARO:3006068;	GO:0008658
A0A5P2YAF0	ARO:3006063;	GO:0008658
A0A5P2YAF5	ARO:3006083;	GO:0008658
A0A5P2YAF6	ARO:3006084;	GO:0008658
A0A5P2YAG0	ARO:3006072;	GO:0008658
A0A5P2YAG3	ARO:3006078;	GO:0008658
A0A5P2YAH1	ARO:3006082;	GO:0008658
A0A5P2YAQ6	ARO:3006046;	GO:0008658
A0A5P2YAR3	ARO:3006056;	GO:0008658
A0A5P2YAR8	ARO:3006065;	GO:0008658
A0A5P2YAS1	ARO:3006052;	GO:0008658
A0A5P2YAS2	ARO:3006075;	GO:0008658
A0A5P2YAS3	ARO:3006051;	GO:0008658
A0A5P2YAT3	ARO:3006062;	GO:0008658
A0A5P2YAT5	ARO:3006061;	GO:0008658
A0A5P2YAU2	ARO:3006071;	GO:0008658
A0A5P2YAU4	ARO:3006070;	GO:0008658
A0A5P2YAV0	ARO:3006050;	GO:0008658
A0A5P2YAV1	ARO:3006081;	GO:0008658
A0A5P2YAV2	ARO:3006047;	GO:0008658
A0A5P2YAV3	ARO:3006080;	GO:0008658
A0A5P2YAV4	ARO:3006060;	GO:0008658
A0A5P2YAV8	ARO:3006057;	GO:0008658
A0A5P2YAW5	ARO:3006069;	GO:0008658
A0A5P2YAW6	ARO:3006066;	GO:0008658
A0A5P2YAX0	ARO:3006079;	GO:0008658
A0A5P2YAX2	ARO:3006076;	GO:0008658
A0A5P2YAY0	ARO:3006058;	GO:0008658
A0A5P2YAY6	ARO:3006067;	GO:0008658
A0A5P2YAZ1	ARO:3006077;	GO:0008658
A0A5P9LNK0	ARO:3007270;	GO:0005886; GO:0009244; GO:0016776
A0A5S9ED61	ARO:3002714;	
A0A5S9GFD5	ARO:3007273;	GO:0005886; GO:0009244; GO:0016776
A0A5S9MQZ5	ARO:3008197;	GO:0016787; GO:0046872
A0A644TED6	ARO:3003727;	GO:0008360; GO:0009252; GO:0016755; GO:0071555
A0A644U616	ARO:3003724;	
A0A654KZH1	ARO:3001615;	GO:0008658
A0A654KZV8	ARO:3000774;	GO:0005886; GO:0022857; GO:0046677
A0A6A2KTQ9	ARO:3006089;	GO:0008658
A0A6B7HNQ5	ARO:3005668;	GO:0016787; GO:0046872
A0A6B9PPR3	ARO:3007234;	GO:0005886; GO:0009244; GO:0016776
A0A6B9S106	ARO:3005341;	GO:0008658
A0A6C0NE92	ARO:3001805;	GO:0008658
A0A6C0VU12	ARO:3006094;	GO:0008658
A0A6C0VU86	ARO:3006090;	GO:0008658
A0A6C0VVH7	ARO:3006095;	GO:0008658
A0A6C0VW24	ARO:3005136;	GO:0008658
A0A6C0W024	ARO:3006091;	GO:0008658
A0A6C6ZK19	ARO:3000504;	GO:0003677; GO:0003700; GO:0005507; GO:0005737; GO:0006351; GO:0045893
A0A6C6ZLV9	ARO:3004113;	GO:0016740; GO:0046872
A0A6C7ASW7	ARO:3000791;	GO:0009279; GO:0015562
A0A6D1NXG9	ARO:3007247;	GO:0005886; GO:0009244; GO:0016776
A0A6D1NZU5	ARO:3007243;	GO:0005886; GO:0009244; GO:0016776
A0A6D1P077	ARO:3005024;	
A0A6F8Z5G7	ARO:3005336;	GO:0008658
A0A6G5ZY27	ARO:3005089;	GO:0005886; GO:0022857
A0A6G5ZYM1	ARO:3005087;	GO:0005524; GO:0016887
A0A6G8F8N2	ARO:3003189;	
A0A6G8J0G4	ARO:3006100;	GO:0008658
A0A6G8J0G7	ARO:3006101;	GO:0008658
A0A6G9QP86	ARO:3002791;	
A0A6H2TXZ6	ARO:3005012;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A6H2TY05	ARO:3005013;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A6I0LAE8	ARO:3000522;	GO:0000179; GO:0003723; GO:0005829
A0A6I4THL7	ARO:3006873;	GO:0008800
A0A6J4E5K8	ARO:3007200;	GO:0008800
A0A6M4NM01	ARO:3006102;	GO:0008658
A0A6N1MDR0	ARO:3001737;	GO:0008658
A0A6N7WRB0	ARO:3004629;	GO:0016410; GO:0046677
A0A6P1VA04	ARO:3002961;	GO:0004180; GO:0006508
A0A7D3QFM0	ARO:3007033;	GO:0000179; GO:0003723; GO:0005829
A0A7D6LH10	ARO:3007268;	GO:0005886; GO:0009244; GO:0016776
A0A7D6LJP8	ARO:3007248;	GO:0005886; GO:0009244; GO:0016776
A0A7G4UBT5	ARO:3007267;	GO:0005886; GO:0009244; GO:0016776
A0A7G4UBT7	ARO:3007257;	GO:0005886; GO:0009244; GO:0016776
A0A7G4UBT8	ARO:3007250;	GO:0005886; GO:0009244; GO:0016776
A0A7G4XQD6	ARO:3007251;	GO:0005886; GO:0009244; GO:0016776
A0A7G7NAL9	ARO:3007271;	GO:0005886; GO:0009244; GO:0016776
A0A7G7NAM0	ARO:3007264;	GO:0005886; GO:0009244; GO:0016776
A0A7H1D0G9	ARO:3005331;	GO:0008658
A0A7H1D0H0	ARO:3005330;	GO:0008658
A0A7H9DQT7	ARO:3005461;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A7H9SQK8	ARO:3006096;	GO:0008658
A0A7H9SU61	ARO:3006097;	GO:0008658
A0A7R7IBD0	ARO:3006117;	GO:0008658
A0A7S4U4F4	ARO:3007042;	GO:0005524; GO:0016887
A0A7S5YVB8	ARO:3006112;	GO:0008658; GO:0008800
A0A7T7ZWK6	ARO:3004814;	GO:0016787; GO:0046872
A0A7U1GEY7	ARO:3006124;	GO:0008658
A0A7U7IBS1	ARO:3007010;	GO:0005886; GO:0022857; GO:0046677
A0A7U7IEH4	ARO:3000565;	GO:0005886; GO:0022857
A0A7X0TV67	ARO:3003745;	GO:0005886; GO:0022857
A0A7X5SXF0	ARO:3007645;	GO:0005524; GO:0016887
A0A7Y3WV30	ARO:3006105;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A829QAF6	ARO:3000603;	GO:0000179; GO:0003723
A0A833FHH9	ARO:3000196;	GO:0003924; GO:0005525; GO:0006412; GO:0032790; GO:0046677
A0A836LXQ2	ARO:3001630;	GO:0008658; GO:0008800
A0A844XNQ5	ARO:3006886;	GO:0008800
A0A849B8H7	ARO:3004332;	GO:0005886; GO:0009244; GO:0016776
A0A891LY49	ARO:3006125;	GO:0008658
A0A891M1Z7	ARO:3006127;	GO:0008658
A0A8A5TME2	ARO:3008729;	GO:0008658
A0A8A5TNM9	ARO:3008731;	GO:0008658
A0A8A5TT56	ARO:3004637;	
A0A8A5TVT9	ARO:3008730;	GO:0008658
A0A8D6XUE8	ARO:3002612;	GO:0009012
A0A8E0FMX6	ARO:3005162;	GO:0046872
A0A8E7DAJ6	ARO:3007211;	GO:0008800; GO:0046872
A0A8E7DD97	ARO:3007212;	GO:0008800; GO:0046872
A0A8E8H1B3	ARO:3002605;	GO:0009012
A0A8F1SWS8	ARO:3002531;	GO:0016747
A0A8F1SXH8	ARO:3002529;	GO:0016747
A0A8F2XW81	ARO:3008434;	GO:0008658
A0A8F5JTV0	ARO:3007285;	GO:0005886; GO:0009244; GO:0016776
A0A8G1EJF0	ARO:3008456;	GO:0008658
A0A8I2ISM6	ARO:3002788;	
A0A9D2G3I2	ARO:3002833;	GO:0005524; GO:0016887
A0A9Q8L3C1	ARO:3007533;	GO:0005886; GO:0009244; GO:0016776
A0A9R0CE91	ARO:3007671;	
A0A9X7KY28	ARO:3005350;	GO:0004146; GO:0009410
A0AA37ZE47	ARO:3002781;	
A0AA42JX62	ARO:3004441;	GO:0012505; GO:0016020; GO:0022857
A0AAD0HCZ0	ARO:3000783;	GO:0005886; GO:0022857; GO:0046677
A0AAE2E994	ARO:3004660;	GO:0008811; GO:0046677
A0AAE6WTW7	ARO:3008426;	GO:0008658
A0AAE7DR41	ARO:3004503;	GO:0005886; GO:0009244; GO:0016776
A0AAE9M5D9	ARO:3006018;	GO:0008658
A0AAJ2MLZ9	ARO:3003746;	GO:0005524; GO:0016887
A0AAJ3NAK1	ARO:3005699;	GO:0008800
A0AAJ6IGF7	ARO:3005868;	GO:0008658
A0AAJ6IJG8	ARO:3004682;	GO:0009012
A0AAJ6K362	ARO:3002844;	GO:0016746; GO:0046677
A0AAN3YXU6	ARO:3002587;	GO:0016747
A0AAP2FP36	ARO:3002406;	GO:0008800; GO:0030655; GO:0046677
A0AAU8UT28	ARO:3005690;	GO:0016787; GO:0046872
A0AAU9BZX6	ARO:3007370;	GO:0016740; GO:0046872
A0AAV3K082	ARO:3001614;	GO:0008658
A0AAV3KYJ2	ARO:3002957;	
A0AAW5LT46	ARO:3002631;	GO:0016779
A0AAW7V2V9	ARO:3004379;	GO:0005886; GO:0022857
A0AAW8JK38	ARO:3008758;	GO:0008658
A0AAW8RWI6	ARO:3002636;	
A0AAW8TGJ2	ARO:3007019;	GO:0005886; GO:0022857
A0AAW8TIA5	ARO:3004470;	GO:0005524; GO:0016887
A0AAW9W6V2	ARO:3000025;	GO:0005524; GO:0005886; GO:0015421; GO:0016887
A0AAX3AIK4	ARO:3003839;	GO:0005886; GO:0022857
A0AAX3AIY5	ARO:3002708;	
A0AAX3AJQ0	ARO:3000316;	
A0AB33ILF4	ARO:3002720;	
A0AB34DJR2	ARO:3002514;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0AB35LIB0	ARO:3002872;	GO:0016740
A0ACM8Q8E3	ARO:3002709;	
A0R2P5	ARO:3000181;	GO:0005886; GO:0022857
A0SNL9	ARO:3002830;	GO:0005524; GO:0016887; GO:0046872
A5JUZ6	ARO:3001636;	GO:0008658; GO:0008800
A7L3K4	ARO:3002725;	
A7L3U5	ARO:3002721;	
A7LKA5	ARO:3001440;	GO:0008658
A7ULA4	ARO:3002792;	
A8CXJ0	ARO:3002838;	GO:0016740
A8D3M5	ARO:3002731;	
A8D3N0	ARO:3002723;ARO:3003188;	
A8GGW7	ARO:3006996;	GO:0008800
A8HDA6	ARO:3001633;	GO:0008658
A8HDA8	ARO:3001634;	GO:0008658
A8HG46	ARO:3002722;	
A8JZR5	ARO:3001638;	GO:0008658
A8JZR6	ARO:3001639;	GO:0008658
A8JZR7	ARO:3001640;	GO:0008658
A8JZR8	ARO:3001641;	GO:0008658
A8JZR9	ARO:3001642;	GO:0008658
A8JZS0	ARO:3001643;	GO:0008658
A8RR43	ARO:3000217;	GO:0008658
