protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0016020,membrane,,,HDA,,Experimental,PMID:19946888,Defining the membrane proteome of NK cells.,,,HDA evidence for membrane localization from NK cell proteomics study. This is very general compared to the specific ER membrane localization established by other studies.,ACCEPT,"While less specific than ER membrane annotations, this high-throughput data confirms DHCR24 is membrane-associated, consistent with its ER membrane localization [PMID:19946888].",Defining the membrane proteome of NK cells,PMID:19946888,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",,,IDA,,Experimental,PMID:11519011,"Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis.",,,IDA evidence for specific oxidoreductase activity. This accurately describes DHCR24 mechanism - it reduces C-C double bonds (delta-24) using NADPH as electron donor.,ACCEPT,Direct experimental demonstration that DHCR24 is an oxidoreductase acting on CH-CH groups (the delta-24 double bond) with NADPH as acceptor. This is more specific than general oxidoreductase activity [PMID:11519011].,Conversion of desmosterol to cholesterol by DHCR24 in vitro is strictly dependent on reduced nicotinamide adenine dinucleotide phosphate,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006695,cholesterol biosynthetic process,,,ISS,,ISS,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,ISS annotation for cholesterol biosynthetic process based on sequence similarity. This is a duplicate annotation but correctly identifies a core function.,ACCEPT,Sequence similarity-based annotation that correctly identifies DHCR24 role in cholesterol biosynthesis. This is validated by experimental evidence [PMID:11519011].,desmosterolosis is a cholesterol-biosynthesis disorder caused by mutations in DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0019899,enzyme binding,,,IPI,,Experimental,PMID:15577914,Regulation of cellular response to oncogenic and oxidative stress by Seladin-1.,,,IPI evidence for enzyme binding from the seladin-1 stress response paper. DHCR24/seladin-1 binds to Mdm2 (an E3 ubiquitin ligase) to regulate p53. This is a non-core stress response function.,KEEP_AS_NON_CORE,"DHCR24/seladin-1 binds the E3 ubiquitin ligase Mdm2 during stress response, affecting p53 regulation. This is a validated but non-core function distinct from its primary enzymatic role [PMID:15577914].","Seladin-1 binds p53 amino terminus and displaces E3 ubiquitin ligase Mdm2 from p53... Additionally, Seladin-1 associates with Mdm2 independently of p53",PMID:15577914,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0043588,skin development,,,ISS,,ISS,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,"ISS annotation for skin development based on sequence similarity. While cholesterol is important for skin, this is an indirect effect of DHCR24 enzymatic function.",KEEP_AS_NON_CORE,"Cholesterol biosynthesis impacts skin development and barrier function. DHCR24 deficiency can cause skin abnormalities, but this is secondary to its enzymatic role. Non-core indirect function.",Desmosterolosis is a rare autosomal recessive disorder characterized by multiple congenital anomalies,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005634,nucleus,,,IDA,,Experimental,PMID:15577914,Regulation of cellular response to oncogenic and oxidative stress by Seladin-1.,,,"IDA evidence for nuclear localization from stress response study. While some DHCR24/seladin-1 may translocate to nucleus during stress, the primary functional localization is ER membrane.",KEEP_AS_NON_CORE,"DHCR24/seladin-1 can localize to nucleus during stress response to interact with p53/Mdm2, but this is not the primary localization. Main function occurs at ER membrane [PMID:15577914, PMID:11007892].","Following oncogenic and oxidative stress, Seladin-1 binds p53 amino terminus and displaces E3 ubiquitin ligase Mdm2 from p53",PMID:15577914,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005783,endoplasmic reticulum,,,IDA,,Experimental,PMID:11007892,The human DIMINUTO/DWARF1 homolog seladin-1 confers resistance to Alzheimer's disease-associated neurodegeneration and oxidative stress.,,,"IDA evidence for ER localization from the seladin-1 paper. This is the correct primary localization, though ER membrane (GO:0005789) is more specific.",ACCEPT,Direct experimental evidence for ER localization through subcellular fractionation. The more specific ER membrane term is also annotated [PMID:11007892].,subcellular fractionation and enzyme assays... seladin-1 is predominantly localized within the ER,PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0009888,tissue development,,,IMP,,Experimental,PMID:12457401,Desmosterolosis presenting with multiple congenital anomalies and profound developmental delay.,,,IMP evidence for tissue development from a desmosterolosis case report showing developmental delay and anomalies. This is an indirect effect of cholesterol deficiency rather than a direct developmental role.,KEEP_AS_NON_CORE,DHCR24 deficiency causes developmental anomalies in desmosterolosis due to cholesterol deficiency. This is an indirect consequence rather than a direct developmental function [PMID:12457401].,Desmosterolosis presenting with multiple congenital anomalies and profound developmental delay,PMID:12457401,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0042605,peptide antigen binding,,,IPI,,Experimental,PMID:15577914,Regulation of cellular response to oncogenic and oxidative stress by Seladin-1.,,,"IPI evidence for peptide antigen binding from stress response study. This annotation appears incorrect - the paper shows p53 and Mdm2 binding, not antigen binding.",REMOVE,"This appears to be an annotation error. PMID:15577914 describes DHCR24/seladin-1 binding to p53 and Mdm2 proteins during stress response, not peptide antigen binding. No MHC or antigen presentation function is described.",Seladin-1 binds p53 amino terminus and displaces E3 ubiquitin ligase Mdm2 from p53,PMID:15577914,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0015630,microtubule cytoskeleton,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,CKAP2 is directly involved with the microtubule cytoskeleton as a microtubule-binding protein that stabilizes and promotes microtubule growth. This is a core cellular component annotation supported by extensive experimental evidence.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0007026,negative regulation of microtubule depolymerization,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,This annotation accurately reflects CKAP2s core function. Research shows CKAP2 strongly suppresses microtubule catastrophes and stabilizes microtubules against depolymerization. This represents a core molecular function of CKAP2.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0000922,spindle pole,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,Experimental evidence strongly supports CKAP2 localization at spindle poles during mitosis. CKAP2 is required for maintaining focused spindle poles and concentrating microtubule minus-ends at spindle poles. This is a well-supported cellular component annotation.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005737,cytoplasm,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"CKAP2 is indeed present in the cytoplasm, particularly during interphase when it is largely diffuse in the cytosol. However, this is a very general localization term that does not capture CKAP2s specific and functionally important localizations. This annotation is correct but not informative.",KEEP_AS_NON_CORE,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005819,spindle,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,CKAP2 is strongly enriched at the mitotic spindle during mitosis and is required for proper spindle assembly and maintenance. Multiple studies show CKAP2 localizes to spindle microtubules and is essential for spindle organization. This is a core cellular component annotation.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005856,cytoskeleton,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"CKAP2 is indeed a cytoskeleton-associated protein, specifically a microtubule-associated protein (MAP). However, this term is too general - the more specific microtubule cytoskeleton term better captures CKAP2s function. This annotation is correct but lacks specificity.",KEEP_AS_NON_CORE,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005874,microtubule,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"CKAP2 directly associates with microtubules as a microtubule-binding protein. This is supported by extensive experimental evidence showing CKAP2 binds to and stabilizes microtubules, particularly during mitosis. This is a core cellular component annotation.",ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0006915,apoptotic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"PMID:16061649 explicitly states that ""In p53-competent cells, Ckap2 does not induce tetraploidy but activates p53-mediated cell cycle arrest and apoptosis."" This demonstrates that CKAP2 overexpression can directly activate apoptosis in a p53-dependent manner. However, this is based on overexpression studies and may not represent normal physiological function.",KEEP_AS_NON_CORE,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0007026,negative regulation of microtubule depolymerization,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a duplicate of the IBA annotation above with the same GO term. The function is well-supported by experimental evidence showing CKAP2 suppresses microtubule catastrophes and stabilizes microtubules. This represents a core biological process for CKAP2.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0015630,microtubule cytoskeleton,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a duplicate of the IBA annotation above with the same GO term. CKAP2 is directly involved with the microtubule cytoskeleton as a microtubule-binding and stabilizing protein. This is a core cellular component annotation.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005730,nucleolus,,,IDA,,Experimental,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is based on immunofluorescence data (GO_REF:0000052), but neither PMID:16061649 nor PMID:21399614 mention nucleolar localization. PMID:16061649 shows CKAP2 is absent in G1 phase when nucleolar localization might be expected. This localization is not functionally significant compared to CKAP2s core mitotic functions.",KEEP_AS_NON_CORE,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005813,centrosome,,,IDA,,Experimental,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,CKAP2 localizes to centrosomes during interphase and mitosis and is required for controlling centrosome duplication and ensuring proper centrosome function. This is a core cellular component annotation representing a functionally important subcellular localization for CKAP2.,ACCEPT,,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q8WWK9,../genes/human/CKAP2/CKAP2-pathway.html,GO:0005929,cilium,,,IDA,,Experimental,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is based on immunofluorescence data (GO_REF:0000052), but neither PMID:16061649 nor PMID:21399614 mention ciliary localization or function. CKAP2s well-characterized functions are in mitotic spindle assembly and chromosome segregation. This appears to be an over-annotation possibly due to cross-reactivity or mislocalization artifacts.",MARK_AS_OVER_ANNOTATED,,,,,
