pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:32846426	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:32895562;ErratumIn:33199921	33199921	The calcium-permeable channel OSCA1.3 regulates plant stomatal immunity.	Nature	2020	1	ARATH/BIK1	annotation;reference;supporting_text	True	False	ARATH/BIK1 GO:0004674 protein serine/threonine kinase activity [IDA] action=ACCEPT;ARATH/BIK1 GO:0006468 protein phosphorylation [IDA] action=ACCEPT;ARATH/BIK1 GO:0010119 regulation of stomatal movement [IGI] action=ACCEPT;ARATH/BIK1 GO:0106310 protein serine kinase activity [EXP] action=ACCEPT
PMID:32868762	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:35017490	35017490	The cellular and molecular landscape of hypothalamic patterning and differentiation from embryonic to late postnatal development.	Nat Commun	2020	1	mouse/Ctnnb1	annotation;reference;supporting_text	True	False	mouse/Ctnnb1 GO:0021854 hypothalamus development [IMP] action=KEEP_AS_NON_CORE;mouse/Ctnnb1 GO:0060070 canonical Wnt signaling pathway [IMP] action=ACCEPT
PMID:32917887	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:33077719	33077719	Loss of MTX2 causes mandibuloacral dysplasia and links mitochondrial dysfunction to altered nuclear morphology.	Nat Commun	2020	1	human/MTX2	annotation;reference	True	False	human/MTX2 GO:0006839 mitochondrial transport [IMP] action=KEEP_AS_NON_CORE
PMID:32929201	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:32943765;ErratumIn:33033376	33033376	PD-L1-mediated gasdermin C expression switches apoptosis to pyroptosis in cancer cells and facilitates tumour necrosis.	Nat Cell Biol	2020	2	human/GSDMC;human/STAT3	annotation;reference;supporting_text	True	False	human/GSDMC GO:0005886 plasma membrane [EXP] action=KEEP_AS_NON_CORE;human/GSDMC GO:0022829 wide pore channel activity [IDA] action=NEW;human/STAT3 GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific [IDA] action=ACCEPT
PMID:33097708	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:36864071	36864071	Gene expression and functional deficits underlie TREM2-knockout microglia responses in human models of Alzheimer's disease.	Nat Commun	2020	1	human/TREM2	annotation;reference;supporting_text	True	False	human/TREM2 GO:0038160 CXCL12-activated CXCR4 signaling pathway [IMP] action=KEEP_AS_NON_CORE;human/TREM2 GO:0060100 positive regulation of phagocytosis, engulfment [IMP] action=ACCEPT;human/TREM2 GO:0150094 amyloid-beta clearance by cellular catabolic process [IMP] action=KEEP_AS_NON_CORE;human/TREM2 GO:1902227 negative regulation of macrophage colony-stimulating factor signaling pathway [IMP] action=KEEP_AS_NON_CORE;human/TREM2 GO:1904141 positive regulation of microglial cell migration [IMP] action=ACCEPT;human/TREM2 GO:1905808 positive regulation of synapse pruning [IMP] action=KEEP_AS_NON_CORE
PMID:33106658	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:33184515	33184515	Atg9 is a lipid scramblase that mediates autophagosomal membrane expansion.	Nat Struct Mol Biol	2020	1	human/ATG9A	supporting_text	False	False	
PMID:33243860	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:33335304;ErratumIn:33446562	33446562	Identification of Integrator-PP2A complex (INTAC), an RNA polymerase II phosphatase.	Science	2020	2	human/PPP2CA;human/PPP2R1A	annotation;reference;supporting_text	True	False	human/PPP2CA GO:0000785 chromatin [IDA] action=ACCEPT;human/PPP2CA GO:0005634 nucleus [IDA] action=ACCEPT;human/PPP2CA GO:0160232 INTAC complex [IDA] action=ACCEPT;human/PPP2CA GO:0160240 RNA polymerase II transcription initiation surveillance [IDA] action=ACCEPT;human/PPP2CA GO:0180006 RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [IDA] action=ACCEPT;human/PPP2CA GO:0180007 RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [IDA] action=ACCEPT;human/PPP2CA GO:0180008 RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [IDA] action=ACCEPT;human/PPP2R1A GO:0000785 chromatin [IDA] action=ACCEPT;human/PPP2R1A GO:0005634 nucleus [IDA] action=ACCEPT;human/PPP2R1A GO:0019888 protein phosphatase regulator activity [IDA] action=ACCEPT;human/PPP2R1A GO:0160232 INTAC complex [IDA] action=ACCEPT;human/PPP2R1A GO:0160240 RNA polymerase II transcription initiation surveillance [IDA] action=ACCEPT
PMID:33406399	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:33535099	33535099	An Upstream Open Reading Frame in Phosphatase and Tensin Homolog Encodes a Circuit Breaker of Lactate Metabolism.	Cell Metab	2021	2	human/LDHA;human/LDHB	annotation;reference;supporting_text	True	False	human/LDHA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LDHB GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:33505021	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:33536565;ErratumIn:33790472	33790472	A growth-factor-activated lysosomal K+ channel regulates Parkinson's pathology.	Nature	2021	2	human/AKT1;human/TMEM175	annotation;reference	True	False	human/AKT1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/AKT1 GO:0070848 response to growth factor [IDA] action=KEEP_AS_NON_CORE;human/AKT1 GO:0099104 potassium channel activator activity [IDA] action=KEEP_AS_NON_CORE;human/TMEM175 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:33782605	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:33782606;ErratumIn:34987219	34987219	Gain-of-function variants in SYK cause immune dysregulation and systemic inflammation in humans and mice.	Nat Genet	2021	1	mouse/Syk	annotation;reference	True	False	mouse/Syk GO:0004713 protein tyrosine kinase activity [IMP] action=ACCEPT
PMID:33791309	ERRATUM	ERRATUM	Journal Article	ErratumIn:34179026	34179026	MYC Enhances Cholesterol Biosynthesis and Supports Cell Proliferation Through SQLE.	Front Cell Dev Biol	2021	1	human/SQLE	annotation;reference;supporting_text	True	False	human/SQLE GO:0006695 cholesterol biosynthetic process [IDA] action=ACCEPT
PMID:33888556	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:34210806	34210806	Meikin synergizes with shugoshin to protect cohesin Rec8 during meiosis I.	Genes Dev	2021	1	SCHPO/plo1	annotation;reference;supporting_text	True	False	SCHPO/plo1 GO:0004674 protein serine/threonine kinase activity [EXP] action=ACCEPT;SCHPO/plo1 GO:1990813 meiotic centromeric cohesion protection in anaphase I [EXP] action=KEEP_AS_NON_CORE
PMID:33941620	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:38062651	38062651	Autism-Associated Vigilin Depletion Impairs DNA Damage Repair.	Mol Cell Biol	2021	1	human/RAD51	annotation;reference	True	False	human/RAD51 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:33981038	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:33981062,37407687;ErratumIn:34341547	34341547	DHODH-mediated ferroptosis defence is a targetable vulnerability in cancer.	Nature	2021	1	human/DHODH	annotation;reference;supporting_text	True	False	human/DHODH GO:0110076 negative regulation of ferroptosis [IDA] action=NEW
PMID:34135511	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:40481306	40481306	GluD1 is a signal transduction device disguised as an ionotropic receptor.	Nature	2021	1	human/GRID1	annotation;reference;supporting_text	True	False	human/GRID1 GO:0030545 signaling receptor regulator activity [IDA] action=ACCEPT;human/GRID1 GO:0045202 synapse [IDA] action=ACCEPT;human/GRID1 GO:0099557 trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission [IDA] action=ACCEPT
PMID:34237462	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:38383221	38383221	Human AGR2 Deficiency Causes Mucus Barrier Dysfunction and Infantile Inflammatory Bowel Disease.	Cell Mol Gastroenterol Hepatol	2021	1	human/AGR2	annotation;reference;supporting_text	True	False	human/AGR2 GO:0005515 protein binding [IPI] action=MODIFY
PMID:34316702	ERRATUM	ERRATUM	Journal Article	ErratumIn:34319293	34319293	Elucidation of the BMI1 interactome identifies novel regulatory roles in glioblastoma.	NAR Cancer	2021	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:34321665	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:34404953	34404953	Mechanisms of BRCA1-BARD1 nucleosome recognition and ubiquitylation.	Nature	2021	1	human/BRCA1	reference;supporting_text	False	False	
PMID:34341353	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:34465791	34465791	SARS-CoV-2 N protein promotes NLRP3 inflammasome activation to induce hyperinflammation.	Nat Commun	2021	1	human/NLRP3	annotation;reference	True	False	human/NLRP3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:34499028	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:39432410	39432410	Neuronal calmodulin levels are controlled by CAMTA transcription factors.	Elife	2021	1	worm/cmd-1	annotation;reference;supporting_text	True	False	worm/cmd-1 GO:0010629 negative regulation of gene expression [IMP] action=MARK_AS_OVER_ANNOTATED;worm/cmd-1 GO:0050918 positive chemotaxis [IMP] action=KEEP_AS_NON_CORE
PMID:34552057	ERRATUM	ERRATUM	Journal Article	ErratumIn:36400755	36400755	ZGRF1 promotes end resection of DNA homologous recombination via forming complex with BRCA1/EXO1.	Cell Death Discov	2021	1	human/BRCA1	annotation;reference;supporting_text	True	False	human/BRCA1 GO:0005515 protein binding [IPI] action=REMOVE
PMID:3476959	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Molecular cloning of complementary DNAs encoding the heavy chain of the human 4F2 cell-surface antigen: a type II membrane glycoprotein involved in normal and neoplastic cell growth.	Proc Natl Acad Sci U S A	1987	1	human/SLC3A2	annotation;reference;supporting_text	True	False	human/SLC3A2 GO:0016020 membrane [NAS] action=ACCEPT
PMID:34845370	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:37095296	37095296	SARS-CoV-2 ORF10 suppresses the antiviral innate immune response by degrading MAVS through mitophagy.	Cell Mol Immunol	2022	1	human/BNIP3L	annotation;reference;supporting_text	True	False	human/BNIP3L GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:34857742	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:38040684	38040684	Discovery of an exosite on the SOCS2-SH2 domain that enhances SH2 binding to phosphorylated ligands.	Nat Commun	2021	2	human/ELOB;human/ELOC	annotation;reference	True	False	human/ELOB GO:0031466 Cul5-RING ubiquitin ligase complex [IDA] action=ACCEPT;human/ELOC GO:0031466 Cul5-RING ubiquitin ligase complex [IDA] action=ACCEPT
PMID:34942634	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:35194206;ErratumIn:35332335;UpdateOf:34127972	35332335	Evolution of enhanced innate immune evasion by SARS-CoV-2.	Nature	2022	1	human/TOMM70	annotation;reference	True	False	human/TOMM70 GO:0005515 protein binding [IPI] action=REMOVE
PMID:35122041	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:41188550	41188550	Aldolase B suppresses hepatocellular carcinogenesis by inhibiting G6PD and pentose phosphate pathways.	Nat Cancer	2020	3	human/ALDOB;human/G6PD;human/TP53	annotation;reference;supporting_text	True	False	human/ALDOB GO:0004332 fructose-bisphosphate aldolase activity [IDA] action=ACCEPT;human/ALDOB GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/ALDOB GO:0005829 cytosol [IDA] action=ACCEPT;human/ALDOB GO:0060090 molecular adaptor activity [IDA] action=KEEP_AS_NON_CORE;human/ALDOB GO:1905856 negative regulation of pentose-phosphate shunt [IMP] action=KEEP_AS_NON_CORE;human/G6PD GO:0004345 glucose-6-phosphate dehydrogenase activity [IDA] action=ACCEPT;human/G6PD GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/G6PD GO:0005829 cytosol [IDA] action=ACCEPT;human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:35183823	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:35413623	35413623	IL-17 upregulates MCP-1 expression via Act1 / TRAF6 / TAK1 in experimental autoimmune myocarditis.	Cytokine	2022	1	human/TRAF6	annotation;reference;supporting_text	True	False	human/TRAF6 GO:0038173 interleukin-17A-mediated signaling pathway [IDA] action=ACCEPT
PMID:35254907	ERRATUM	ERRATUM	Journal Article	ErratumIn:35471913	35471913	Structural basis for the oligomerization-mediated regulation of NLRP3 inflammasome activation.	Proc Natl Acad Sci U S A	2022	1	human/NLRP3	annotation;reference;supporting_text	True	False	human/NLRP3 GO:0035591 signaling adaptor activity [IDA] action=ACCEPT;human/NLRP3 GO:0043531 ADP binding [IDA] action=ACCEPT;human/NLRP3 GO:0044546 NLRP3 inflammasome complex assembly [IDA] action=ACCEPT;human/NLRP3 GO:0050729 positive regulation of inflammatory response [IDA] action=ACCEPT;human/NLRP3 GO:0051260 protein homooligomerization [IDA] action=ACCEPT
PMID:35395851	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:35739265	35739265	Functional control of a 0.5 MDa TET aminopeptidase by a flexible loop revealed by MAS NMR.	Nat Commun	2022	1	ACET2/P55742	reference	False	False	
PMID:35679869	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural	ErratumIn:35931039	35931039	Direct epitranscriptomic regulation of mammalian translation initiation through N4-acetylcytidine.	Mol Cell	2022	1	human/NAT10	annotation;reference;supporting_text	True	False	human/NAT10 GO:0006417 regulation of translation [IDA] action=KEEP_AS_NON_CORE;human/NAT10 GO:0106162 mRNA cytidine N-acetyltransferase activity [IDA] action=KEEP_AS_NON_CORE
PMID:35922511	ERRATUM	ERRATUM	Journal Article	CommentIn:36198837;ErratumIn:39433908	39433908	A physical wiring diagram for the human immune system.	Nature	2022	11	human/APP;human/CD28;human/CD320;human/CD47;human/CDH1;human/CTLA4;human/FAS;human/FGFR2;human/PI16;human/TNFRSF1A;human/TNFRSF21	annotation;reference;supporting_text	True	False	human/APP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CD28 GO:0005515 protein binding [IPI] action=MODIFY;human/CD320 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CD47 GO:0005515 protein binding [IPI] action=REMOVE;human/CDH1 GO:0042802 identical protein binding [IPI] action=ACCEPT;human/CTLA4 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/FAS GO:0005515 protein binding [IPI] action=MODIFY;human/FGFR2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PI16 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TNFRSF1A GO:0005515 protein binding [IPI] action=MODIFY;human/TNFRSF21 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:36071160	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:36754682;ErratumIn:36280744	36280744	Structure of dynein-dynactin on microtubules shows tandem adaptor binding.	Nature	2022	2	human/ACTR10;human/ACTR1A	annotation;reference;supporting_text	True	False	human/ACTR10 GO:0005524 ATP binding [ISS] action=NEW
PMID:36115835	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:36477203	36477203	Quantitative fragmentomics allow affinity mapping of interactomes.	Nat Commun	2022	23	human/ABCA1;human/ABCA7;human/ABRAXAS2;human/ADGRA1;human/ADGRA2;human/ADGRA3;human/ADRB2;human/CACYBP;human/FKBP4;human/FZD7;human/GDA;human/GLA;human/LNX1;human/LNX2;human/LPAR1;human/LPXN;human/LRP4;human/MAGI1;human/MAGI3;human/PFKM;human/PICK1;human/SLC45A4;human/UQCRC2	annotation;reference;supporting_text	True	False	human/ABCA1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/ABCA7 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/ABRAXAS2 GO:0005515 protein binding [IPI] action=REMOVE;human/ADGRA1 GO:0005515 protein binding [IPI] action=MODIFY;human/ADGRA2 GO:0005515 protein binding [IPI] action=MODIFY;human/ADGRA3 GO:0005515 protein binding [IPI] action=MODIFY;human/ADRB2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CACYBP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/FKBP4 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/FZD7 GO:0005515 protein binding [IPI] action=REMOVE;human/GDA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/GLA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LNX1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LNX1 GO:0042802 identical protein binding [IPI] action=KEEP_AS_NON_CORE;human/LNX2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LNX2 GO:0042802 identical protein binding [IPI] action=KEEP_AS_NON_CORE;human/LPAR1 GO:0005515 protein binding [IPI] action=MODIFY;human/LPXN GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/LRP4 GO:0005515 protein binding [IPI] action=MODIFY;human/MAGI1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/MAGI3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PFKM GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PICK1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/SLC45A4 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/UQCRC2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:36123438	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural	ErratumIn:38769436	38769436	A functional selection reveals previously undetected anti-phage defence systems in the E. coli pangenome.	Nat Microbiol	2022	1	ECOLX/SNIPE	reference;supporting_text	False	False	
