AC	Gene name	PTHR 	Family name	Notes	Action annotation reviewer	GO term added 	PAINT 	Pascale/Li/Marc comments	Lost in Panther 19
O15335	CHAD	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
P07359	GP1BA	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q9GZU5	NYX	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
P0C6S8	LINGO3	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
A6NJW4	LRRC3C	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q6UXK5	LRRN1	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q86VH5	LRRTM3	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q86VH4	LRRTM4	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q6NUI6	CHADL	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
P0C7U0	ELFN1	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
O75325	LRRN2	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q96PB8	LRRC3B	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q8N6Y2	LRRC17	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
O94898	LRIG2	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q8TF66	LRRC15	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q5R3F8	ELFN2	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
P22792	CPN2	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q99467	CD180	PTHR24373	slit related leucine-rich repeat neuronal protein pthr24373						#N/A
Q14590	ZNF235	PTHR24377	ip01015p-related pthr24377						#N/A
Q14588	ZNF234	PTHR24377	ip01015p-related pthr24377						#N/A
Q9UK12	ZNF222	PTHR24377	ip01015p-related pthr24377						#N/A
Q9UK11	ZNF223	PTHR24377	ip01015p-related pthr24377						#N/A
Q9ULD5	ZNF777	PTHR24377	ip01015p-related pthr24377						#N/A
A6NK53	ZNF233	PTHR24377	ip01015p-related pthr24377						#N/A
Q96NJ3	ZNF285	PTHR24377	ip01015p-related pthr24377						#N/A
Q96BV0	ZNF775	PTHR24377	ip01015p-related pthr24377						#N/A
Q12901	ZNF155	PTHR24377	ip01015p-related pthr24377						#N/A
Q02386	ZNF45	PTHR24377	ip01015p-related pthr24377						#N/A
Q9UL59	ZNF214	PTHR24377	ip01015p-related pthr24377						#N/A
Q9UIE0	ZNF230	PTHR24377	ip01015p-related pthr24377						#N/A
Q96SL8	FIZ1	PTHR24383	zinc finger protein pthr24383						#N/A
Q8NCP5	ZBTB44	PTHR24383	zinc finger protein pthr24383						#N/A
Q5T7W0	ZNF618	PTHR24383	zinc finger protein pthr24383						#N/A
Q8NAF0	ZNF579	PTHR24383	zinc finger protein pthr24383						#N/A
Q7Z3K3	POGZ	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q9NQV6	PRDM10	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q96JM2	ZNF462	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q9C0G0	ZNF407	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q96AP4	ZUP1	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q9NTW7	ZFP64	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q8TCN5	ZNF507	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q17R98	ZNF827	PTHR24403	zinc finger protein pthr24403		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24403
Q9H0H3	KLHL25	PTHR24410	hl07962p-related pthr24410		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24410
Q08380	LGALS3BP	PTHR24410	hl07962p-related pthr24410		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24410
O14682	ENC1	PTHR24410	hl07962p-related pthr24410		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24410
A6NE02	BTBD17	PTHR24410	hl07962p-related pthr24410		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24410
Q86UZ6	ZBTB46	PTHR24414	f-box/kelch-repeat protein skip4 pthr24414		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24414
Q9NWZ3	IRAK4	PTHR24419	interleukin-1 receptor-associated kinase pthr24419						#N/A
O43187	IRAK2	PTHR24419	interleukin-1 receptor-associated kinase pthr24419						#N/A
P51617	IRAK1	PTHR24419	interleukin-1 receptor-associated kinase pthr24419						#N/A
Q9Y616	IRAK3	PTHR24419	interleukin-1 receptor-associated kinase pthr24419						#N/A
O43854	EDIL3	PTHR24543	multicopper oxidase-related pthr24543						#N/A
Q08431	MFGE8	PTHR24543	multicopper oxidase-related pthr24543						#N/A
P00451	F8	PTHR24543	multicopper oxidase-related pthr24543						#N/A
O15537	RS1	PTHR24543	multicopper oxidase-related pthr24543						#N/A
P12259	F5	PTHR24543	multicopper oxidase-related pthr24543						#N/A
Q6AZY7	SCARA3	PTHR24637	collagen pthr24637		IGNORE - Lost in Panther19		Will be done by Marc		PTHR24637
Q5SZI1	LDLRAD2	PTHR24652	low-density lipoprotein receptor class a domain-containing protein 2 pthr24652						#N/A
Q309B1	TRIM16L	PTHR25465	b-box domain containing pthr25465						#N/A
Q96LD4	TRIM47	PTHR25465	b-box domain containing pthr25465						#N/A
Q14258	TRIM25	PTHR25465	b-box domain containing pthr25465						#N/A
Q14134	TRIM29	PTHR25465	b-box domain containing pthr25465						#N/A
O95361	TRIM16	PTHR25465	b-box domain containing pthr25465						#N/A
Q9BZR9	TRIM8	PTHR25465	b-box domain containing pthr25465						#N/A
Q8IWZ5	TRIM42	PTHR25465	b-box domain containing pthr25465						#N/A
Q6PJ69	TRIM65	PTHR25465	b-box domain containing pthr25465						#N/A
P33681	CD80	PTHR25466	t-lymphocyte activation antigen pthr25466						#N/A
Q9NZQ7	CD274	PTHR25466	t-lymphocyte activation antigen pthr25466						#N/A
P42081	CD86	PTHR25466	t-lymphocyte activation antigen pthr25466						#N/A
Q9BQ51	PDCD1LG2	PTHR25466	t-lymphocyte activation antigen pthr25466						#N/A
Q8IY22	CMIP	PTHR25480	leucine-rich repeat-containing protein 73 pthr25480						#N/A
O00370	O00370	PTHR25952	endo/exonuclease/phosphatase domain-containing protein pthr25952						#N/A
Q8N0Z6	TTC5	PTHR26312	tetratricopeptide repeat protein 5 pthr26312						#N/A
Q6P5X5	C22orf39	PTHR28052	upf0545 protein c22orf39 pthr28052						#N/A
Q6UWS5	PET117	PTHR28163	protein pet117 homolog, mitochondrial pthr28163						#N/A
Q96EN9	REX1BD	PTHR28309	required for excision 1-b domain-containing protein pthr28309						#N/A
Q9GZU0	C6orf62	PTHR28336	ba1-643 pthr28336						#N/A
Q96A73	KIAA1191	PTHR28342	monooxygenase p33monox-related pthr28342						#N/A
Q9BZE7	C22orf23	PTHR28348	upf0193 protein evg1 pthr28348						#N/A
O75204	TMEM127	PTHR28358	transmembrane protein 127 pthr28358						#N/A
Q9BVC5	C2orf49	PTHR28359	ashwin pthr28359						#N/A
O75935	DCTN3	PTHR28360	dynactin subunit 3 pthr28360						#N/A
Q8NDD1	C1orf131	PTHR28366	uncharacterized pthr28366						#N/A
Q86T90	KIAA1328	PTHR28375	protein hinderin pthr28375						#N/A
Q96Q45	TMEM237	PTHR28388	transmembrane protein 237 pthr28388						#N/A
Q6PIF2	SYCE2	PTHR28398	synaptonemal complex central element protein 2 pthr28398						#N/A
Q6ZRI6	C15orf39	PTHR28422	similar to human chromosome 15 open reading frame 39 pthr28422						#N/A
Q6P1S2	C3orf33	PTHR28434	protein c3orf33 pthr28434						#N/A
Q8N4H5	TOMM5	PTHR28436	mitochondrial import receptor subunit tom5 homolog pthr28436						#N/A
Q658Y4	FAM91A1	PTHR28441	protein fam91a1 pthr28441						#N/A
Q8NB91	FANCB	PTHR28450	fanconi anemia group b protein pthr28450						#N/A
Q6UX34	SNORC	PTHR28453	protein snorc pthr28453						#N/A
Q6P047	C8orf74	PTHR28457	coiled-coil domain-containing protein 189 pthr28457						#N/A
A1A4V9	CFAP119	PTHR28457	coiled-coil domain-containing protein 189 pthr28457						#N/A
Q8IVU9	CABCOCO1	PTHR28457	coiled-coil domain-containing protein 189 pthr28457						#N/A
Q8WWZ3	EDARADD	PTHR28469	ectodysplasin-a receptor-associated adapter protein pthr28469						#N/A
A0PK05	TMEM72	PTHR28474	transmembrane protein 72 pthr28474						#N/A
Q7Z3Z2	RD3	PTHR28489	rentinal degeneration 3-like pthr28489						#N/A
Q8IYL3	C1orf174	PTHR28491	upf0688 protein c1orf174 pthr28491						#N/A
Q69YU5	UQCC6	PTHR28492	hypothetical protein loc691921 pthr28492						#N/A
A6NDU8	RIMOC1	PTHR28494	upf0600 protein c5orf51 pthr28494						#N/A
Q19AV6	ZSWIM7	PTHR28498	zinc finger swim domain-containing protein 7 pthr28498						#N/A
Q08AG7	MZT1	PTHR28520	mitotic-spindle organizing protein 1 pthr28520						#N/A
Q5VUM1	SDHAF4	PTHR28524	succinate dehydrogenase assembly factor 4, mitochondrial pthr28524						#N/A
P60602	ROMO1	PTHR28525	reactive oxygen species modulator 1 pthr28525						#N/A
Q1ZZU3	SWI5	PTHR28529	dna repair protein swi5 homolog pthr28529						#N/A
Q86YA3	ZGRF1	PTHR28535	zinc finger grf-type containing 1 pthr28535						#N/A
Q66K64	DCAF15	PTHR28541	ddb1- and cul4-associated factor 15 pthr28541						#N/A
Q6ZRQ5	MMS22L	PTHR28547	protein mms22-like pthr28547						#N/A
Q9NU53	GINM1	PTHR28549	glycoprotein integral membrane protein 1 pthr28549						#N/A
Q9BRJ2	MRPL45	PTHR28554	39s ribosomal protein l45, mitochondrial pthr28554						#N/A
Q96A25	TMEM106A	PTHR28556	transmembrane protein 106b pthr28556						#N/A
Q9NUM4	TMEM106B	PTHR28556	transmembrane protein 106b pthr28556						#N/A
Q9BVX2	TMEM106C	PTHR28556	transmembrane protein 106b pthr28556						#N/A
Q5VYV7	SLX4IP	PTHR28557	protein slx4ip pthr28557						#N/A
Q13426	XRCC4	PTHR28559	dna repair protein xrcc4 pthr28559						#N/A
Q8WXC6	COPS9	PTHR28562	cop9 signalosome complex subunit 9 pthr28562						#N/A
O75324	SNN	PTHR28564	stannin pthr28564						#N/A
Q14153	FAM53B	PTHR28567	family not named pthr28567						#N/A
Q9NYF3	FAM53C	PTHR28567	family not named pthr28567						#N/A
Q6NSI3	FAM53A	PTHR28567	family not named pthr28567						#N/A
Q9ULA0	DNPEP	PTHR28570	aspartyl aminopeptidase pthr28570						#N/A
Q8IW40	CCDC103	PTHR28572	coiled-coil domain-containing protein 103 pthr28572						#N/A
Q9NUD7	C20orf96	PTHR28574	riken cdna 6820408c15 pthr28574						#N/A
A8MW99	MEI4	PTHR28575	meiosis-specific protein mei4 pthr28575						#N/A
Q6IPU0	CENPP	PTHR28577	centromere protein p pthr28577						#N/A
Q6P582	MZT2A	PTHR28578	mitotic-spindle organizing protein 2a-related pthr28578						#N/A
Q6NZ67	MZT2B	PTHR28578	mitotic-spindle organizing protein 2a-related pthr28578						#N/A
Q8NHZ8	CDC26	PTHR28579	anaphase-promoting complex subunit cdc26 pthr28579						#N/A
Q6ZYL4	GTF2H5	PTHR28580	general transcription factor iih subunit 5 pthr28580						#N/A
Q8WW01	TSEN15	PTHR28582	trna-splicing endonuclease subunit sen15 pthr28582						#N/A
Q86W67	FAM228A	PTHR28584	family with sequence similarity 228 member a pthr28584						#N/A
Q96A98	PTH2	PTHR28585	tuberoinfundibular peptide of 39 residues pthr28585						#N/A
O94927	HAUS5	PTHR28588	haus augmin-like complex subunit 5 pthr28588						#N/A
Q8WXE1	ATRIP	PTHR28594	atr-interacting protein pthr28594						#N/A
A8MTZ0	BBIP1	PTHR28596	bbsome-interacting protein 1 pthr28596						#N/A
Q96EX1	SMIM12	PTHR28599	small integral membrane protein 12 pthr28599						#N/A
Q8N4L8	CCDC24	PTHR28601	coiled-coil domain-containing protein 24 pthr28601						#N/A
Q19T08	ECSCR	PTHR28602	endothelial cell-specific chemotaxis regulator pthr28602						#N/A
Q9BU79	TMEM243	PTHR28603	transmembrane protein 243 pthr28603						#N/A
P0CG12	DERPC	PTHR28605	ctf8, chromosome transmission fidelity factor 8 homolog (s. cerevisiae) pthr28605						#N/A
P0CG13	CHTF8	PTHR28605	ctf8, chromosome transmission fidelity factor 8 homolog (s. cerevisiae) pthr28605						#N/A
Q3ZCQ3	FAM174B	PTHR28607	expressed protein pthr28607						#N/A
Q9BVV8	FAM174C	PTHR28607	expressed protein pthr28607						#N/A
Q8TBP5	FAM174A	PTHR28607	expressed protein pthr28607						#N/A
Q9H0H0	INTS2	PTHR28608	integrator complex subunit 2 pthr28608						#N/A
Q8NBI3	DRAXIN	PTHR28610	draxin pthr28610						#N/A
A6NJY4	TMEM238L	PTHR28613	si:ch211-232m10.4-related pthr28613						#N/A
C9JI98	TMEM238	PTHR28613	si:ch211-232m10.4-related pthr28613						#N/A
Q86Z20	CCDC125	PTHR28616	coiled-coil domain-containing protein 125 pthr28616						#N/A
Q6ZQR2	CFAP77	PTHR28617	cilia- and flagella-associated protein 77 pthr28617						#N/A
Q8NA72	POC5	PTHR28618	centrosomal protein poc5 pthr28618						#N/A
Q7Z7K6	CENPV	PTHR28620	centromere protein v pthr28620						#N/A
P0DPI3	CENPVL2	PTHR28620	centromere protein v pthr28620						#N/A
A0A0U1RRI6	CENPVL3	PTHR28620	centromere protein v pthr28620						#N/A
A0A0U1RR11	CENPVL1	PTHR28620	centromere protein v pthr28620						#N/A
Q9BQE4	SELENOS	PTHR28621	selenoprotein s pthr28621						#N/A
Q9BQ49	SMIM7	PTHR28622	small integral membrane protein 7 pthr28622						#N/A
Q9NWS6	FAM118A	PTHR28623	protein fam118b pthr28623						#N/A
Q9BPY3	FAM118B	PTHR28623	protein fam118b pthr28623						#N/A
Q96ER9	CCDC51	PTHR28624	coiled-coil domain-containing protein 51 pthr28624						#N/A
Q8TAP8	PPP1R35	PTHR28625	protein phosphatase 1 regulatory subunit 35 pthr28625						#N/A
Q9UH36	SRRD	PTHR28626	srr1-like protein pthr28626						#N/A
Q86WW8	COA5	PTHR28627	cytochrome c oxidase assembly factor 5 pthr28627						#N/A
A6NKF7	TMEM88B	PTHR28628	transmembrane protein 88-related pthr28628						#N/A
Q6PEY1	TMEM88	PTHR28628	transmembrane protein 88-related pthr28628						#N/A
Q7RTV5	PRXL2C	PTHR28630	family not named pthr28630						#N/A
Q5BKX5	ACTMAP	PTHR28631	upf0692 protein c19orf54 pthr28631						#N/A
Q969F9	HPS3	PTHR28633	hermansky-pudlak syndrome 3 protein pthr28633						#N/A
A8MT70	ZBBX	PTHR28634	zinc finger b-box domain-containing protein 1 pthr28634						#N/A
Q8NEW7	TMIE	PTHR28635	transmembrane inner ear expressed protein pthr28635						#N/A
Q9ULG6	CCPG1	PTHR28638	cell cycle progression protein 1 pthr28638						#N/A
Q96PG8	BBC3	PTHR28639	bcl-2-binding component 3 pthr28639						#N/A
Q8N6S5	ARL6IP6	PTHR28640	adp-ribosylation factor-like protein 6-interacting protein 6 pthr28640						#N/A
Q8TC57	M1AP	PTHR28642	meiosis 1 arrest protein pthr28642						#N/A
Q7Z3B0	SMIM15	PTHR28644	small integral membrane protein 15 pthr28644						#N/A
Q4V9L6	TMEM119	PTHR28645	transmembrane protein 119 pthr28645						#N/A
Q8WVF2	UCMA	PTHR28647	unique cartilage matrix-associated protein pthr28647						#N/A
Q9NS64	RPRM	PTHR28649	protein reprimo-related pthr28649						#N/A
Q8N4K4	RPRML	PTHR28649	protein reprimo-related pthr28649						#N/A
A0A2R8YCJ5	SMIM41	PTHR28649	protein reprimo-related pthr28649						#N/A
Q8TBF5	PIGX	PTHR28650	phosphatidylinositol-glycan biosynthesis class x protein pthr28650						#N/A
C9JQI7	TMEM232	PTHR28651	transmembrane protein 232 pthr28651						#N/A
Q9BXS4	TMEM59	PTHR28652	transmembrane protein 59-like protein pthr28652						#N/A
Q9UK28	TMEM59L	PTHR28652	transmembrane protein 59-like protein pthr28652						#N/A
Q494R4	DRC12	PTHR28656	coiled-coil domain-containing protein 153 pthr28656						#N/A
Q14CX5	MFSD13A	PTHR28658	transmembrane protein 180 pthr28658						#N/A
Q86VR2	RETREG3	PTHR28659	family not named pthr28659						#N/A
Q9H6L5	RETREG1	PTHR28659	family not named pthr28659						#N/A
O43805	SSNA1	PTHR28661	sjoegren syndrome nuclear autoantigen 1 pthr28661						#N/A
Q0VFZ6	CFAP210	PTHR28663	coiled-coil domain-containing protein 173 pthr28663						#N/A
Q5JTD0	TJAP1	PTHR28664	tight junction-associated protein 1 pthr28664						#N/A
Q9BUH8	BEGAIN	PTHR28664	tight junction-associated protein 1 pthr28664						#N/A
Q5SV17	TMEM240	PTHR28666	transmembrane protein 240 pthr28666						#N/A
Q8WY98	TMEM234	PTHR28668	transmembrane protein 234 pthr28668						#N/A
Q9BS18	ANAPC13	PTHR28672	anaphase-promoting complex subunit 13 pthr28672						#N/A
Q6UXF1	TMEM108	PTHR28673	transmembrane protein 108 pthr28673						#N/A
Q8IWY9	CDAN1	PTHR28678	codanin-1 pthr28678						#N/A
A8MT69	CENPX	PTHR28680	centromere protein x pthr28680						#N/A
Q5HYL7	TMEM196	PTHR28681	transmembrane protein 196 pthr28681						#N/A
A6NMK8	INSYN2B	PTHR28682	inhibitory synaptic factor 2a-related pthr28682						#N/A
Q6ZSG2	INSYN2A	PTHR28682	inhibitory synaptic factor 2a-related pthr28682						#N/A
Q9BSE2	TMEM79	PTHR31004	transmembrane protein 79 pthr31004						#N/A
A4D1U4	DENND11	PTHR31017	late secretory pathway protein avl9-related pthr31017						#N/A
Q8NBF6	AVL9	PTHR31017	late secretory pathway protein avl9-related pthr31017						#N/A
Q96QK8	SMIM14	PTHR31019	uncharacterized pthr31019						#N/A
Q8WUU8	TMEM174	PTHR31020	transmembrane protein 174 pthr31020						#N/A
Q8NCL9	APCDD1L	PTHR31021	adenomatosis polyposis coli down-regulated 1 pthr31021						#N/A
Q96IK0	TMEM101	PTHR31034	transmembrane protein 101 pthr31034						#N/A
Q8IUW5	RELL1	PTHR31037	relt-like protein 1-related pthr31037						#N/A
Q8IXM6	NRM	PTHR31040	nurim pthr31040						#N/A
O75161	NPHP4	PTHR31043	nephrocystin-4 pthr31043						#N/A
Q9BTD3	TMEM121	PTHR31046	family not named pthr31046						#N/A
Q9BT73	PSMG3	PTHR31051	proteasome assembly chaperone 3 pthr31051						#N/A
Q86SH2	ZAR1	PTHR31054	zygote arrest protein 1-like isoform x1 pthr31054		in Swiss-Prot 300 protein list		Will be done by Marc		#N/A
A6NP61	ZAR1L	PTHR31054	zygote arrest protein 1-like isoform x1 pthr31054						#N/A
Q7Z7N9	TMEM179B	PTHR31056	transmembrane protein 179b pthr31056						#N/A
Q9NQZ6	ZC4H2	PTHR31058	zinc finger c4h2 domain-containing protein pthr31058						#N/A
Q68CP4	HGSNAT	PTHR31061	ld22376p pthr31061						#N/A
Q6P2H3	CEP85	PTHR31075	family not named pthr31075						#N/A
Q5SZL2	CEP85L	PTHR31075	family not named pthr31075						#N/A
Q8WVK2	SNRNP27	PTHR31077	u4/u6.u5 small nuclear ribonucleoprotein 27 kda protein pthr31077						#N/A
Q9BRQ4	CFAP300	PTHR31078	cilia- and flagella-associated protein 300 pthr31078						#N/A
Q96FF9	CDCA5	PTHR31092	sororin pthr31092		IGNORE - Lost in Panther19		Will be done by Marc		PTHR31092
Q5HYC2	BRD10	PTHR31095	riken cdna 9930021j03 gene pthr31095						#N/A
Q6PH81	C16orf87	PTHR31101	upf0547 protein c16orf87 pthr31101						#N/A
A6NJY1	SLC9B1P1	PTHR31102	family not named pthr31102						#N/A
Q86UD5	SLC9B2	PTHR31102	family not named pthr31102						#N/A
Q4ZJI4	SLC9B1	PTHR31102	family not named pthr31102						#N/A
Q96IL0	COA8	PTHR31107	apoptogenic protein 1, mitochondrial pthr31107						#N/A
Q5T0D9	TPRG1L	PTHR31108	tumor protein p63-regulated gene 1-like protein pthr31108						#N/A
Q6ZUI0	TPRG1	PTHR31108	tumor protein p63-regulated gene 1-like protein pthr31108						#N/A
Q9NSI2	SLX9	PTHR31109	protein fam207a pthr31109						#N/A
Q8NAP1	CASTOR3P	PTHR31131	chromosome 1, whole genome shotgun sequence pthr31131						#N/A
A6NHX0	CASTOR2	PTHR31131	chromosome 1, whole genome shotgun sequence pthr31131						#N/A
Q5BJH2	TMEM128	PTHR31134	transmembrane protein 128 pthr31134						#N/A
Q9HCE0	EPG5	PTHR31139	ectopic p granules protein 5 homolog pthr31139						#N/A
Q8N485	LIX1	PTHR31139	ectopic p granules protein 5 homolog pthr31139						#N/A
Q8IVB5	LIX1L	PTHR31139	ectopic p granules protein 5 homolog pthr31139						#N/A
A7E2U8	CFAP96	PTHR31144	upf0602 protein c4orf47 pthr31144						#N/A
A6NJR5	A6NJR5	PTHR31156	wbscr19-like protein pthr31156						#N/A
Q1HG44	DUOXA2	PTHR31158	dual oxidase 2 pthr31158						#N/A
Q1HG43	DUOXA1	PTHR31158	dual oxidase 2 pthr31158						#N/A
Q9UBI1	COMMD3	PTHR31159	comm domain-containing protein 3 pthr31159						#N/A
Q8NG50	RDM1	PTHR31164	rad52 motif-containing protein 1 pthr31164						#N/A
Q8N0Z3	SPICE1	PTHR31167	spindle and centriole associated protein 1 spice1 pthr31167						#N/A
Q9BWT1	CDCA7	PTHR31169	os05g0300700 protein pthr31169						#N/A
Q96GN5	CDCA7L	PTHR31169	os05g0300700 protein pthr31169						#N/A
Q9H5N1	RABEP2	PTHR31179	rab gtpase-binding effector protein pthr31179						#N/A
Q15276	RABEP1	PTHR31179	rab gtpase-binding effector protein pthr31179						#N/A
Q8N1D5	CFAP107	PTHR31180	uncharacterized pthr31180						#N/A
Q96M91	CFAP53	PTHR31183	trichoplein keratin filament-binding protein family member pthr31183						#N/A
Q9BT92	TCHP	PTHR31183	trichoplein keratin filament-binding protein family member pthr31183						#N/A
Q9NX55	HYPK	PTHR31184	huntingtin-interacting protein k family member pthr31184						#N/A
Q8TAL6	FIBIN	PTHR31185	fin bud initiation factor fibin pthr31185						#N/A
