organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
worm	daf-16	IPR001766,IPR030456	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		This is the fundamental molecular function of DAF-16. IEA from InterPro is consistent with experimental evidence.
worm	daf-16	IPR001766,IPR030456	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Core function of DAF-16. Regulates transcription of numerous target genes involved in longevity, stress response, and metabolism.
worm	daf-16	IPR001766,IPR030456	GO:0043565	sequence-specific DNA binding	ACCEPT	no		Sequence-specific binding via forkhead domain is core to DAF-16 function. InterPro annotation consistent with experimental data.
worm	daf-19	IPR039779	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		This IEA annotation is accurate but is a broader parent of the more specific GO:0000981 annotation. DAF-19 belongs to the RFX transcription factor family as annotated by InterPro.
worm	daf-19	IPR003150	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		This annotation is accurate. The more specific GO:0006357 annotation better captures DAF-19's role in RNA polymerase II-dependent transcription.
worm	daf-2	IPR000719,IPR001245,IPR008266	GO:0004672	protein kinase activity	MODIFY	yes	GO:0004714 transmembrane receptor protein tyrosine kinase activity	The more specific term protein tyrosine kinase activity (GO:0004713) or transmembrane receptor protein tyrosine kinase activity (GO:0004714) should be used instead, as DAF-2 is specifically a tyrosine kinase.
worm	daf-21	IPR001404	GO:0006457	protein folding	ACCEPT	no		Duplicate annotation for protein folding, a core HSP90 function supported by multiple evidence types.
worm	daf-21	IPR001404	GO:0016887	ATP hydrolysis activity	ACCEPT	no		Duplicate annotation for ATPase activity, supported by direct biochemical measurements (PMID:21980476, PMID:19559711).
worm	daf-21	IPR001404	GO:0051082	unfolded protein binding	MODIFY	yes	GO:0044183 protein folding chaperone	GO:0051082 is proposed for obsoletion. DAF-21/HSP90 is an ATP-dependent foldase chaperone. The appropriate replacement term is GO:0044183 (protein folding chaperone). Consistent with MODIFY on IBA annotation.
worm	daf-21	IPR001404	GO:0140662	ATP-dependent protein folding chaperone	ACCEPT	no		This term precisely describes DAF-21 function - it is an ATP-dependent chaperone that promotes protein folding. Well supported by experimental evidence.
worm	dct-1	IPR010548	GO:0005740	mitochondrial envelope	ACCEPT	no		Correct annotation at appropriate specificity. The mitochondrial envelope includes the outer membrane where DCT-1 is localized. This is consistent with experimental data.
worm	dct-1	IPR010548	GO:0016020	membrane	ACCEPT	no		Correct but very broad annotation. DCT-1 contains a transmembrane domain and is an integral membrane protein. More specific annotations (mitochondrial outer membrane) are also present.
worm	dct-1	IPR010548	GO:0043065	positive regulation of apoptotic process	KEEP_AS_NON_CORE	yes		DCT-1 has pro-apoptotic activity when overexpressed, consistent with BNIP3 family function, but kills through a BH3- and caspase-independent mechanism. The primary in vivo function in C. elegans is mitophagy rather than apoptosis regulation. This is an ancestral/secondary function.
worm	drp-1	IPR001401,IPR003130	GO:0003924	GTPase activity	ACCEPT	no		Duplicates the IBA annotation but via a different evidence pathway (InterPro domain mapping). Both are valid and consistent.
worm	dve-1	IPR039673	GO:0006338	chromatin remodeling	ACCEPT	no		This IEA annotation (from InterPro) is consistent with DVE-1's SATB-like domain structure and experimental evidence. DVE-1 associates with the NuRD chromatin remodeling complex (PMID:32789178) and cooperates with HDA-1 (PMID:32934238) to regulate chromatin state. Duplicate with IBA annotation above but both are acceptable given different evidence sources.
worm	eat-3	IPR001401	GO:0003924	GTPase activity	ACCEPT	no		The InterPro-based annotation correctly identifies GTPase activity based on the dynamin GTPase domain. This is a core function well-supported by the protein structure and mutant analysis.
worm	elt-2	IPR039355	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Fundamental function of ELT-2 supported by extensive experimental evidence.
worm	elt-2	IPR000679,IPR013088	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Accurate. ELT-2 is a transcriptional regulator controlling expression of intestinal genes.
worm	elt-2	IPR039355	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	no		Accurate. ELT-2 is a transcription factor that regulates Pol II transcription.
worm	elt-2	IPR000679	GO:0043565	sequence-specific DNA binding	ACCEPT	no		Well-established that ELT-2 binds DNA in a sequence-specific manner (PMID:10518545, PMID:15733671).
worm	ent-1	IPR002259	GO:0005337	nucleoside transmembrane transporter activity	ACCEPT	no		Electronic annotation correctly identifies the molecular function, though less specific than the IBA annotation. Both are accurate and supported by experimental evidence.
worm	ent-1	IPR002259	GO:1901642	nucleoside transmembrane transport	ACCEPT	no		This is a more specific and accurate biological process term that better captures the transmembrane transport nature of ENT-1 function compared to the broader nucleoside transport term.
worm	fan-1	IPR011856	GO:0003676	nucleic acid binding	KEEP_AS_NON_CORE	yes		Correct but subsumed by more specific terms (GO:0003677, GO:0070336)
worm	fan-1	IPR006642	GO:0003677	DNA binding	KEEP_AS_NON_CORE	yes		Correct that FAN-1 binds DNA, but subsumed by more specific GO:0070336 (flap-structured DNA binding)
worm	fan-1	IPR033315	GO:0004518	nuclease activity	KEEP_AS_NON_CORE	yes		Correct but subsumed by more specific terms GO:0008409 and GO:0017108
worm	fan-1	IPR006642	GO:0006281	DNA repair	ACCEPT	no		Concordant with IMP experimental data
worm	fan-1	IPR014883	GO:0016788	hydrolase activity, acting on ester bonds	KEEP_AS_NON_CORE	yes		Correct but too general, subsumed by specific nuclease activity terms
worm	fan-1	IPR033315	GO:0036297	interstrand cross-link repair	ACCEPT	no		Core function, consistent with multiple lines of evidence
worm	fshr-1	IPR000276,IPR002131,IPR017452	GO:0016020	membrane	ACCEPT	no		Correct but less specific than the plasma membrane annotation. FSHR-1 is a membrane protein with seven transmembrane domains.
worm	fshr-1	IPR002131	GO:0016500	protein-hormone receptor activity	REMOVE	yes		There is no evidence that FSHR-1 functions as a hormone receptor in C. elegans. The ligand is unknown but appears to be related to infection/damage sensing rather than hormone signaling. C. elegans lacks vertebrate gonadotropins. The InterPro domain match reflects sequence similarity rather than functional conservation.
worm	fzo-1	IPR006884	GO:0008053	mitochondrial fusion	ACCEPT	no		Consistent with IBA and IMP annotations for the same term. The IEA evidence from InterPro domain analysis independently supports the fusion function. Multiple evidence codes for the same term are acceptable and reflect independent lines of evidence.
worm	fzo-1	IPR006884	GO:0016020	membrane	ACCEPT	no		While this is a very general term, it is technically correct. FZO-1 is an integral membrane protein with two transmembrane helices. The more specific annotation to mitochondrial outer membrane (GO:0005741) is also present. IEA annotations to general terms are acceptable when more specific terms are also annotated.
worm	gcn-2	IPR000719,IPR008271	GO:0004672	protein kinase activity	ACCEPT	no		Correct but generic. More specific term GO:0004694 (eIF2alpha kinase activity) is also annotated and is more informative.
worm	glh-1	IPR001878,IPR011545,IPR036875	GO:0003676	nucleic acid binding	ACCEPT	no		Correct but overly general. RNA binding and mRNA binding are more specific and informative. This is subsumed by more specific terms.
worm	glh-4	IPR001878,IPR011545,IPR036875	GO:0003676	nucleic acid binding	ACCEPT	no		GLH-4 has structural features for nucleic acid binding including CCHC zinc fingers and DEAD-box helicase domains. The term is accurate but general; more specific terms like RNA binding are also present.
worm	hlh-30	IPR011598,IPR036638	GO:0046983	protein dimerization activity	ACCEPT	no		Consistent with bHLH domain structure and experimentally demonstrated homodimerization.
worm	hsf-1	IPR000232	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Consistent with IBA and IMP annotations for the same term. The InterPro HSF DNA-binding domain annotation accurately reflects HSF-1's function.
worm	hsf-1	IPR000232	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Accurate annotation reflecting HSF-1's regulatory role in transcription. More specific child terms are also annotated with experimental evidence.
worm	hsp-1	IPR013126	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis is the core enzymatic activity of HSP70 proteins, and this annotation is correct. While redundant with the IBA annotation, it independently confirms the same molecular function through domain-based inference.
worm	hsp-6	IPR012725	GO:0006457	protein folding	ACCEPT	no		Protein folding assistance is a core function of HSP70 chaperones. In the mitochondrial matrix, HSP-6 assists in folding of newly imported proteins and maintains proteostasis under stress conditions.
worm	hsp-6	IPR013126	GO:0016887	ATP hydrolysis activity	ACCEPT	no		Correct annotation. HSP70 proteins have intrinsic ATPase activity essential for their chaperone function. The ATPase_NBD domain (IPR043129) is present in HSP-6.
worm	hsp-6	IPR012725	GO:0051082	unfolded protein binding	MODIFY	yes	GO:0044183 protein folding chaperone	GO:0051082 is proposed for obsoletion. HSP-6 is a mitochondrial HSP70 foldase chaperone that binds unfolded clients and facilitates their folding in an ATP-dependent manner. The appropriate replacement term is GO:0044183 (protein folding chaperone).
worm	hsp-60	IPR018370	GO:0006457	protein folding	ACCEPT	no		Consistent with IBA annotation. The convergence of phylogenetic and domain-based evidence strengthens the annotation.
worm	hsp-60	IPR001844	GO:0042026	protein refolding	ACCEPT	no		"Protein refolding under stress conditions is a well-established function of HSP60 family chaperonins. UniProt states HSP-60 ""may also prevent misfolding and promote the refolding and proper assembly of unfolded polypeptides generated under stress conditions in the mitochondrial matrix."""
worm	hsp-60	IPR001844	GO:0140662	ATP-dependent protein folding chaperone	ACCEPT	no		This is an accurate and informative molecular function annotation for HSP-60. The chaperonin uses ATP binding and hydrolysis to drive conformational changes that facilitate protein folding in the chamber formed between the two heptameric rings.
worm	hsp-90	IPR001404	GO:0006457	protein folding	ACCEPT	no		Protein folding annotation based on HSP90 domain (IPR001404) is correct and consistent with experimental evidence.
worm	hsp-90	IPR001404	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis is a defining feature of HSP90 proteins and is correctly inferred from domain architecture.
worm	hsp-90	IPR001404	GO:0051082	unfolded protein binding	MODIFY	yes	GO:0044183 protein folding chaperone	GO:0051082 is proposed for obsoletion. HSP-90 is an ATP-dependent foldase chaperone. The appropriate replacement term is GO:0044183 (protein folding chaperone). Consistent with MODIFY on IBA annotation.
worm	hsp-90	IPR001404	GO:0140662	ATP-dependent protein folding chaperone	ACCEPT	no		This accurately describes the core molecular function of HSP-90 as an ATP-dependent chaperone.
worm	ire-1	IPR045133	GO:0004521	RNA endonuclease activity	ACCEPT	no		Valid annotation via InterPro domain mapping. The KEN domain (IPR010513) and RNase_Ire1 (cd10422) domains support this function. Duplicates are acceptable when from different evidence sources.
worm	ire-1	IPR010513	GO:0004540	RNA nuclease activity	ACCEPT	no		Accurate general term for the RNase activity of IRE-1. The more specific child term GO:0004521 (RNA endonuclease activity) is also annotated and preferred.
worm	ire-1	IPR000719,IPR008271	GO:0004672	protein kinase activity	ACCEPT	no		Accurate annotation from InterPro domain mapping. The Pkinase domain (PF00069) is present. More specific child term for Ser/Thr kinase is also annotated.
worm	ire-1	IPR010513	GO:0006397	mRNA processing	ACCEPT	no		Valid annotation reflecting the mRNA splicing function. The term captures the processing of xbp-1 mRNA, though the more specific IRE1-mediated UPR term is preferred for capturing the biological context.
worm	ire-1	IPR045133	GO:0030968	endoplasmic reticulum unfolded protein response	ACCEPT	no		Core biological process annotation. IRE-1 is a major and highly conserved ER stress sensor that activates the UPR. The child term GO:0036498 (IRE1-mediated UPR) is more specific.
